,External,Year,session 1,session 2,test 1,forum_Q_phase1,forum_A_phase1,office_hours_phase1,dropped_after_test_1
5722,1,2,35,86,1,1.98,0.33,0.0,0
5723,0,3,91,93,1,4.29,2.31,0.33,0
5724,0,2,80,82,1,4.62,1.32,0.99,0
5725,1,3,94,54,1,4.29,1.32,0.33,0
5726,1,2,72,74,5,2.97,0.99,0.0,0
5727,1,3,77,10,3,0.99,0.33,0.33,0
5728,0,3,81,7,1,0.0,1.2000000000000002,1.2000000000000002,0
5729,0,2,90,87,1,5.28,6.930000000000001,1.6500000000000001,0
5730,0,1,11,26,5,4.29,1.6500000000000001,2.64,0
5731,1,1,5,13,4,1.0,0.0,0.0,1
5732,1,1,23,22,3,3.0,0.0,0.0,1
5733,1,1,83,37,1,1.6500000000000001,1.98,0.99,0
5734,0,3,95,33,5,2.64,6.2700000000000005,2.31,0
5735,1,3,6,47,3,3.3000000000000003,5.94,2.64,0
5736,1,2,56,94,3,2.31,1.32,0.33,0
5737,0,3,99,55,1,5.28,2.31,0.99,0
5738,1,1,16,5,5,3.6300000000000003,5.61,1.98,0
5739,0,3,6,4,5,0.66,0.99,0.66,0
5740,0,2,4,45,2,0.0,7.92,0.66,0
5741,1,3,1,15,5,3.0,0.0,0.0,1
5742,1,1,44,79,2,2.4000000000000004,0.8,0.4,0
5743,1,1,15,17,3,1.0,1.0,0.0,1
5744,0,3,4,90,4,0.0,0.4,0.0,0
5745,1,1,30,65,3,3.3000000000000003,1.98,1.6500000000000001,0
5746,1,1,16,3,3,2.0,0.0,0.0,1
5747,1,1,78,71,2,0.0,0.8,0.0,0
5748,1,2,91,96,1,1.98,5.28,0.33,0
5749,1,3,4,8,1,0.0,0.33,0.66,0
5750,1,3,70,74,1,0.0,2.31,0.0,0
5751,0,2,4,28,5,1.98,0.99,2.31,0
5752,1,3,12,32,2,0.0,1.0,0.0,1
5753,0,3,9,14,1,1.32,0.33,0.66,0
5754,1,1,25,48,4,1.32,0.33,0.33,0
5755,1,3,68,80,4,0.0,3.96,2.64,0
5756,0,3,75,71,1,4.62,1.6500000000000001,0.99,0
5757,0,3,63,82,3,1.32,2.97,1.6500000000000001,0
5758,1,3,90,54,3,3.0,2.0,0.5,0
5759,1,3,55,51,3,1.6500000000000001,1.6500000000000001,0.66,0
5760,0,3,99,35,1,1.32,1.6500000000000001,0.99,0
5761,1,3,26,44,4,1.5,0.5,0.5,0
5762,1,1,42,58,4,1.5,0.0,0.5,0
5763,0,3,6,2,2,0.99,0.99,0.33,0
5764,1,2,76,81,1,2.97,1.32,0.66,0
5765,1,3,40,57,1,3.3000000000000003,2.64,0.99,0
5766,0,3,7,4,1,0.33,0.66,0.66,0
5767,0,3,1,4,5,0.0,0.66,0.33,0
5768,1,1,1,13,4,2.0,0.0,1.0,1
5769,1,2,60,40,1,3.6,1.2000000000000002,0.4,0
5770,1,3,35,78,5,2.64,2.97,0.99,0
5771,1,2,52,40,3,0.0,0.0,0.0,0
5772,0,3,65,65,3,3.5,0.0,1.0,0
5773,1,2,78,75,1,4.29,2.64,0.99,0
5774,1,3,29,40,5,4.95,1.98,0.66,0
5775,1,3,4,92,1,1.98,1.32,0.0,0
5776,1,2,4,3,5,0.0,0.33,0.66,0
5777,0,2,2,17,4,3.3000000000000003,4.95,1.98,0
5778,1,3,26,49,4,4.0,1.0,1.0,1
5779,0,3,31,56,1,2.0,0.8,0.4,0
5780,0,3,62,51,1,1.0,1.0,0.0,0
5781,1,2,17,28,4,4.29,7.260000000000001,2.64,0
5782,0,1,90,54,1,1.0,0.0,1.0,0
5783,1,3,27,56,1,1.98,2.97,1.6500000000000001,0
5784,1,1,5,34,3,0.0,5.61,1.98,0
5785,0,1,4,22,5,5.61,1.32,1.6500000000000001,0
5786,1,1,59,41,2,0.5,0.0,0.0,0
5787,1,3,42,78,1,1.2000000000000002,0.8,0.4,0
5788,0,2,12,12,4,7.260000000000001,2.64,1.6500000000000001,0
5789,0,3,2,9,1,0.99,0.99,0.33,0
5790,0,3,6,16,2,7.0,2.0,0.0,1
5791,1,3,41,15,1,4.95,1.6500000000000001,2.31,0
5792,0,3,69,62,1,2.8000000000000003,1.2000000000000002,1.2000000000000002,0
5793,0,3,19,18,5,7.0,0.0,1.0,1
5794,1,2,53,71,5,3.2,0.0,0.4,0
5795,1,1,48,63,4,0.0,0.0,0.0,0
5796,0,1,15,26,4,6.2700000000000005,5.61,2.64,0
5797,1,2,6,13,4,6.6000000000000005,2.97,1.98,0
5798,0,1,73,91,5,1.98,7.590000000000001,1.32,0
5799,1,3,9,12,1,0.0,0.66,0.66,0
5800,1,2,7,8,2,0.66,0.66,0.66,0
5801,1,1,30,99,2,1.6500000000000001,2.31,0.66,0
5802,0,1,35,5,3,2.97,7.260000000000001,2.97,0
5803,0,2,18,10,5,3.3000000000000003,3.3000000000000003,1.32,0
5804,0,2,12,18,4,8.91,1.98,1.98,0
5805,1,1,78,33,5,2.97,3.3000000000000003,1.6500000000000001,0
5806,0,3,25,32,2,1.0,0.0,0.0,1
5807,1,1,59,46,3,0.4,0.4,0.0,0
5808,1,1,14,56,5,0.0,0.0,0.0,1
5809,0,2,54,11,1,4.62,3.6300000000000003,1.6500000000000001,0
5810,0,1,89,49,2,4.95,2.97,1.32,0
5811,0,1,73,12,2,0.33,1.98,2.31,0
5812,1,3,27,57,5,1.5,0.0,0.5,0
5813,0,3,16,4,5,0.99,2.64,1.32,0
5814,1,3,55,52,1,2.31,2.64,0.99,0
5815,1,1,59,59,3,2.8000000000000003,0.0,0.4,0
5816,1,1,42,61,3,5.28,1.98,1.32,0
5817,1,2,54,21,3,0.5,0.5,0.5,0
5818,1,1,9,15,4,2.97,1.32,1.98,0
5819,1,2,40,91,2,1.6500000000000001,0.0,0.99,0
5820,0,2,5,8,2,0.99,0.66,0.33,0
5821,0,3,7,7,1,1.32,0.33,0.66,0
5822,0,3,28,13,2,0.0,0.8,0.4,0
5823,0,3,49,93,3,1.6500000000000001,0.99,1.6500000000000001,0
5824,1,3,11,67,5,0.0,1.2000000000000002,0.4,0
5825,0,2,71,65,5,2.64,3.3000000000000003,0.99,0
5826,1,1,18,15,5,2.0,1.0,0.0,1
5827,1,2,3,38,1,0.8,1.2000000000000002,0.4,0
5828,1,1,65,40,1,2.31,0.33,0.0,0
5829,0,3,2,3,1,0.66,0.99,0.66,0
5830,0,2,2,14,1,1.32,0.33,0.33,0
5831,0,2,48,60,1,0.5,1.5,1.0,0
5832,0,2,19,9,4,9.57,3.3000000000000003,1.98,0
5833,1,1,34,67,5,0.8,1.2000000000000002,0.4,0
5834,0,3,56,42,1,3.6300000000000003,6.930000000000001,1.32,0
5835,0,3,77,38,2,0.33,0.99,1.32,0
5836,0,1,92,25,4,5.61,7.92,1.98,0
5837,1,1,21,23,2,2.8000000000000003,0.0,0.4,0
5838,1,3,32,9,5,0.66,4.62,2.64,0
5839,0,1,7,19,5,6.930000000000001,2.97,1.98,0
5840,0,1,4,27,5,2.64,2.97,1.98,0
5841,1,3,33,52,4,2.0,0.0,0.0,0
5842,0,3,4,19,5,3.0,0.0,0.0,1
5843,0,3,2,5,1,0.99,0.33,0.66,0
5844,0,1,2,19,4,9.57,2.31,1.6500000000000001,0
5845,1,3,90,13,2,1.6500000000000001,0.99,2.31,0
5846,1,3,93,64,3,1.98,1.6500000000000001,0.99,0
5847,1,3,35,6,5,2.64,3.3000000000000003,1.98,0
5848,1,1,11,76,2,5.28,1.98,1.32,0
5849,0,3,35,59,5,3.2,0.4,0.8,0
5850,0,2,4,23,4,8.91,2.31,2.64,0
5851,1,2,86,86,4,0.66,2.97,1.32,0
5852,1,3,66,69,5,3.6300000000000003,1.98,0.66,0
5853,1,3,24,73,3,2.64,2.31,0.66,0
5854,1,3,94,96,4,1.98,2.97,0.66,0
5855,1,2,68,9,4,3.2,0.4,0.4,0
5856,1,3,17,72,2,4.95,1.6500000000000001,0.99,0
5857,0,2,11,2,4,0.99,3.96,2.64,0
5858,1,1,29,39,4,0.5,0.5,0.0,0
5859,1,3,82,74,4,0.99,6.6000000000000005,2.97,0
5860,1,3,58,57,3,0.5,0.0,0.0,0
5861,1,2,12,65,5,4.29,2.97,0.99,0
5862,1,3,56,32,3,0.5,0.0,0.5,0
5863,1,3,86,33,1,5.28,2.31,0.99,0
5864,1,3,93,42,2,5.61,6.2700000000000005,2.64,0
5865,1,3,92,92,1,4.62,0.99,0.66,0
5866,0,1,54,50,1,2.5,0.0,1.0,0
5867,1,3,37,78,5,3.6300000000000003,1.98,1.32,0
5868,1,3,75,42,2,2.0,1.6,0.0,0
5869,0,2,30,58,4,0.66,7.590000000000001,1.6500000000000001,0
5870,0,3,51,12,3,2.0,0.8,1.2000000000000002,0
5871,1,1,3,23,4,8.58,2.64,2.64,0
5872,1,3,13,20,4,8.91,2.97,2.64,0
5873,0,2,67,41,2,6.2700000000000005,7.92,2.97,0
5874,1,1,10,14,5,9.57,4.62,1.6500000000000001,0
5875,1,3,90,10,2,0.4,1.2000000000000002,0.0,0
5876,1,1,19,53,5,3.6300000000000003,4.62,2.64,0
5877,1,3,3,12,1,0.33,0.66,0.66,0
5878,0,3,75,58,4,2.31,3.3000000000000003,0.99,0
5879,1,1,53,45,3,0.5,0.0,0.5,0
5880,0,3,64,68,1,0.0,1.2000000000000002,0.4,0
5881,0,3,63,46,4,5.94,2.31,1.32,0
5882,1,2,54,46,4,0.66,0.0,0.33,0
5883,0,3,8,7,1,0.33,0.99,0.66,0
5884,1,2,38,80,1,2.97,1.6500000000000001,0.66,0
5885,1,2,99,87,3,4.95,2.31,0.33,0
5886,0,3,3,9,1,0.66,0.66,0.66,0
5887,1,2,45,54,1,0.33,1.32,0.0,0
5888,0,2,6,25,5,2.31,5.94,1.98,0
5889,0,3,38,61,3,1.0,2.0,1.0,0
5890,1,2,75,67,1,2.5,2.0,0.5,0
5891,1,2,45,18,4,1.6500000000000001,1.32,0.66,0
5892,0,2,4,10,5,5.61,5.61,1.6500000000000001,0
5893,1,3,6,6,5,0.33,0.33,0.66,0
5894,0,3,42,64,2,0.0,2.0,1.0,0
5895,1,2,1,18,5,1.0,0.0,0.0,1
5896,0,3,48,42,1,4.4,1.2000000000000002,0.0,0
5897,1,3,46,88,1,1.2000000000000002,0.0,0.4,0
5898,0,1,14,11,5,0.66,1.6500000000000001,2.64,0
5899,1,2,24,43,4,1.5,0.5,0.0,0
5900,1,2,91,88,2,4.62,1.32,1.6500000000000001,0
5901,1,3,62,76,3,3.96,1.98,1.32,0
5902,1,3,27,39,5,0.0,2.0,1.0,1
5903,1,3,74,79,2,3.2,0.0,0.0,0
5904,1,3,22,2,1,4.29,0.33,0.66,0
5905,1,3,57,52,5,2.97,2.64,1.32,0
5906,1,3,37,41,1,1.98,1.32,0.66,0
5907,1,2,31,76,2,1.6,0.4,0.4,0
5908,0,1,99,72,1,3.0,0.0,0.5,0
5909,1,2,99,47,1,1.32,2.31,0.33,0
5910,1,3,76,74,5,0.33,0.99,0.0,0
5911,0,3,3,10,5,0.66,0.33,0.66,0
5912,1,3,1,0,5,2.0,0.4,0.4,0
5913,1,3,22,78,2,3.6300000000000003,2.31,0.66,0
5914,1,1,96,84,4,1.6500000000000001,0.33,1.6500000000000001,0
5915,1,1,64,8,5,5.28,5.28,2.64,0
5916,1,2,13,10,5,1.98,1.32,0.33,0
5917,1,1,4,15,4,3.96,1.98,1.32,0
5918,1,3,4,4,1,0.0,0.99,0.33,0
5919,1,1,31,69,2,0.0,0.0,0.4,0
5920,1,2,6,4,5,1.32,1.32,2.31,0
5921,1,2,23,77,5,0.66,2.31,0.33,0
5922,0,2,22,57,3,1.32,1.98,0.33,0
5923,1,2,58,60,3,3.6300000000000003,1.98,0.99,0
5924,1,3,75,50,4,4.95,1.98,0.66,0
5925,1,3,39,69,4,2.31,2.31,0.99,0
5926,0,1,1,17,5,9.57,5.28,1.6500000000000001,0
5927,0,2,8,8,1,0.99,0.66,0.66,0
5928,1,3,94,68,1,2.97,5.28,0.66,0
5929,0,2,1,1,1,1.32,0.66,0.66,0
5930,1,2,51,65,1,1.6500000000000001,5.61,1.6500000000000001,0
5931,1,2,66,59,2,2.31,2.31,1.32,0
5932,0,1,48,57,2,0.0,7.92,2.31,0
5933,1,3,66,64,5,2.97,1.6500000000000001,1.6500000000000001,0
5934,0,3,5,12,1,0.99,0.99,0.66,0
5935,1,3,1,7,2,0.99,0.66,0.66,0
5936,1,3,74,68,1,3.96,1.6500000000000001,0.66,0
5937,0,3,8,4,2,0.33,0.33,0.66,0
5938,1,1,8,5,4,0.0,0.0,1.0,1
5939,1,3,35,12,2,4.95,0.33,2.64,0
5940,1,3,43,51,1,1.6500000000000001,2.31,1.6500000000000001,0
5941,1,1,3,27,2,0.33,7.590000000000001,2.31,0
5942,0,2,65,81,1,4.29,1.32,1.6500000000000001,0
5943,0,3,2,12,1,0.33,0.33,0.33,0
5944,0,2,3,3,1,0.33,0.99,0.66,0
5945,0,2,8,16,2,0.66,0.33,0.33,0
5946,0,3,2,2,5,6.6000000000000005,2.97,1.32,0
5947,1,1,62,28,3,1.98,0.0,0.0,0
5948,1,3,9,15,1,1.32,0.33,0.33,0
5949,1,3,20,52,4,5.28,2.31,0.99,0
5950,0,2,74,39,2,5.94,2.31,0.99,0
5951,1,1,52,58,3,0.5,0.5,0.5,0
5952,1,3,74,71,4,1.2000000000000002,0.4,0.4,0
5953,1,3,82,52,1,1.6500000000000001,2.64,0.33,0
5954,0,3,51,74,3,2.0,1.0,0.5,0
5955,1,1,15,76,1,2.97,1.6500000000000001,1.6500000000000001,0
5956,1,1,44,56,5,1.2000000000000002,1.2000000000000002,0.0,0
5957,0,2,85,81,1,1.32,3.3000000000000003,1.6500000000000001,0
5958,1,2,97,36,1,5.94,3.6300000000000003,1.6500000000000001,0
5959,1,1,58,34,3,3.6,1.2000000000000002,0.4,0
5960,1,2,5,27,4,5.61,1.32,1.6500000000000001,0
5961,0,3,68,85,5,2.97,4.62,2.97,0
5962,1,3,1,13,2,0.33,0.33,0.66,0
5963,1,1,55,78,1,2.0,1.0,0.0,0
5964,1,2,59,36,1,0.5,1.0,0.5,0
5965,1,3,31,92,4,2.31,0.66,0.33,0
5966,1,3,47,71,1,2.0,0.0,0.4,0
5967,1,2,4,10,2,1.32,0.66,0.33,0
5968,1,3,78,74,1,4.62,1.98,0.66,0
5969,1,3,59,20,2,4.29,1.6500000000000001,1.32,0
5970,0,3,76,43,4,3.6300000000000003,2.31,1.32,0
5971,0,1,19,18,5,7.590000000000001,3.3000000000000003,1.32,0
5972,0,2,99,69,1,1.6500000000000001,3.3000000000000003,0.99,0
5973,1,1,56,25,2,0.5,0.5,0.5,0
5974,0,1,3,25,4,1.98,4.95,1.98,0
5975,0,2,10,99,3,0.0,7.260000000000001,1.98,0
5976,1,3,8,1,1,1.32,0.33,0.33,0
5977,1,2,80,78,1,3.6300000000000003,2.97,0.99,0
5978,0,3,10,85,1,5.94,0.99,0.66,0
5979,1,1,25,69,3,2.31,2.64,0.99,0
5980,1,2,0,9,4,0.33,1.32,0.0,0
5981,0,1,15,4,5,6.930000000000001,3.3000000000000003,2.64,0
5982,1,2,8,2,2,1.32,0.33,0.33,0
5983,1,3,6,1,4,0.99,0.99,0.66,0
5984,1,1,33,38,2,0.5,0.5,0.0,0
5985,0,1,14,13,5,0.99,4.29,2.97,0
5986,1,2,50,41,5,1.2000000000000002,1.2000000000000002,0.0,0
5987,1,3,59,44,2,1.32,5.28,0.99,0
5988,1,3,8,3,2,0.99,0.33,0.66,0
5989,1,2,58,1,5,3.6300000000000003,1.98,1.98,0
5990,1,1,3,13,5,1.0,1.0,0.0,1
5991,0,2,85,96,3,3.2,0.4,0.8,0
5992,0,2,4,13,5,7.260000000000001,4.95,2.64,0
5993,0,2,8,9,1,1.32,0.99,0.33,0
5994,1,3,3,7,5,7.92,5.28,1.6500000000000001,0
5995,1,3,9,48,2,3.6,0.4,0.4,0
5996,0,1,82,99,5,4.95,6.6000000000000005,1.98,0
5997,1,1,3,1,5,4.62,1.98,1.32,0
5998,0,2,71,36,4,2.97,2.97,0.99,0
5999,0,2,8,27,4,3.3000000000000003,4.62,1.32,0
6000,0,1,16,16,4,4.62,0.99,1.32,0
6001,0,2,57,84,4,0.66,6.2700000000000005,0.33,0
6002,1,2,82,22,4,0.99,0.33,0.66,0
6003,0,3,13,16,4,3.96,4.29,2.64,0
6004,1,3,9,13,1,0.0,0.66,0.33,0
6005,1,3,63,70,4,1.32,1.98,0.99,0
6006,1,1,70,69,3,2.64,2.31,0.33,0
6007,0,2,79,81,5,0.5,1.5,0.5,0
6008,0,1,14,10,5,6.2700000000000005,3.6300000000000003,1.32,0
6009,1,3,76,94,1,0.0,0.4,0.0,0
6010,1,2,27,69,4,0.0,0.99,0.66,0
6011,0,2,69,53,1,2.5,0.0,0.5,0
6012,0,2,74,59,1,0.99,2.97,1.32,0
6013,1,1,20,36,4,2.0,0.0,0.0,0
6014,1,1,18,95,1,2.64,1.32,0.0,0
6015,1,3,27,78,3,3.3000000000000003,1.98,2.97,0
6016,1,2,12,41,4,1.2000000000000002,1.2000000000000002,0.4,0
6017,0,1,4,23,4,4.95,5.94,1.32,0
6018,0,3,25,53,4,2.5,0.0,1.0,0
6019,1,3,43,54,4,0.0,0.5,0.0,0
6020,0,2,63,50,4,3.5,0.5,0.0,0
6021,0,2,8,2,1,0.66,0.33,0.33,0
6022,0,2,3,24,4,7.260000000000001,2.31,1.32,0
6023,1,3,21,18,1,3.3000000000000003,0.0,0.33,0
6024,1,2,36,60,2,6.2700000000000005,2.97,1.98,0
6025,1,1,48,95,3,2.64,1.98,0.33,0
6026,1,1,44,54,4,0.0,0.5,0.5,0
6027,1,1,11,4,5,1.0,0.0,1.0,1
6028,1,1,48,34,4,6.2700000000000005,4.95,1.98,0
6029,0,3,3,14,2,0.66,0.99,0.33,0
6030,1,1,65,57,5,2.64,2.64,0.66,0
6031,1,1,24,29,2,3.3000000000000003,0.66,0.33,0
6032,1,2,31,64,2,4.62,2.64,0.99,0
6033,1,1,75,77,4,2.0,0.0,1.0,0
6034,0,3,23,66,1,3.0,2.0,1.0,0
6035,0,2,16,25,5,2.97,2.64,1.32,0
6036,0,2,5,1,5,0.0,0.33,0.66,0
6037,0,2,1,14,2,0.66,0.66,0.33,0
6038,0,3,9,3,5,0.99,0.99,0.66,0
6039,0,2,72,52,1,2.64,0.99,0.66,0
6040,1,2,15,16,5,6.2700000000000005,4.29,1.6500000000000001,0
6041,1,1,75,8,5,2.97,3.3000000000000003,2.31,0
6042,1,3,27,1,4,4.0,1.0,0.0,1
6043,0,3,8,1,1,0.66,0.99,0.66,0
6044,1,3,34,48,2,0.0,0.0,0.5,0
6045,1,1,71,17,5,0.0,5.28,0.33,0
6046,1,2,73,40,1,3.96,3.6300000000000003,0.99,0
6047,0,3,2,29,4,7.590000000000001,5.94,1.32,0
6048,1,2,5,6,5,9.57,0.99,2.64,0
6049,1,1,17,15,2,1.0,1.0,1.0,1
6050,1,3,37,67,5,3.6300000000000003,2.64,0.33,0
6051,1,3,98,17,4,3.96,0.0,0.99,0
6052,0,1,84,9,1,4.62,6.6000000000000005,0.66,0
6053,1,2,95,80,2,1.6500000000000001,1.6500000000000001,1.6500000000000001,0
6054,1,2,6,6,5,0.4,0.8,0.0,0
6055,1,1,39,30,2,0.0,1.2000000000000002,0.0,0
6056,1,3,52,68,1,1.98,1.98,0.99,0
6057,1,1,12,79,1,2.64,2.97,1.6500000000000001,0
6058,1,1,18,10,5,1.0,0.0,0.0,1
6059,0,3,19,6,5,6.2700000000000005,4.62,1.6500000000000001,0
6060,0,3,8,10,1,0.66,0.99,0.66,0
6061,0,3,3,10,5,0.66,0.33,0.33,0
6062,0,3,87,11,4,0.66,7.260000000000001,1.98,0
6063,1,1,50,34,2,0.5,0.5,0.0,0
6064,0,1,10,18,5,5.28,1.98,1.32,0
6065,1,3,4,13,1,0.33,0.66,0.66,0
6066,1,1,99,59,1,2.97,2.31,0.99,0
6067,1,1,22,38,1,2.0,0.5,0.5,0
6068,0,2,73,59,4,4.62,5.94,2.97,0
6069,1,3,38,50,3,3.96,1.98,0.66,0
6070,0,3,7,10,1,1.32,0.66,0.33,0
6071,0,3,4,3,1,0.0,0.99,0.33,0
6072,0,3,66,44,1,5.94,3.6300000000000003,1.32,0
6073,0,3,95,48,1,4.95,2.97,0.33,0
6074,1,2,63,66,3,5.28,1.98,0.66,0
6075,1,1,72,63,3,3.96,2.64,0.99,0
6076,1,3,52,53,1,4.95,2.31,0.66,0
6077,0,2,14,3,4,6.6000000000000005,5.94,2.64,0
6078,0,3,7,14,2,0.99,0.99,0.66,0
6079,1,3,92,33,1,3.3000000000000003,2.64,0.66,0
6080,1,2,44,39,1,0.0,0.0,0.0,0
6081,1,3,91,65,4,1.6500000000000001,1.32,1.32,0
6082,1,1,90,31,3,4.95,1.6500000000000001,0.66,0
6083,1,3,77,73,4,5.61,2.64,0.33,0
6084,1,2,99,66,2,2.31,3.6300000000000003,0.99,0
6085,1,3,71,13,3,0.66,0.66,0.33,0
6086,1,3,37,65,4,2.97,2.97,1.32,0
6087,0,3,16,12,5,7.260000000000001,1.6500000000000001,1.32,0
6088,1,2,24,42,1,0.0,0.5,0.5,0
6089,0,2,4,12,2,0.99,0.99,0.66,0
6090,1,3,48,11,2,1.32,0.0,0.99,0
6091,1,3,73,65,2,1.6500000000000001,2.64,0.66,0
6092,1,1,63,61,1,4.29,2.31,0.66,0
6093,1,3,73,11,5,2.97,4.29,0.33,0
6094,1,2,73,67,4,5.94,0.33,1.98,0
6095,1,3,1,2,2,1.32,0.66,0.33,0
6096,1,1,63,67,2,1.6500000000000001,2.64,0.66,0
6097,0,3,9,11,1,0.66,0.66,0.66,0
6098,1,3,13,53,5,1.0,0.0,0.0,1
6099,0,3,78,88,1,1.6,1.2000000000000002,1.2000000000000002,0
6100,1,2,5,13,5,1.0,0.0,1.0,1
6101,1,3,3,87,4,2.31,1.32,0.66,0
6102,1,3,10,55,4,0.33,0.99,0.33,0
6103,1,3,43,55,2,2.97,2.31,0.66,0
6104,0,3,2,3,1,1.32,0.66,0.33,0
6105,0,3,14,26,5,4.62,5.61,1.6500000000000001,0
6106,0,3,33,68,2,0.5,0.5,1.0,0
6107,1,3,51,41,1,0.0,0.0,0.5,0
6108,0,1,6,27,5,4.62,5.61,1.32,0
6109,0,2,10,28,4,8.58,2.64,1.6500000000000001,0
6110,1,3,53,78,2,5.28,2.31,1.6500000000000001,0
6111,1,1,15,29,5,4.29,0.33,0.66,0
6112,0,2,6,12,1,0.33,0.33,0.33,0
6113,0,3,1,23,3,4.4,1.6,0.4,0
6114,0,2,63,62,1,2.64,1.6500000000000001,0.99,0
6115,1,2,45,27,4,1.6500000000000001,7.260000000000001,0.33,0
6116,1,3,84,12,1,0.99,0.0,0.99,0
6117,1,2,65,98,1,2.64,1.6500000000000001,0.33,0
6118,1,1,69,13,2,1.2000000000000002,0.4,0.0,0
6119,1,2,25,96,1,2.64,0.0,0.0,0
6120,0,3,87,95,1,3.6300000000000003,3.6300000000000003,0.66,0
6121,1,1,87,58,2,0.66,2.64,0.66,0
6122,1,3,55,18,3,5.94,3.3000000000000003,1.98,0
6123,0,2,3,3,5,0.66,0.99,0.66,0
6124,0,2,3,2,1,0.66,0.66,0.33,0
6125,1,2,54,26,4,0.5,1.0,0.5,0
6126,0,3,1,33,5,3.0,1.0,0.0,1
6127,1,3,80,15,3,0.33,0.33,0.99,0
6128,0,3,7,10,5,1.32,0.33,0.33,0
6129,0,2,13,26,2,6.0,2.0,0.0,1
6130,1,3,38,88,3,3.2,0.0,0.4,0
6131,1,3,75,76,4,4.29,2.97,0.99,0
6132,1,2,53,52,3,0.0,1.0,0.5,0
6133,1,3,1,27,4,8.25,3.6300000000000003,2.64,0
6134,1,3,6,2,1,0.66,0.99,0.33,0
6135,1,3,52,38,4,0.5,0.5,0.0,0
6136,0,3,78,4,1,0.8,1.6,0.4,0
6137,0,2,75,41,4,0.99,0.99,0.66,0
6138,1,3,9,2,1,0.0,1.32,0.66,0
6139,1,2,49,53,2,2.64,1.98,1.6500000000000001,0
6140,0,2,92,93,5,4.29,1.32,0.33,0
6141,1,2,16,58,1,1.2000000000000002,1.2000000000000002,0.0,0
6142,1,2,30,31,4,3.6,0.8,0.4,0
6143,0,3,8,12,5,0.33,0.66,0.33,0
6144,1,1,26,25,2,2.0,2.0,1.0,1
6145,1,3,53,69,5,1.6,0.0,0.4,0
6146,1,1,64,98,3,1.6500000000000001,1.32,0.66,0
6147,0,3,4,4,1,0.99,0.33,0.33,0
6148,0,3,17,19,5,5.0,2.0,1.0,1
6149,1,3,7,7,1,0.33,0.99,0.66,0
6150,0,3,75,88,2,2.97,2.97,1.6500000000000001,0
6151,0,2,46,25,1,4.62,3.3000000000000003,0.99,0
6152,1,2,1,14,1,0.0,0.66,0.33,0
6153,1,3,59,59,2,4.62,1.6500000000000001,1.6500000000000001,0
6154,0,2,31,4,4,3.3000000000000003,5.28,0.33,0
6155,1,3,30,20,1,3.96,1.32,0.99,0
6156,0,2,14,21,5,6.2700000000000005,0.99,1.6500000000000001,0
6157,1,3,79,67,1,3.96,1.32,0.66,0
6158,1,1,13,17,4,7.590000000000001,4.62,2.31,0
6159,0,1,64,49,4,2.64,0.99,1.32,0
6160,1,3,73,52,1,2.5,2.0,0.0,0
6161,0,2,96,52,1,1.6500000000000001,2.31,0.99,0
6162,0,2,93,91,2,6.2700000000000005,2.97,0.66,0
6163,1,1,67,93,5,1.98,1.32,1.32,0
6164,1,3,8,14,5,0.99,0.99,0.66,0
6165,1,3,39,39,4,2.0,0.5,0.0,0
6166,1,2,12,52,1,3.6300000000000003,1.6500000000000001,1.6500000000000001,0
6167,1,2,27,21,4,2.0,1.0,1.0,1
6168,1,3,66,79,2,4.62,0.66,0.99,0
6169,0,3,23,22,5,5.0,2.0,1.0,1
6170,1,2,62,57,1,3.6300000000000003,2.97,0.99,0
6171,1,1,50,63,2,5.61,2.31,1.32,0
6172,1,3,79,70,3,4.95,1.6500000000000001,0.66,0
6173,1,2,71,51,5,2.31,5.61,0.66,0
6174,0,3,82,48,1,4.29,2.64,0.99,0
6175,1,3,26,66,5,2.31,2.64,0.99,0
6176,1,3,6,10,5,0.99,0.99,0.66,0
6177,0,3,4,6,5,0.0,0.99,0.66,0
6178,1,3,60,48,3,3.3000000000000003,3.3000000000000003,0.33,0
6179,1,3,23,81,1,2.97,1.6500000000000001,0.33,0
6180,0,2,5,1,1,0.0,0.99,0.33,0
6181,1,1,41,46,2,0.99,4.95,1.98,0
6182,1,2,22,69,1,0.0,1.32,0.0,0
6183,0,3,3,9,5,1.32,0.99,0.33,0
6184,1,3,68,74,5,4.95,2.97,0.66,0
6185,0,2,66,45,2,2.4000000000000004,0.4,0.0,0
6186,1,1,7,56,1,2.4000000000000004,1.2000000000000002,0.4,0
6187,1,3,47,55,1,5.61,2.64,1.6500000000000001,0
6188,1,1,56,37,3,0.0,0.0,0.5,0
6189,1,3,1,1,2,0.33,0.66,0.33,0
6190,1,1,44,40,4,1.0,0.0,0.5,0
6191,1,3,55,85,1,1.32,6.6000000000000005,2.64,0
6192,0,3,68,52,2,4.29,1.6500000000000001,1.6500000000000001,0
6193,0,2,80,79,1,1.98,3.6300000000000003,1.6500000000000001,0
6194,1,2,80,68,3,4.29,0.99,1.6500000000000001,0
6195,0,2,64,44,1,3.6300000000000003,2.97,1.6500000000000001,0
6196,1,2,8,17,1,0.99,2.64,0.66,0
6197,0,2,95,81,4,2.0,1.0,0.0,0
6198,1,3,55,82,2,3.6,1.2000000000000002,0.4,0
6199,1,1,22,5,3,1.0,2.0,0.0,1
