,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout,completion_stage
5814,1,3,55,52,1,91.0,36.0,3.0,51.0,2.0,50.0,3.0,5.0,1.0,7,8,3,0,3
5816,1,1,42,61,3,74.0,21.0,2.0,81.0,5.0,74.0,4.0,1.0,1.0,16,6,4,0,3
5818,1,1,9,15,4,35.0,49.0,4.0,54.0,3.0,65.0,4.0,2.0,3.0,9,4,6,0,3
5819,1,2,40,91,2,9.0,67.0,1.0,60.0,5.0,72.0,2.0,4.0,4.0,5,0,3,1,3
5820,0,2,5,8,2,12.0,39.0,3.0,40.0,1.0,24.0,1.0,3.0,2.0,3,2,1,0,3
5821,0,3,7,7,1,4.0,28.0,4.0,26.0,1.0,29.0,5.0,5.0,3.0,4,1,2,0,3
5823,0,3,49,93,3,29.0,26.0,5.0,75.0,2.0,75.0,4.0,2.0,1.0,5,3,5,0,3
5825,0,2,71,65,5,55.0,37.0,5.0,78.0,1.0,37.0,2.0,2.0,3.0,8,10,3,0,3
5828,1,1,65,40,1,13.0,99.0,2.0,30.0,5.0,5.0,5.0,5.0,5.0,7,1,0,1,3
5829,0,3,2,3,1,12.0,10.0,1.0,41.0,1.0,21.0,4.0,2.0,1.0,2,3,2,0,3
5830,0,2,2,14,1,3.0,25.0,1.0,27.0,4.0,22.0,5.0,4.0,3.0,4,1,1,0,3
5832,0,2,19,9,4,40.0,49.0,4.0,59.0,2.0,26.0,1.0,5.0,3.0,29,10,6,0,3
5834,0,3,56,42,1,4.0,69.0,3.0,57.0,3.0,89.0,1.0,1.0,5.0,11,21,4,0,3
5835,0,3,77,38,2,34.0,76.0,2.0,40.0,1.0,62.0,2.0,1.0,4.0,1,3,4,0,3
5836,0,1,92,25,4,97.0,19.0,3.0,16.0,2.0,91.0,3.0,3.0,2.0,17,24,6,0,3
5838,1,3,32,9,5,93.0,55.0,3.0,14.0,3.0,35.0,5.0,2.0,1.0,2,14,8,0,3
5839,0,1,7,19,5,49.0,51.0,5.0,85.0,3.0,53.0,1.0,3.0,2.0,21,9,6,0,3
5840,0,1,4,27,5,38.0,54.0,4.0,50.0,2.0,71.0,5.0,1.0,4.0,8,9,6,0,3
5843,0,3,2,5,1,1.0,27.0,2.0,46.0,5.0,25.0,4.0,3.0,3.0,3,1,2,0,3
5844,0,1,2,19,4,23.0,39.0,3.0,76.0,2.0,34.0,1.0,1.0,2.0,29,7,5,0,3
5845,1,3,90,13,2,74.0,43.0,4.0,89.0,4.0,87.0,5.0,4.0,3.0,5,3,7,0,3
5846,1,3,93,64,3,86.0,17.0,1.0,46.0,1.0,70.0,3.0,1.0,2.0,6,5,3,0,3
5847,1,3,35,6,5,46.0,14.0,1.0,84.0,4.0,82.0,1.0,2.0,2.0,8,10,6,0,3
5848,1,1,11,76,2,88.0,45.0,1.0,20.0,2.0,75.0,5.0,5.0,5.0,16,6,4,0,3
5850,0,2,4,23,4,41.0,54.0,5.0,73.0,2.0,85.0,1.0,1.0,3.0,27,7,8,0,3
5851,1,2,86,86,4,84.0,69.0,3.0,55.0,5.0,59.0,4.0,1.0,3.0,2,9,4,0,3
5852,1,3,66,69,5,63.0,38.0,3.0,22.0,2.0,55.0,5.0,3.0,1.0,11,6,2,0,3
5853,1,3,24,73,3,82.0,56.0,2.0,28.0,5.0,83.0,1.0,5.0,2.0,8,7,2,0,3
5854,1,3,94,96,4,54.0,84.0,5.0,89.0,1.0,53.0,5.0,1.0,1.0,6,9,2,0,3
5856,1,3,17,72,2,53.0,42.0,1.0,76.0,3.0,91.0,2.0,1.0,1.0,15,5,3,0,3
5857,0,2,11,2,4,58.0,50.0,3.0,75.0,2.0,69.0,3.0,5.0,2.0,3,12,8,0,3
5859,1,3,82,74,4,99.0,21.0,5.0,73.0,2.0,15.0,3.0,1.0,4.0,3,20,9,0,3
5861,1,2,12,65,5,78.0,76.0,3.0,90.0,5.0,66.0,5.0,3.0,1.0,13,9,3,0,3
5863,1,3,86,33,1,66.0,53.0,4.0,55.0,1.0,93.0,4.0,5.0,1.0,16,7,3,0,3
5864,1,3,93,42,2,16.0,33.0,3.0,95.0,3.0,1.0,4.0,1.0,2.0,17,19,8,0,3
5865,1,3,92,92,1,52.0,99.0,3.0,28.0,5.0,4.0,2.0,5.0,3.0,14,3,2,1,3
5867,1,3,37,78,5,73.0,67.0,4.0,77.0,5.0,73.0,3.0,5.0,1.0,11,6,4,0,3
5869,0,2,30,58,4,71.0,98.0,2.0,28.0,1.0,71.0,1.0,2.0,1.0,2,23,5,0,3
5871,1,1,3,23,4,28.0,51.0,4.0,61.0,5.0,87.0,1.0,4.0,4.0,26,8,8,0,3
5872,1,3,13,20,4,44.0,51.0,4.0,48.0,2.0,65.0,3.0,2.0,2.0,27,9,8,0,3
5873,0,2,67,41,2,13.0,60.0,2.0,99.0,4.0,77.0,1.0,1.0,1.0,19,24,9,0,3
5874,1,1,10,14,5,25.0,39.0,2.0,80.0,3.0,38.0,2.0,2.0,1.0,29,14,5,0,3
5876,1,1,19,53,5,78.0,71.0,3.0,69.0,2.0,50.0,3.0,2.0,1.0,11,14,8,0,3
5877,1,3,3,12,1,6.0,22.0,3.0,43.0,1.0,24.0,1.0,3.0,3.0,1,2,2,0,3
5878,0,3,75,58,4,51.0,32.0,1.0,55.0,1.0,21.0,2.0,1.0,5.0,7,10,3,0,3
5881,0,3,63,46,4,46.0,19.0,4.0,56.0,2.0,26.0,1.0,3.0,4.0,18,7,4,0,3
5882,1,2,54,46,4,82.0,22.0,5.0,3.0,4.0,7.0,4.0,2.0,5.0,2,0,1,1,3
5883,0,3,8,7,1,5.0,45.0,5.0,29.0,2.0,27.0,1.0,3.0,1.0,1,3,2,0,3
5884,1,2,38,80,1,59.0,9.0,3.0,34.0,4.0,4.0,2.0,2.0,4.0,9,5,2,1,3
5885,1,2,99,87,3,50.0,33.0,5.0,68.0,2.0,26.0,3.0,4.0,5.0,15,7,1,0,3
5886,0,3,3,9,1,1.0,13.0,3.0,34.0,2.0,27.0,1.0,3.0,3.0,2,2,2,0,3
5887,1,2,45,54,1,12.0,31.0,4.0,15.0,4.0,5.0,5.0,1.0,4.0,1,4,0,1,3
5888,0,2,6,25,5,33.0,54.0,4.0,67.0,3.0,85.0,2.0,5.0,3.0,7,18,6,0,3
5891,1,2,45,18,4,69.0,21.0,3.0,1.0,4.0,40.0,2.0,5.0,5.0,5,4,2,1,3
5892,0,2,4,10,5,31.0,33.0,4.0,94.0,3.0,62.0,2.0,5.0,2.0,17,17,5,0,3
5893,1,3,6,6,5,7.0,50.0,4.0,30.0,4.0,26.0,4.0,1.0,3.0,1,1,2,0,3
5898,0,1,14,11,5,7.0,67.0,3.0,56.0,4.0,80.0,1.0,5.0,4.0,2,5,8,0,3
5900,1,2,91,88,2,90.0,26.0,2.0,45.0,1.0,74.0,4.0,5.0,1.0,14,4,5,0,3
5901,1,3,62,76,3,92.0,27.0,3.0,60.0,4.0,54.0,3.0,1.0,2.0,12,6,4,0,3
5904,1,3,22,2,1,15.0,10.0,3.0,5.0,1.0,32.0,5.0,4.0,5.0,13,1,2,1,3
5905,1,3,57,52,5,89.0,55.0,2.0,48.0,1.0,57.0,4.0,3.0,1.0,9,8,4,0,3
5906,1,3,37,41,1,97.0,49.0,3.0,55.0,3.0,49.0,2.0,5.0,2.0,6,4,2,0,3
5909,1,2,99,47,1,52.0,9.0,1.0,12.0,1.0,70.0,2.0,4.0,4.0,4,7,1,0,3
5910,1,3,76,74,5,63.0,9.0,5.0,20.0,1.0,7.0,3.0,5.0,4.0,1,3,0,1,3
5911,0,3,3,10,5,1.0,38.0,3.0,42.0,4.0,25.0,5.0,1.0,1.0,2,1,2,0,3
5913,1,3,22,78,2,75.0,68.0,1.0,99.0,5.0,77.0,3.0,5.0,4.0,11,7,2,0,3
5914,1,1,96,84,4,58.0,75.0,4.0,5.0,3.0,91.0,2.0,5.0,1.0,5,1,5,0,3
5915,1,1,64,8,5,96.0,96.0,5.0,41.0,3.0,53.0,1.0,1.0,2.0,16,16,8,0,3
5916,1,2,13,10,5,36.0,24.0,2.0,29.0,1.0,84.0,3.0,1.0,5.0,6,4,1,0,3
5917,1,1,4,15,4,28.0,33.0,4.0,84.0,3.0,74.0,1.0,5.0,2.0,12,6,4,0,3
5918,1,3,4,4,1,12.0,23.0,2.0,45.0,1.0,28.0,1.0,3.0,1.0,0,3,1,0,3
5920,1,2,6,4,5,33.0,49.0,4.0,92.0,3.0,61.0,1.0,4.0,3.0,4,4,7,0,3
5921,1,2,23,77,5,14.0,7.0,5.0,11.0,4.0,6.0,4.0,5.0,5.0,2,7,1,1,3
5922,0,2,22,57,3,97.0,37.0,4.0,90.0,5.0,63.0,1.0,1.0,1.0,4,6,1,0,3
5923,1,2,58,60,3,86.0,57.0,4.0,34.0,2.0,46.0,5.0,1.0,3.0,11,6,3,0,3
5924,1,3,75,50,4,95.0,39.0,4.0,1.0,5.0,69.0,1.0,4.0,2.0,15,6,2,0,3
5925,1,3,39,69,4,73.0,46.0,4.0,92.0,5.0,83.0,3.0,4.0,1.0,7,7,3,0,3
5926,0,1,1,17,5,54.0,39.0,5.0,71.0,3.0,54.0,1.0,4.0,2.0,29,16,5,0,3
5927,0,2,8,8,1,13.0,48.0,5.0,27.0,2.0,29.0,1.0,3.0,3.0,3,2,2,0,3
5928,1,3,94,68,1,65.0,11.0,3.0,33.0,3.0,49.0,5.0,1.0,1.0,9,16,2,0,3
5929,0,2,1,1,1,6.0,32.0,1.0,24.0,1.0,26.0,1.0,3.0,1.0,4,2,2,0,3
5930,1,2,51,65,1,63.0,64.0,1.0,10.0,1.0,68.0,4.0,4.0,2.0,5,17,5,0,3
5931,1,2,66,59,2,58.0,76.0,2.0,95.0,4.0,96.0,1.0,3.0,1.0,7,7,4,0,3
5932,0,1,48,57,2,29.0,27.0,5.0,85.0,2.0,47.0,3.0,1.0,1.0,0,24,7,0,3
5933,1,3,66,64,5,75.0,73.0,1.0,61.0,4.0,77.0,4.0,1.0,1.0,9,5,5,0,3
5934,0,3,5,12,1,3.0,38.0,5.0,26.0,2.0,27.0,5.0,1.0,3.0,3,3,2,0,3
5935,1,3,1,7,2,10.0,14.0,3.0,43.0,1.0,24.0,1.0,3.0,1.0,3,2,2,0,3
5936,1,3,74,68,1,87.0,75.0,2.0,15.0,5.0,52.0,3.0,1.0,5.0,12,5,2,0,3
5937,0,3,8,4,2,11.0,51.0,2.0,31.0,2.0,28.0,3.0,1.0,3.0,1,1,2,0,3
5939,1,3,35,12,2,61.0,74.0,3.0,11.0,5.0,25.0,1.0,2.0,1.0,15,1,8,0,3
5940,1,3,43,51,1,81.0,52.0,2.0,15.0,4.0,57.0,1.0,5.0,1.0,5,7,5,0,3
5941,1,1,3,27,2,96.0,48.0,1.0,72.0,1.0,31.0,1.0,4.0,1.0,1,23,7,0,3
5942,0,2,65,81,1,79.0,76.0,1.0,67.0,1.0,86.0,5.0,5.0,4.0,13,4,5,0,3
5943,0,3,2,12,1,2.0,52.0,1.0,33.0,1.0,25.0,2.0,5.0,1.0,1,1,1,0,3
5944,0,2,3,3,1,3.0,39.0,2.0,26.0,4.0,29.0,3.0,4.0,3.0,1,3,2,0,3
5945,0,2,8,16,2,4.0,24.0,2.0,35.0,1.0,23.0,3.0,1.0,4.0,2,1,1,0,3
5946,0,3,2,2,5,36.0,32.0,4.0,98.0,3.0,45.0,2.0,3.0,3.0,20,9,4,0,3
5947,1,1,62,28,3,78.0,95.0,4.0,55.0,3.0,5.0,4.0,2.0,4.0,6,0,0,1,3
5948,1,3,9,15,1,10.0,10.0,3.0,24.0,1.0,21.0,2.0,3.0,4.0,4,1,1,0,3
5949,1,3,20,52,4,94.0,30.0,3.0,0.0,5.0,65.0,1.0,5.0,4.0,16,7,3,0,3
5950,0,2,74,39,2,57.0,4.0,1.0,15.0,5.0,99.0,5.0,4.0,3.0,18,7,3,0,3
5953,1,3,82,52,1,40.0,61.0,4.0,16.0,1.0,51.0,3.0,3.0,1.0,5,8,1,0,3
5955,1,1,15,76,1,60.0,25.0,2.0,96.0,5.0,83.0,1.0,3.0,1.0,9,5,5,0,3
5957,0,2,85,81,1,80.0,24.0,4.0,11.0,3.0,62.0,1.0,2.0,1.0,4,10,5,0,3
5958,1,2,97,36,1,61.0,9.0,1.0,42.0,5.0,90.0,1.0,1.0,4.0,18,11,5,0,3
5960,1,2,5,27,4,59.0,33.0,2.0,96.0,5.0,67.0,4.0,2.0,1.0,17,4,5,0,3
5961,0,3,68,85,5,6.0,39.0,5.0,26.0,5.0,54.0,1.0,1.0,1.0,9,14,9,0,3
5962,1,3,1,13,2,1.0,14.0,2.0,46.0,1.0,26.0,1.0,5.0,1.0,1,1,2,0,3
5965,1,3,31,92,4,68.0,21.0,3.0,25.0,3.0,5.0,2.0,2.0,3.0,7,2,1,1,3
5967,1,2,4,10,2,12.0,48.0,3.0,40.0,1.0,21.0,4.0,3.0,3.0,4,2,1,0,3
5968,1,3,78,74,1,63.0,4.0,1.0,45.0,1.0,83.0,1.0,3.0,3.0,14,6,2,0,3
5969,1,3,59,20,2,79.0,77.0,5.0,26.0,3.0,63.0,3.0,5.0,1.0,13,5,4,0,3
5970,0,3,76,43,4,83.0,17.0,2.0,39.0,5.0,41.0,5.0,1.0,4.0,11,7,4,0,3
5971,0,1,19,18,5,38.0,47.0,2.0,46.0,3.0,27.0,1.0,1.0,2.0,23,10,4,0,3
5972,0,2,99,69,1,40.0,58.0,1.0,64.0,2.0,49.0,2.0,2.0,5.0,5,10,3,0,3
5974,0,1,3,25,4,38.0,38.0,4.0,83.0,3.0,27.0,2.0,3.0,3.0,6,15,6,0,3
5975,0,2,10,99,3,68.0,98.0,1.0,58.0,4.0,90.0,1.0,2.0,3.0,0,22,6,0,3
5976,1,3,8,1,1,2.0,39.0,3.0,45.0,2.0,22.0,1.0,1.0,4.0,4,1,1,0,3
5977,1,2,80,78,1,85.0,88.0,2.0,5.0,5.0,31.0,5.0,4.0,1.0,11,9,3,0,3
5978,0,3,10,85,1,7.0,97.0,1.0,91.0,2.0,38.0,1.0,1.0,3.0,18,3,2,0,3
5979,1,1,25,69,3,74.0,61.0,2.0,51.0,2.0,66.0,2.0,5.0,5.0,7,8,3,0,3
5980,1,2,0,9,4,57.0,12.0,4.0,31.0,4.0,17.0,4.0,4.0,3.0,1,4,0,1,3
5981,0,1,15,4,5,21.0,43.0,4.0,74.0,3.0,57.0,5.0,1.0,1.0,21,10,8,0,3
5982,1,2,8,2,2,13.0,30.0,5.0,40.0,4.0,22.0,2.0,3.0,2.0,4,1,1,0,3
5983,1,3,6,1,4,25.0,89.0,5.0,64.0,3.0,5.0,5.0,2.0,5.0,3,3,2,1,3
5985,0,1,14,13,5,98.0,56.0,2.0,63.0,5.0,91.0,1.0,2.0,3.0,3,13,9,0,3
5987,1,3,59,44,2,41.0,20.0,2.0,76.0,3.0,69.0,5.0,4.0,1.0,4,16,3,0,3
5988,1,3,8,3,2,13.0,22.0,3.0,39.0,4.0,21.0,4.0,5.0,4.0,3,1,2,0,3
5989,1,2,58,1,5,14.0,76.0,5.0,71.0,2.0,32.0,2.0,4.0,5.0,11,6,6,0,3
5992,0,2,4,13,5,33.0,54.0,4.0,84.0,5.0,21.0,2.0,2.0,3.0,22,15,8,0,3
5993,0,2,8,9,1,5.0,10.0,4.0,26.0,4.0,23.0,3.0,1.0,1.0,4,3,1,0,3
5994,1,3,3,7,5,32.0,46.0,4.0,69.0,1.0,78.0,1.0,2.0,2.0,24,16,5,0,3
5996,0,1,82,99,5,17.0,57.0,4.0,42.0,3.0,4.0,4.0,1.0,1.0,15,20,6,0,3
5997,1,1,3,1,5,48.0,53.0,3.0,64.0,3.0,67.0,3.0,5.0,1.0,14,6,4,0,3
5998,0,2,71,36,4,65.0,42.0,3.0,65.0,5.0,39.0,1.0,2.0,2.0,9,9,3,0,3
5999,0,2,8,27,4,23.0,50.0,4.0,51.0,2.0,63.0,3.0,4.0,2.0,10,14,4,0,3
6000,0,1,16,16,4,47.0,33.0,4.0,75.0,3.0,62.0,1.0,1.0,3.0,14,3,4,0,3
6001,0,2,57,84,4,86.0,45.0,4.0,18.0,2.0,64.0,1.0,5.0,3.0,2,19,1,0,3
6002,1,2,82,22,4,52.0,30.0,3.0,51.0,3.0,4.0,3.0,2.0,5.0,3,1,2,1,3
6003,0,3,13,16,4,37.0,44.0,4.0,87.0,2.0,39.0,3.0,5.0,1.0,12,13,8,0,3
6004,1,3,9,13,1,11.0,17.0,2.0,38.0,4.0,21.0,1.0,2.0,3.0,0,2,1,0,3
6005,1,3,63,70,4,46.0,6.0,1.0,65.0,1.0,54.0,5.0,4.0,4.0,4,6,3,0,3
6006,1,1,70,69,3,50.0,26.0,1.0,14.0,2.0,38.0,5.0,1.0,4.0,8,7,1,0,3
6008,0,1,14,10,5,40.0,53.0,3.0,71.0,2.0,32.0,1.0,2.0,3.0,19,11,4,0,3
6010,1,2,27,69,4,43.0,50.0,5.0,36.0,4.0,20.0,2.0,1.0,4.0,0,3,2,1,3
6012,0,2,74,59,1,71.0,43.0,1.0,9.0,2.0,72.0,3.0,2.0,5.0,3,9,4,0,3
6014,1,1,18,95,1,55.0,76.0,5.0,45.0,4.0,37.0,5.0,4.0,4.0,8,4,0,1,3
6015,1,3,27,78,3,81.0,49.0,1.0,30.0,5.0,60.0,5.0,5.0,4.0,10,6,9,0,3
6017,0,1,4,23,4,41.0,44.0,4.0,59.0,3.0,91.0,5.0,1.0,2.0,15,18,4,0,3
6021,0,2,8,2,1,7.0,40.0,4.0,31.0,2.0,20.0,1.0,5.0,3.0,2,1,1,0,3
6022,0,2,3,24,4,44.0,30.0,3.0,81.0,2.0,47.0,3.0,2.0,2.0,22,7,4,0,3
6023,1,3,21,18,1,81.0,52.0,1.0,68.0,2.0,4.0,1.0,1.0,3.0,10,0,1,1,3
6024,1,2,36,60,2,81.0,13.0,3.0,28.0,4.0,83.0,4.0,1.0,1.0,19,9,6,0,3
6025,1,1,48,95,3,30.0,97.0,3.0,33.0,1.0,36.0,1.0,3.0,5.0,8,6,1,1,3
6028,1,1,48,34,4,13.0,83.0,4.0,99.0,5.0,86.0,3.0,1.0,4.0,19,15,6,0,3
6029,0,3,3,14,2,1.0,47.0,1.0,33.0,2.0,29.0,5.0,1.0,3.0,2,3,1,0,3
6030,1,1,65,57,5,77.0,73.0,2.0,15.0,5.0,97.0,5.0,5.0,5.0,8,8,2,0,3
6031,1,1,24,29,2,23.0,24.0,1.0,1.0,3.0,30.0,4.0,3.0,4.0,10,2,1,1,3
6032,1,2,31,64,2,83.0,53.0,2.0,33.0,4.0,71.0,3.0,3.0,2.0,14,8,3,0,3
6035,0,2,16,25,5,36.0,31.0,5.0,95.0,2.0,84.0,3.0,5.0,2.0,9,8,4,0,3
6036,0,2,5,1,5,1.0,30.0,2.0,42.0,4.0,20.0,4.0,1.0,4.0,0,1,2,0,3
6037,0,2,1,14,2,13.0,16.0,2.0,45.0,1.0,24.0,4.0,1.0,4.0,2,2,1,0,3
6038,0,3,9,3,5,10.0,56.0,4.0,48.0,5.0,25.0,2.0,5.0,2.0,3,3,2,0,3
6039,0,2,72,52,1,75.0,98.0,4.0,58.0,2.0,22.0,4.0,2.0,1.0,8,3,2,0,3
6040,1,2,15,16,5,30.0,44.0,5.0,63.0,3.0,66.0,3.0,2.0,2.0,19,13,5,0,3
6041,1,1,75,8,5,81.0,42.0,5.0,78.0,1.0,39.0,3.0,1.0,5.0,9,10,7,0,3
6043,0,3,8,1,1,10.0,53.0,3.0,30.0,4.0,25.0,2.0,1.0,3.0,2,3,2,0,3
6045,1,1,71,17,5,80.0,76.0,4.0,87.0,5.0,65.0,4.0,3.0,3.0,0,16,1,0,3
6046,1,2,73,40,1,58.0,57.0,1.0,15.0,2.0,22.0,3.0,2.0,5.0,12,11,3,0,3
6047,0,3,2,29,4,37.0,39.0,4.0,95.0,2.0,90.0,4.0,3.0,2.0,23,18,4,0,3
6048,1,2,5,6,5,58.0,36.0,4.0,79.0,2.0,35.0,1.0,4.0,4.0,29,3,8,0,3
6050,1,3,37,67,5,67.0,77.0,1.0,56.0,3.0,1.0,4.0,1.0,5.0,11,8,1,1,3
6051,1,3,98,17,4,59.0,28.0,1.0,39.0,4.0,26.0,4.0,1.0,4.0,12,0,3,1,3
6052,0,1,84,9,1,42.0,79.0,5.0,21.0,5.0,77.0,1.0,1.0,2.0,14,20,2,0,3
6053,1,2,95,80,2,88.0,9.0,3.0,44.0,1.0,91.0,1.0,1.0,5.0,5,5,5,0,3
6056,1,3,52,68,1,52.0,68.0,1.0,62.0,4.0,81.0,1.0,4.0,2.0,6,6,3,0,3
6057,1,1,12,79,1,69.0,34.0,1.0,98.0,1.0,88.0,3.0,5.0,4.0,8,9,5,0,3
6059,0,3,19,6,5,29.0,45.0,4.0,94.0,3.0,89.0,1.0,5.0,4.0,19,14,5,0,3
6060,0,3,8,10,1,11.0,36.0,1.0,24.0,1.0,25.0,1.0,4.0,4.0,2,3,2,0,3
6061,0,3,3,10,5,4.0,36.0,4.0,32.0,1.0,21.0,1.0,1.0,1.0,2,1,1,0,3
6062,0,3,87,11,4,25.0,60.0,1.0,29.0,3.0,19.0,1.0,1.0,2.0,2,22,6,0,3
6064,0,1,10,18,5,38.0,49.0,3.0,60.0,2.0,77.0,1.0,3.0,4.0,16,6,4,0,3
6065,1,3,4,13,1,3.0,14.0,1.0,46.0,1.0,28.0,1.0,2.0,3.0,1,2,2,0,3
6066,1,1,99,59,1,54.0,5.0,3.0,16.0,5.0,86.0,1.0,1.0,2.0,9,7,3,0,3
6068,0,2,73,59,4,81.0,8.0,1.0,89.0,3.0,44.0,3.0,1.0,3.0,14,18,9,0,3
6069,1,3,38,50,3,92.0,70.0,3.0,84.0,5.0,87.0,2.0,5.0,1.0,12,6,2,0,3
6070,0,3,7,10,1,5.0,14.0,2.0,29.0,1.0,25.0,1.0,1.0,3.0,4,2,1,0,3
6071,0,3,4,3,1,8.0,37.0,2.0,29.0,4.0,26.0,1.0,3.0,1.0,0,3,1,0,3
6072,0,3,66,44,1,66.0,26.0,4.0,5.0,2.0,99.0,3.0,4.0,1.0,18,11,4,0,3
6073,0,3,95,48,1,90.0,19.0,1.0,78.0,3.0,57.0,5.0,5.0,4.0,15,9,1,0,3
6074,1,2,63,66,3,58.0,81.0,1.0,18.0,5.0,85.0,1.0,1.0,1.0,16,6,2,0,3
6075,1,1,72,63,3,53.0,48.0,1.0,34.0,4.0,68.0,3.0,5.0,2.0,12,8,3,0,3
6076,1,3,52,53,1,70.0,61.0,3.0,29.0,1.0,87.0,5.0,5.0,4.0,15,7,2,0,3
6077,0,2,14,3,4,24.0,43.0,3.0,59.0,1.0,99.0,1.0,4.0,2.0,20,18,8,0,3
6078,0,3,7,14,2,4.0,46.0,1.0,33.0,1.0,23.0,1.0,3.0,2.0,3,3,2,0,3
6079,1,3,92,33,1,45.0,35.0,3.0,17.0,1.0,42.0,1.0,1.0,3.0,10,8,2,0,3
6081,1,3,91,65,4,54.0,68.0,1.0,57.0,1.0,55.0,1.0,1.0,1.0,5,4,4,0,3
6082,1,1,90,31,3,78.0,66.0,5.0,45.0,1.0,81.0,1.0,3.0,3.0,15,5,2,0,3
6083,1,3,77,73,4,82.0,93.0,1.0,9.0,1.0,92.0,4.0,1.0,2.0,17,8,1,0,3
6084,1,2,99,66,2,45.0,21.0,2.0,8.0,1.0,54.0,4.0,3.0,1.0,7,11,3,0,3
6085,1,3,71,13,3,82.0,2.0,1.0,30.0,4.0,36.0,3.0,4.0,4.0,2,2,1,1,3
6086,1,3,37,65,4,69.0,47.0,2.0,52.0,4.0,64.0,2.0,4.0,1.0,9,9,4,0,3
6087,0,3,16,12,5,56.0,49.0,4.0,80.0,1.0,47.0,5.0,4.0,1.0,22,5,4,0,3
6089,0,2,4,12,2,11.0,19.0,4.0,45.0,1.0,29.0,5.0,1.0,3.0,3,3,2,0,3
6090,1,3,48,11,2,38.0,6.0,4.0,49.0,2.0,35.0,5.0,5.0,4.0,4,0,3,1,3
6091,1,3,73,65,2,97.0,54.0,2.0,97.0,5.0,58.0,1.0,5.0,1.0,5,8,2,0,3
6092,1,1,63,61,1,91.0,45.0,1.0,54.0,5.0,84.0,1.0,1.0,2.0,13,7,2,0,3
6093,1,3,73,11,5,1.0,17.0,2.0,6.0,2.0,81.0,4.0,5.0,3.0,9,13,1,0,3
6094,1,2,73,67,4,88.0,20.0,5.0,81.0,5.0,12.0,1.0,3.0,5.0,18,1,6,0,3
6095,1,3,1,2,2,4.0,8.0,2.0,27.0,2.0,24.0,4.0,1.0,1.0,4,2,1,0,3
6096,1,1,63,67,2,91.0,64.0,3.0,0.0,2.0,68.0,5.0,5.0,1.0,5,8,2,0,3
6097,0,3,9,11,1,9.0,57.0,3.0,31.0,2.0,27.0,1.0,1.0,1.0,2,2,2,0,3
6101,1,3,3,87,4,77.0,16.0,5.0,9.0,3.0,11.0,5.0,4.0,3.0,7,4,2,1,3
6102,1,3,10,55,4,89.0,4.0,1.0,50.0,4.0,0.0,5.0,5.0,4.0,1,3,1,1,3
6103,1,3,43,55,2,81.0,57.0,2.0,10.0,1.0,53.0,4.0,1.0,2.0,9,7,2,0,3
6104,0,3,2,3,1,3.0,22.0,1.0,34.0,4.0,28.0,2.0,1.0,4.0,4,2,1,0,3
6105,0,3,14,26,5,37.0,35.0,4.0,71.0,2.0,64.0,1.0,3.0,3.0,14,17,5,0,3
6108,0,1,6,27,5,36.0,53.0,5.0,50.0,4.0,25.0,3.0,4.0,3.0,14,17,4,0,3
6109,0,2,10,28,4,44.0,44.0,5.0,95.0,1.0,32.0,3.0,1.0,2.0,26,8,5,0,3
6110,1,3,53,78,2,60.0,54.0,2.0,64.0,5.0,83.0,2.0,5.0,1.0,16,7,5,0,3
6111,1,1,15,29,5,21.0,34.0,5.0,13.0,5.0,21.0,4.0,3.0,3.0,13,1,2,1,3
6112,0,2,6,12,1,2.0,33.0,3.0,49.0,1.0,20.0,1.0,1.0,4.0,1,1,1,0,3
6114,0,2,63,62,1,70.0,24.0,1.0,58.0,1.0,49.0,1.0,4.0,4.0,8,5,3,0,3
6115,1,2,45,27,4,76.0,46.0,4.0,82.0,2.0,62.0,5.0,5.0,1.0,5,22,1,0,3
6116,1,3,84,12,1,15.0,41.0,4.0,12.0,4.0,37.0,3.0,5.0,4.0,3,0,3,1,3
6117,1,2,65,98,1,87.0,17.0,3.0,51.0,2.0,36.0,1.0,5.0,1.0,8,5,1,0,3
6119,1,2,25,96,1,4.0,47.0,4.0,14.0,5.0,30.0,1.0,2.0,5.0,8,0,0,1,3
6120,0,3,87,95,1,60.0,99.0,1.0,59.0,1.0,57.0,3.0,1.0,3.0,11,11,2,0,3
6121,1,1,87,58,2,68.0,74.0,1.0,34.0,4.0,1.0,5.0,1.0,4.0,2,8,2,0,3
6122,1,3,55,18,3,64.0,9.0,1.0,68.0,3.0,99.0,1.0,1.0,4.0,18,10,6,0,3
6123,0,2,3,3,5,5.0,42.0,4.0,42.0,1.0,25.0,2.0,3.0,3.0,2,3,2,0,3
6124,0,2,3,2,1,13.0,38.0,2.0,41.0,4.0,22.0,1.0,3.0,4.0,2,2,1,0,3
6127,1,3,80,15,3,74.0,68.0,5.0,79.0,4.0,59.0,5.0,2.0,5.0,1,1,3,1,3
6128,0,3,7,10,5,8.0,12.0,2.0,30.0,5.0,23.0,1.0,4.0,4.0,4,1,1,0,3
6131,1,3,75,76,4,59.0,21.0,1.0,78.0,3.0,43.0,1.0,1.0,3.0,13,9,3,0,3
