,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,final_dropout
6798,0,3,76,45,2,47.0,59.0,1.0,15.0,1.0,72.0,3.0,3.0,4.0,18,9,3,0
6799,1,3,49,74,1,95.0,29.0,1.0,40.0,4.0,57.0,2.0,1.0,1.0,6,5,3,0
6800,0,3,6,8,5,5.0,31.0,4.0,34.0,4.0,21.0,3.0,2.0,3.0,2,3,1,0
6801,1,3,54,31,5,18.0,43.0,4.0,51.0,3.0,76.0,1.0,2.0,1.0,0,17,2,0
6802,0,1,17,17,4,27.0,36.0,5.0,55.0,2.0,65.0,1.0,2.0,4.0,18,3,8,0
6803,0,2,15,7,5,36.0,38.0,4.0,45.0,1.0,82.0,1.0,5.0,2.0,4,14,8,0
6805,0,1,24,92,3,78.0,38.0,2.0,27.0,2.0,40.0,3.0,3.0,1.0,13,23,2,0
6806,1,3,19,78,1,79.0,53.0,2.0,14.0,1.0,82.0,5.0,5.0,2.0,6,8,5,0
6807,1,3,55,72,5,90.0,71.0,5.0,61.0,5.0,62.0,1.0,5.0,1.0,12,5,5,0
6808,1,3,27,64,1,94.0,47.0,4.0,27.0,5.0,81.0,5.0,3.0,4.0,15,9,2,0
6810,0,1,19,10,5,44.0,45.0,4.0,50.0,4.0,44.0,5.0,5.0,3.0,11,6,6,0
6811,0,2,1,25,4,36.0,40.0,5.0,87.0,2.0,79.0,1.0,2.0,1.0,29,18,5,0
6812,1,3,77,73,3,50.0,44.0,5.0,34.0,3.0,99.0,3.0,5.0,4.0,8,7,3,0
6813,0,2,66,73,5,57.0,63.0,4.0,41.0,1.0,67.0,2.0,4.0,4.0,12,17,9,0
6814,0,1,39,43,1,38.0,70.0,5.0,60.0,3.0,76.0,4.0,4.0,1.0,3,17,1,0
6815,0,2,6,1,1,6.0,34.0,4.0,34.0,4.0,28.0,4.0,5.0,1.0,3,1,2,0
6816,0,1,2,8,4,54.0,37.0,4.0,89.0,3.0,36.0,1.0,2.0,2.0,5,3,6,0
6818,0,3,65,90,1,90.0,50.0,5.0,45.0,2.0,27.0,1.0,1.0,4.0,12,4,3,0
6819,1,1,73,65,5,99.0,86.0,1.0,89.0,1.0,70.0,4.0,2.0,4.0,16,6,7,0
6821,1,2,79,62,5,74.0,25.0,1.0,74.0,5.0,95.0,1.0,1.0,1.0,6,7,3,0
6822,1,3,12,55,1,86.0,41.0,1.0,19.0,2.0,71.0,3.0,5.0,1.0,7,8,2,0
6824,1,3,24,56,5,93.0,74.0,5.0,70.0,2.0,83.0,4.0,5.0,1.0,9,7,4,0
6825,1,3,18,54,3,69.0,76.0,5.0,29.0,3.0,52.0,1.0,5.0,4.0,14,6,2,0
6826,1,3,53,64,3,53.0,36.0,2.0,54.0,5.0,92.0,3.0,5.0,1.0,8,8,5,0
6827,1,3,86,54,2,61.0,69.0,1.0,87.0,4.0,86.0,3.0,5.0,1.0,4,2,2,0
6830,1,3,55,58,1,59.0,69.0,2.0,24.0,2.0,98.0,1.0,4.0,1.0,7,7,2,0
6832,0,2,3,13,1,12.0,37.0,5.0,30.0,1.0,23.0,1.0,2.0,3.0,2,1,1,0
6833,0,2,5,13,5,10.0,35.0,3.0,43.0,1.0,22.0,2.0,3.0,1.0,0,2,2,0
6835,0,3,1,5,2,3.0,55.0,3.0,27.0,5.0,29.0,3.0,3.0,4.0,1,2,1,0
6837,1,1,25,46,4,9.0,93.0,1.0,32.0,5.0,5.0,5.0,4.0,5.0,8,0,0,1
6838,1,2,97,92,1,83.0,80.0,5.0,27.0,5.0,78.0,1.0,5.0,1.0,17,7,3,0
6839,0,2,5,14,1,7.0,14.0,1.0,41.0,1.0,24.0,4.0,3.0,4.0,2,2,1,0
6843,0,1,42,42,3,90.0,92.0,1.0,68.0,4.0,41.0,1.0,3.0,4.0,15,11,4,0
6844,0,1,11,21,4,50.0,35.0,4.0,70.0,3.0,95.0,5.0,2.0,2.0,20,19,8,0
6845,0,2,7,23,4,22.0,51.0,3.0,48.0,4.0,46.0,1.0,1.0,1.0,20,6,4,0
6846,1,1,2,15,5,21.0,32.0,4.0,91.0,5.0,59.0,2.0,4.0,2.0,17,5,5,0
6847,1,3,96,84,3,99.0,29.0,2.0,76.0,1.0,75.0,3.0,5.0,1.0,3,3,1,0
6848,1,3,68,64,4,78.0,67.0,3.0,29.0,2.0,81.0,4.0,1.0,2.0,7,5,4,0
6850,1,1,18,48,2,93.0,87.0,3.0,62.0,5.0,2.0,4.0,5.0,3.0,5,8,1,0
6851,0,1,11,1,4,58.0,35.0,4.0,66.0,2.0,73.0,1.0,3.0,4.0,10,12,8,0
6852,1,3,45,72,1,56.0,38.0,3.0,66.0,4.0,55.0,1.0,5.0,1.0,6,9,5,0
6853,0,3,4,7,2,1.0,11.0,3.0,48.0,4.0,28.0,2.0,3.0,3.0,1,2,1,0
6854,1,3,9,2,1,13.0,38.0,4.0,39.0,4.0,26.0,2.0,3.0,4.0,1,2,2,0
6855,0,2,15,8,4,23.0,47.0,4.0,91.0,2.0,55.0,2.0,2.0,3.0,26,10,5,0
6857,1,3,66,50,2,72.0,61.0,4.0,54.0,2.0,83.0,3.0,5.0,1.0,9,6,2,0
6859,1,2,92,64,2,85.0,19.0,3.0,21.0,2.0,29.0,3.0,4.0,1.0,3,6,2,0
6861,1,1,90,94,2,50.0,61.0,1.0,27.0,2.0,7.0,4.0,5.0,4.0,9,3,0,1
6862,1,3,6,8,5,5.0,42.0,1.0,36.0,1.0,25.0,4.0,4.0,1.0,1,3,2,0
6863,0,1,10,24,5,40.0,45.0,2.0,47.0,3.0,64.0,4.0,3.0,3.0,9,13,7,0
6865,0,2,41,60,3,15.0,58.0,3.0,5.0,3.0,16.0,4.0,4.0,1.0,3,20,9,0
6870,0,3,9,14,2,10.0,36.0,1.0,43.0,1.0,24.0,1.0,3.0,4.0,0,2,1,0
6871,0,3,7,14,1,5.0,39.0,1.0,28.0,1.0,21.0,3.0,3.0,3.0,0,2,1,0
6874,0,1,1,33,2,63.0,93.0,1.0,36.0,1.0,86.0,3.0,4.0,1.0,0,13,8,0
6876,0,2,8,5,2,9.0,29.0,3.0,30.0,4.0,26.0,3.0,3.0,3.0,1,3,1,0
6878,1,1,77,32,1,48.0,36.0,2.0,72.0,2.0,96.0,1.0,1.0,1.0,10,7,2,0
6880,0,2,61,53,1,79.0,41.0,2.0,55.0,3.0,34.0,1.0,2.0,1.0,6,3,4,0
6885,1,1,42,71,1,62.0,50.0,4.0,9.0,2.0,56.0,5.0,4.0,2.0,6,7,4,0
6886,0,2,74,45,3,42.0,44.0,1.0,56.0,5.0,43.0,5.0,1.0,4.0,16,6,2,0
6888,1,2,41,37,5,1.0,64.0,1.0,55.0,5.0,23.0,1.0,5.0,3.0,12,13,7,0
6889,1,1,16,14,5,25.0,52.0,3.0,93.0,3.0,58.0,1.0,4.0,3.0,19,16,8,0
6891,0,2,4,13,1,11.0,54.0,3.0,45.0,2.0,21.0,1.0,3.0,4.0,4,3,1,0
6892,1,3,3,13,5,6.0,43.0,2.0,28.0,1.0,28.0,1.0,3.0,3.0,1,2,1,0
6893,1,1,29,67,5,76.0,79.0,2.0,65.0,5.0,68.0,1.0,4.0,1.0,13,7,2,0
6895,0,2,19,1,4,27.0,46.0,5.0,54.0,2.0,40.0,5.0,2.0,2.0,11,3,6,0
6896,0,2,17,27,5,26.0,50.0,2.0,58.0,4.0,59.0,1.0,4.0,1.0,14,7,5,0
6897,0,3,11,8,5,31.0,37.0,4.0,70.0,3.0,43.0,5.0,3.0,3.0,19,13,4,0
6898,1,1,52,87,4,50.0,84.0,3.0,13.0,4.0,34.0,5.0,5.0,4.0,6,3,1,1
6899,1,3,37,97,1,53.0,20.0,1.0,61.0,2.0,66.0,5.0,1.0,3.0,12,2,4,0
6900,0,2,71,41,5,50.0,30.0,3.0,22.0,5.0,97.0,5.0,2.0,3.0,16,11,2,0
6901,0,1,24,58,4,71.0,77.0,5.0,49.0,1.0,60.0,1.0,4.0,4.0,19,13,3,0
6903,1,2,71,44,1,90.0,91.0,4.0,39.0,1.0,91.0,4.0,1.0,1.0,10,3,1,0
6904,1,1,95,68,1,11.0,86.0,4.0,59.0,4.0,38.0,4.0,2.0,5.0,10,7,0,1
6906,1,2,87,69,1,87.0,84.0,1.0,4.0,2.0,92.0,1.0,1.0,4.0,6,10,2,0
6908,0,3,90,82,1,21.0,7.0,5.0,71.0,2.0,34.0,5.0,5.0,1.0,13,11,8,0
6909,1,2,19,50,1,55.0,56.0,2.0,69.0,4.0,81.0,2.0,1.0,1.0,7,6,2,0
6911,1,3,2,18,5,43.0,35.0,4.0,96.0,3.0,32.0,1.0,1.0,2.0,25,16,5,0
6912,0,1,6,5,5,55.0,40.0,3.0,83.0,2.0,96.0,3.0,2.0,1.0,23,7,4,0
6913,1,1,70,33,1,56.0,80.0,1.0,59.0,1.0,81.0,1.0,2.0,4.0,6,10,5,0
6915,0,3,97,37,3,68.0,68.0,3.0,58.0,2.0,79.0,5.0,1.0,3.0,19,3,4,0
6921,1,1,5,17,4,55.0,48.0,4.0,96.0,2.0,95.0,1.0,4.0,3.0,29,4,5,0
6922,0,1,73,58,1,92.0,16.0,5.0,46.0,1.0,88.0,2.0,4.0,2.0,15,11,9,0
6923,1,1,24,70,1,75.0,40.0,1.0,77.0,2.0,79.0,5.0,5.0,1.0,12,9,5,0
6924,1,1,78,69,2,93.0,59.0,3.0,93.0,4.0,60.0,3.0,4.0,2.0,14,9,4,0
6926,1,2,91,96,1,89.0,91.0,1.0,66.0,1.0,98.0,5.0,2.0,5.0,7,3,3,0
6928,1,3,13,58,1,73.0,28.0,1.0,65.0,5.0,55.0,1.0,4.0,1.0,6,6,5,0
6929,1,1,15,19,5,51.0,42.0,5.0,67.0,3.0,26.0,2.0,2.0,3.0,25,3,6,0
6931,1,1,19,75,2,73.0,75.0,1.0,40.0,4.0,33.0,2.0,2.0,3.0,13,5,3,1
6932,1,2,77,11,1,65.0,48.0,3.0,34.0,2.0,99.0,2.0,4.0,1.0,14,7,6,0
6933,0,3,9,14,2,8.0,26.0,3.0,37.0,5.0,25.0,2.0,3.0,3.0,1,1,1,0
6937,0,1,42,73,3,62.0,3.0,2.0,80.0,5.0,15.0,2.0,1.0,1.0,17,6,6,0
6939,0,3,3,1,2,8.0,31.0,5.0,42.0,1.0,26.0,1.0,3.0,4.0,0,3,1,0
6941,0,3,4,4,2,12.0,10.0,1.0,26.0,1.0,21.0,1.0,2.0,3.0,2,3,2,0
6942,0,2,60,58,1,40.0,62.0,1.0,41.0,5.0,67.0,2.0,5.0,1.0,18,11,5,0
6943,0,2,69,67,1,85.0,75.0,2.0,62.0,2.0,42.0,1.0,5.0,5.0,9,4,4,0
6946,0,2,36,83,5,15.0,70.0,5.0,56.0,3.0,53.0,4.0,1.0,4.0,6,14,8,0
6949,1,2,86,83,3,79.0,96.0,5.0,2.0,1.0,73.0,1.0,1.0,4.0,17,6,3,0
6950,0,3,92,51,3,65.0,8.0,1.0,1.0,4.0,77.0,1.0,2.0,1.0,13,9,5,0
6952,0,3,82,22,3,63.0,88.0,5.0,51.0,3.0,46.0,1.0,3.0,1.0,14,14,4,0
6953,1,2,8,11,5,11.0,48.0,2.0,36.0,2.0,25.0,1.0,1.0,2.0,4,1,2,0
6954,0,3,5,10,1,4.0,53.0,4.0,26.0,2.0,23.0,1.0,5.0,2.0,4,1,1,0
6955,1,2,60,94,1,71.0,40.0,1.0,38.0,2.0,68.0,4.0,2.0,1.0,6,7,1,0
6956,1,2,84,89,2,51.0,76.0,1.0,20.0,3.0,87.0,3.0,2.0,3.0,2,7,4,0
6957,1,2,68,79,1,81.0,83.0,3.0,31.0,5.0,75.0,1.0,2.0,2.0,7,4,5,0
6958,1,2,88,37,5,43.0,79.0,5.0,44.0,5.0,91.0,3.0,1.0,1.0,3,10,1,0
6961,1,3,56,53,1,58.0,44.0,2.0,48.0,3.0,52.0,5.0,5.0,2.0,8,9,2,0
6962,1,2,75,62,1,43.0,45.0,5.0,21.0,1.0,46.0,4.0,1.0,3.0,7,3,1,0
6963,1,3,42,69,1,78.0,58.0,2.0,14.0,2.0,63.0,3.0,1.0,2.0,10,9,2,0
6964,1,1,60,76,4,98.0,42.0,1.0,88.0,4.0,56.0,3.0,5.0,1.0,8,9,5,0
6967,1,3,50,79,1,61.0,26.0,4.0,77.0,5.0,93.0,5.0,3.0,1.0,16,8,5,0
6969,1,3,57,31,4,61.0,76.0,1.0,86.0,5.0,54.0,2.0,5.0,1.0,2,7,1,0
6971,0,1,5,28,4,49.0,30.0,3.0,87.0,3.0,40.0,1.0,2.0,4.0,4,5,6,0
6972,1,2,72,74,1,61.0,33.0,3.0,25.0,5.0,82.0,2.0,2.0,1.0,18,7,2,0
6975,0,1,12,6,5,20.0,48.0,2.0,59.0,4.0,38.0,1.0,2.0,1.0,25,6,6,0
6976,1,2,24,1,1,19.0,10.0,3.0,87.0,2.0,4.0,1.0,5.0,2.0,19,18,6,0
6977,0,3,7,14,2,2.0,22.0,3.0,41.0,1.0,27.0,1.0,4.0,3.0,4,1,2,0
6978,0,3,2,10,1,8.0,38.0,2.0,46.0,1.0,24.0,1.0,5.0,4.0,2,1,2,0
6979,0,1,1,11,5,96.0,77.0,2.0,78.0,1.0,40.0,2.0,3.0,1.0,18,19,9,0
6980,0,3,82,30,2,93.0,61.0,2.0,16.0,4.0,67.0,1.0,5.0,2.0,7,14,8,0
6981,0,2,11,10,5,45.0,47.0,4.0,88.0,3.0,41.0,1.0,2.0,2.0,4,10,7,0
6983,0,1,1,14,4,29.0,44.0,4.0,83.0,3.0,67.0,1.0,2.0,4.0,15,9,5,0
6985,1,1,42,36,3,66.0,91.0,1.0,29.0,2.0,81.0,5.0,1.0,1.0,0,15,2,0
6986,0,1,82,69,3,94.0,93.0,5.0,11.0,5.0,1.0,2.0,3.0,3.0,5,11,6,0
6987,1,1,66,81,5,83.0,93.0,2.0,40.0,4.0,18.0,4.0,3.0,5.0,1,1,2,1
6988,0,1,10,19,4,66.0,35.0,4.0,94.0,1.0,94.0,1.0,1.0,5.0,1,19,6,0
6989,1,3,68,67,3,45.0,32.0,1.0,66.0,1.0,59.0,1.0,5.0,1.0,7,9,2,0
6990,0,3,62,79,4,51.0,46.0,2.0,72.0,5.0,17.0,3.0,1.0,5.0,1,13,4,0
6991,0,2,84,86,4,35.0,21.0,5.0,7.0,5.0,39.0,3.0,3.0,2.0,14,13,4,0
6992,1,3,59,71,1,76.0,62.0,2.0,4.0,3.0,37.0,2.0,2.0,1.0,15,20,9,0
6993,1,1,77,91,1,77.0,59.0,3.0,83.0,2.0,44.0,4.0,3.0,3.0,9,4,2,1
6994,1,2,61,81,4,79.0,38.0,1.0,48.0,5.0,42.0,5.0,4.0,2.0,2,2,3,0
6995,0,1,10,27,4,58.0,41.0,3.0,96.0,1.0,64.0,2.0,2.0,3.0,22,9,5,0
6996,1,3,99,31,1,72.0,77.0,1.0,0.0,1.0,56.0,1.0,4.0,5.0,17,5,5,0
6997,1,1,28,65,1,89.0,55.0,1.0,14.0,5.0,72.0,3.0,5.0,2.0,17,9,4,0
6998,1,3,9,12,2,8.0,49.0,1.0,31.0,2.0,26.0,1.0,3.0,3.0,4,2,1,0
6999,0,2,4,13,5,7.0,52.0,2.0,41.0,1.0,24.0,2.0,1.0,1.0,2,2,1,0
7001,1,1,8,47,3,90.0,31.0,2.0,29.0,5.0,88.0,1.0,3.0,3.0,11,11,2,0
7002,0,3,17,2,4,22.0,46.0,2.0,95.0,3.0,73.0,5.0,3.0,4.0,29,6,6,0
7003,1,2,29,85,5,33.0,75.0,2.0,89.0,4.0,65.0,1.0,1.0,3.0,4,17,5,0
7004,0,3,93,52,1,44.0,57.0,1.0,69.0,3.0,84.0,1.0,3.0,4.0,9,3,3,0
7005,1,2,19,77,1,68.0,54.0,2.0,37.0,4.0,70.0,4.0,5.0,2.0,11,9,5,0
7006,1,1,70,39,5,57.0,52.0,1.0,55.0,1.0,31.0,5.0,2.0,5.0,11,3,0,1
7007,1,1,44,61,2,95.0,74.0,3.0,89.0,5.0,63.0,5.0,4.0,2.0,5,7,2,0
7008,1,3,65,57,3,58.0,49.0,4.0,40.0,1.0,70.0,2.0,2.0,5.0,8,11,5,0
7009,0,3,4,11,2,9.0,43.0,4.0,43.0,1.0,20.0,1.0,2.0,1.0,2,1,1,0
7011,1,2,72,32,1,86.0,47.0,5.0,5.0,5.0,31.0,2.0,1.0,2.0,11,9,1,0
7012,1,3,7,11,2,8.0,41.0,3.0,35.0,1.0,28.0,5.0,3.0,3.0,2,1,1,0
7013,0,2,14,23,5,59.0,41.0,2.0,79.0,2.0,45.0,3.0,1.0,2.0,10,3,7,0
7014,0,3,4,9,2,13.0,23.0,4.0,30.0,2.0,27.0,3.0,3.0,4.0,4,1,1,0
7016,0,3,9,6,1,7.0,49.0,3.0,35.0,1.0,29.0,1.0,3.0,4.0,1,2,1,0
7017,0,1,3,27,4,57.0,51.0,2.0,79.0,3.0,62.0,4.0,1.0,2.0,20,12,5,0
7018,0,3,79,32,3,63.0,52.0,3.0,21.0,1.0,44.0,1.0,1.0,5.0,17,11,6,0
7020,1,3,14,28,3,80.0,93.0,2.0,48.0,1.0,38.0,1.0,2.0,4.0,11,5,2,1
7021,0,2,80,84,1,59.0,58.0,1.0,51.0,3.0,59.0,1.0,1.0,1.0,19,7,1,0
7023,1,2,64,71,1,85.0,1.0,2.0,12.0,1.0,35.0,1.0,1.0,5.0,10,9,5,0
7025,1,2,63,53,1,46.0,3.0,1.0,45.0,3.0,53.0,4.0,1.0,4.0,6,11,1,0
7027,1,2,83,48,5,47.0,6.0,3.0,56.0,3.0,64.0,1.0,5.0,4.0,10,9,3,0
7028,0,2,5,76,2,73.0,11.0,3.0,76.0,3.0,20.0,1.0,3.0,1.0,7,21,5,0
7029,1,2,29,55,1,72.0,75.0,3.0,72.0,3.0,96.0,3.0,4.0,1.0,16,8,4,0
7030,0,3,2,9,1,13.0,12.0,3.0,43.0,1.0,23.0,4.0,1.0,4.0,1,3,1,0
7032,1,3,93,82,1,76.0,41.0,4.0,30.0,5.0,81.0,5.0,5.0,2.0,6,6,2,0
7033,0,2,5,7,2,8.0,19.0,4.0,31.0,5.0,20.0,5.0,4.0,3.0,4,2,2,0
7034,1,3,50,55,2,73.0,44.0,2.0,12.0,1.0,74.0,1.0,3.0,1.0,11,5,5,0
7037,0,1,89,32,2,42.0,92.0,5.0,16.0,3.0,93.0,3.0,2.0,4.0,8,9,2,0
7039,0,3,1,15,1,10.0,36.0,1.0,25.0,2.0,28.0,1.0,5.0,3.0,2,1,1,0
7040,1,1,4,19,5,44.0,30.0,4.0,51.0,3.0,63.0,1.0,3.0,4.0,5,7,8,0
7041,0,2,9,14,5,41.0,54.0,2.0,50.0,4.0,65.0,1.0,5.0,4.0,4,11,7,0
7042,1,2,3,18,4,27.0,38.0,2.0,56.0,3.0,65.0,4.0,2.0,2.0,27,18,6,0
7043,1,3,28,34,2,0.0,38.0,2.0,24.0,5.0,2.0,1.0,5.0,3.0,0,1,0,1
7044,0,1,98,79,3,43.0,89.0,5.0,73.0,1.0,48.0,4.0,5.0,4.0,6,9,5,0
7045,1,2,83,14,1,64.0,86.0,5.0,92.0,4.0,35.0,1.0,3.0,2.0,17,16,6,0
7046,1,3,2,86,1,71.0,67.0,2.0,78.0,3.0,87.0,3.0,3.0,3.0,11,8,5,0
7047,0,1,6,8,4,25.0,46.0,3.0,97.0,1.0,75.0,2.0,5.0,2.0,7,13,6,0
7049,1,2,40,46,1,76.0,31.0,3.0,75.0,2.0,11.0,3.0,1.0,1.0,15,3,2,0
7050,1,2,29,68,1,10.0,86.0,1.0,66.0,4.0,8.0,5.0,3.0,3.0,6,4,1,1
7051,1,3,31,66,4,82.0,37.0,1.0,85.0,5.0,63.0,3.0,5.0,1.0,5,6,4,0
7053,0,2,16,7,5,30.0,49.0,3.0,94.0,5.0,73.0,1.0,4.0,2.0,8,5,5,0
7054,1,3,29,64,3,18.0,91.0,5.0,7.0,5.0,16.0,5.0,5.0,5.0,3,3,2,1
7056,1,3,30,79,5,70.0,50.0,2.0,76.0,1.0,83.0,3.0,4.0,4.0,7,9,3,0
7059,1,3,67,50,5,79.0,24.0,1.0,86.0,5.0,58.0,1.0,5.0,2.0,13,8,4,0
7060,0,2,3,10,1,3.0,53.0,2.0,27.0,5.0,23.0,1.0,1.0,1.0,3,3,1,0
7061,0,3,3,5,2,3.0,42.0,2.0,42.0,2.0,20.0,2.0,1.0,4.0,1,1,1,0
7063,0,3,5,7,1,4.0,28.0,1.0,47.0,5.0,29.0,2.0,4.0,3.0,0,2,1,0
7066,0,2,1,14,5,8.0,43.0,3.0,27.0,1.0,26.0,1.0,2.0,3.0,0,1,2,0
7067,1,3,54,51,2,93.0,43.0,1.0,66.0,4.0,92.0,4.0,5.0,1.0,6,8,4,0
7069,0,2,8,2,1,5.0,25.0,5.0,48.0,1.0,22.0,2.0,1.0,3.0,0,3,1,0
7071,1,3,79,43,2,83.0,11.0,1.0,23.0,4.0,89.0,5.0,5.0,1.0,7,10,5,0
7072,1,2,45,56,3,94.0,53.0,3.0,20.0,2.0,50.0,3.0,5.0,1.0,6,7,4,0
7075,1,3,16,7,2,58.0,18.0,3.0,60.0,2.0,16.0,4.0,3.0,4.0,4,3,1,1
7077,0,3,86,77,4,57.0,93.0,3.0,43.0,2.0,40.0,1.0,1.0,1.0,12,8,1,0
7078,0,1,12,24,4,34.0,42.0,4.0,97.0,3.0,23.0,2.0,2.0,2.0,29,7,5,0
7079,1,1,44,6,4,30.0,93.0,2.0,50.0,3.0,9.0,1.0,1.0,3.0,4,24,8,0
7080,1,1,26,82,5,60.0,40.0,4.0,46.0,5.0,37.0,5.0,4.0,3.0,7,17,1,0
7082,0,3,5,24,5,53.0,40.0,2.0,89.0,2.0,61.0,5.0,4.0,2.0,27,14,7,0
7084,1,3,67,56,4,65.0,71.0,1.0,67.0,5.0,93.0,2.0,4.0,1.0,8,9,5,0
7085,1,3,73,52,3,56.0,72.0,1.0,70.0,5.0,72.0,3.0,3.0,1.0,8,5,2,0
7086,1,3,7,6,5,4.0,53.0,3.0,24.0,5.0,28.0,2.0,3.0,1.0,3,3,1,0
7087,1,3,3,3,1,2.0,14.0,2.0,29.0,1.0,25.0,2.0,3.0,1.0,0,3,2,0
7088,1,1,20,70,1,32.0,78.0,2.0,94.0,2.0,70.0,1.0,1.0,1.0,19,4,8,0
7089,1,2,7,10,1,4.0,19.0,4.0,34.0,4.0,26.0,1.0,4.0,3.0,3,1,1,0
7090,1,1,96,70,2,77.0,5.0,4.0,81.0,5.0,52.0,1.0,4.0,5.0,13,19,5,0
7091,1,2,3,29,5,47.0,54.0,2.0,85.0,3.0,32.0,4.0,1.0,3.0,19,12,4,0
7092,1,2,57,70,4,26.0,3.0,5.0,63.0,4.0,60.0,2.0,5.0,4.0,12,5,3,1
7093,0,1,8,5,4,32.0,54.0,4.0,82.0,2.0,82.0,5.0,4.0,4.0,19,9,5,0
7095,1,3,11,72,5,68.0,92.0,4.0,19.0,1.0,39.0,4.0,3.0,3.0,2,6,2,1
7096,1,1,6,3,5,47.0,52.0,4.0,84.0,3.0,88.0,1.0,1.0,2.0,14,16,5,0
7098,1,2,4,9,5,26.0,42.0,3.0,82.0,4.0,43.0,1.0,3.0,4.0,26,4,7,0
7099,1,3,31,78,5,84.0,33.0,1.0,78.0,1.0,70.0,1.0,5.0,2.0,6,6,2,0
7100,1,2,90,34,3,86.0,32.0,1.0,45.0,1.0,56.0,5.0,1.0,2.0,17,8,1,0
7101,0,2,2,16,2,3.0,48.0,3.0,32.0,2.0,20.0,1.0,1.0,2.0,2,2,1,0
7102,1,3,9,3,1,4.0,37.0,3.0,48.0,1.0,20.0,2.0,4.0,4.0,1,3,2,0
7103,1,2,38,50,1,62.0,24.0,2.0,74.0,5.0,80.0,3.0,3.0,1.0,6,9,3,0
7104,0,3,95,99,2,61.0,17.0,1.0,77.0,4.0,61.0,3.0,1.0,5.0,7,3,4,0
7105,1,3,7,7,1,6.0,14.0,3.0,36.0,1.0,21.0,3.0,3.0,4.0,3,3,1,0
7106,0,3,3,11,5,7.0,20.0,3.0,42.0,1.0,25.0,1.0,3.0,1.0,2,2,2,0
7109,1,3,47,80,2,72.0,82.0,2.0,6.0,1.0,1.0,1.0,5.0,2.0,3,9,2,0
7111,0,3,2,4,4,51.0,44.0,5.0,76.0,4.0,21.0,4.0,2.0,3.0,20,15,7,0
7113,1,3,4,15,1,8.0,16.0,2.0,26.0,2.0,26.0,2.0,1.0,3.0,2,2,2,0
7114,0,1,12,18,5,52.0,37.0,4.0,84.0,4.0,60.0,1.0,4.0,3.0,9,15,4,0
7115,0,3,2,12,4,46.0,44.0,3.0,68.0,2.0,46.0,5.0,4.0,1.0,12,8,7,0
7116,0,1,13,29,5,20.0,52.0,2.0,72.0,3.0,67.0,1.0,2.0,3.0,12,11,4,0
7117,1,3,11,58,5,86.0,33.0,1.0,92.0,5.0,72.0,4.0,5.0,2.0,9,9,2,0
7118,1,2,82,48,1,43.0,71.0,2.0,25.0,4.0,38.0,4.0,1.0,5.0,19,6,5,0
7119,1,3,82,40,4,85.0,86.0,3.0,54.0,4.0,48.0,1.0,2.0,1.0,10,7,4,0
7121,0,2,1,14,1,8.0,32.0,4.0,36.0,4.0,29.0,1.0,1.0,3.0,4,1,2,0
7122,1,2,94,53,2,85.0,53.0,4.0,64.0,5.0,65.0,1.0,1.0,4.0,3,9,5,0
7125,1,3,55,78,1,68.0,43.0,2.0,51.0,3.0,74.0,5.0,5.0,2.0,5,8,2,0
7126,0,2,7,7,5,37.0,30.0,4.0,68.0,2.0,44.0,3.0,2.0,2.0,8,17,8,0
7127,1,2,11,66,2,59.0,29.0,1.0,12.0,5.0,75.0,1.0,1.0,2.0,5,8,3,0
7128,1,3,89,94,5,51.0,6.0,1.0,24.0,5.0,79.0,1.0,2.0,1.0,3,6,4,0
7129,1,2,4,22,4,35.0,33.0,5.0,77.0,3.0,85.0,4.0,2.0,3.0,8,10,4,0
7131,0,2,98,71,3,94.0,10.0,3.0,96.0,2.0,25.0,3.0,1.0,2.0,5,2,7,0
7132,0,2,73,33,5,40.0,77.0,5.0,55.0,1.0,37.0,2.0,4.0,1.0,3,11,4,0
7133,0,1,67,33,3,11.0,18.0,3.0,22.0,4.0,43.0,4.0,5.0,5.0,0,9,5,0
7134,1,2,74,54,1,86.0,88.0,1.0,35.0,1.0,70.0,1.0,1.0,2.0,17,4,4,0
7135,0,2,63,39,1,79.0,48.0,4.0,15.0,2.0,87.0,3.0,2.0,3.0,14,10,4,0
7137,0,2,76,32,1,64.0,15.0,5.0,46.0,5.0,85.0,1.0,2.0,1.0,17,11,5,0
7138,0,1,12,13,5,26.0,35.0,4.0,51.0,3.0,74.0,3.0,2.0,3.0,23,10,7,0
7139,1,2,70,68,2,84.0,70.0,1.0,73.0,1.0,24.0,1.0,2.0,5.0,3,11,3,0
7141,0,3,24,91,3,50.0,24.0,1.0,38.0,2.0,39.0,4.0,5.0,5.0,5,12,5,0
7142,1,1,66,13,1,69.0,70.0,2.0,60.0,2.0,48.0,3.0,2.0,3.0,12,5,2,0
7143,0,2,5,13,2,10.0,31.0,2.0,32.0,2.0,26.0,5.0,5.0,3.0,3,1,2,0
7144,1,3,12,1,5,41.0,37.0,4.0,78.0,2.0,46.0,4.0,3.0,3.0,7,6,5,0
7145,1,2,86,44,1,74.0,10.0,1.0,34.0,3.0,96.0,1.0,1.0,2.0,15,10,4,0
7146,1,3,19,56,2,94.0,38.0,3.0,86.0,5.0,54.0,3.0,5.0,5.0,8,9,5,0
