,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout
6181,Y,first,41,46,B,63,49,C,29,B,52,F,D,D,3,15,6,N
6182,Y,second,22,69,A,75,89,A,9,F,33,D,B,F,0,4,0,Y
6183,N,third,3,9,F,7,14,C,32,D,28,B,A,A,4,3,1,N
6184,Y,third,68,74,F,98,38,B,34,F,90,B,C,A,15,9,2,N
6185,N,second,66,45,B,83,40,A,60,D,,,,,6,1,0,Y
6186,Y,first,7,56,A,17,46,A,21,F,,,,,6,3,1,Y
6187,Y,third,47,55,A,75,51,A,2,B,75,A,F,A,17,8,5,N
6188,Y,first,56,37,C,69,9,F,,,,,,,0,0,1,Y
6189,Y,third,1,1,B,3,19,D,31,A,23,D,A,C,1,2,1,N
6190,Y,first,44,40,D,33,35,F,,,,,,,2,0,1,Y
6191,Y,third,55,85,A,26,72,F,46,C,19,C,A,F,4,20,8,N
6192,N,third,68,52,B,72,63,A,29,B,42,A,B,D,13,5,5,N
6193,N,second,80,79,A,42,98,A,64,D,41,F,A,A,6,11,5,N
6194,Y,second,80,68,C,73,40,A,23,F,68,A,F,A,13,3,5,N
6195,N,second,64,44,A,67,92,A,18,A,23,A,B,D,11,9,5,N
6196,Y,second,8,17,A,43,13,F,55,B,33,D,F,D,3,8,2,Y
6197,N,second,95,81,D,32,94,F,,,,,,,4,2,0,Y
6198,Y,third,55,82,B,78,86,A,86,D,,,,,9,3,1,Y
6199,Y,first,22,5,C,,,,,,,,,,1,2,0,Y
6200,Y,third,59,37,D,88,21,B,20,D,8,D,F,F,1,4,1,Y
6201,N,third,10,6,D,29,37,D,79,B,61,B,C,B,7,12,8,N
6202,Y,third,66,72,C,97,48,B,63,B,90,A,D,A,14,5,3,N
6203,Y,second,84,64,A,78,66,C,55,A,84,C,B,B,10,5,3,N
6204,Y,first,43,55,A,91,30,C,47,C,71,A,F,A,15,5,5,N
6205,Y,first,67,27,F,81,77,F,49,A,24,F,F,D,13,4,0,Y
6206,Y,second,36,59,B,77,58,B,92,D,77,A,F,B,8,7,4,N
6207,Y,first,64,54,B,96,63,D,19,F,50,A,D,A,16,5,5,N
6208,N,first,19,26,D,56,51,C,59,B,72,A,B,C,5,12,4,N
6209,N,third,82,50,D,55,46,C,7,F,28,B,A,B,3,8,9,N
6210,N,third,53,65,B,25,18,C,9,A,15,D,B,C,0,12,8,N
6211,Y,first,34,15,A,35,27,B,20,C,,,,,6,0,0,Y
6212,Y,first,49,37,D,33,50,C,,,,,,,2,0,1,Y
6213,N,second,17,85,A,55,51,C,46,A,45,B,C,A,5,10,8,N
6214,Y,third,3,16,D,26,60,C,13,F,,,,,8,1,0,Y
6215,Y,first,4,7,C,,,,,,,,,,3,1,1,Y
6216,Y,third,70,14,D,66,91,F,34,C,31,C,F,C,14,5,3,Y
6217,Y,third,24,56,D,34,78,B,42,D,,,,,5,1,0,Y
6218,Y,first,26,7,B,78,42,A,19,F,75,A,C,C,6,1,3,N
6219,N,third,28,17,F,,,,,,,,,,6,0,1,Y
6220,Y,third,10,58,A,87,73,A,24,C,76,D,F,A,11,5,4,N
6221,Y,first,73,41,A,66,31,F,21,F,72,C,B,D,4,4,2,N
6222,Y,first,66,53,B,31,14,B,25,F,,,,,0,0,1,Y
6223,N,second,3,9,A,8,45,D,31,F,29,D,C,A,0,3,2,N
6224,Y,third,2,6,A,8,20,A,44,B,27,B,A,C,2,1,1,N
6225,Y,third,53,65,F,60,66,A,50,F,89,B,A,A,7,9,5,N
6226,N,third,7,10,F,9,29,C,37,B,24,A,A,B,1,1,1,N
6227,N,third,8,4,B,9,45,B,34,A,20,B,B,D,4,1,1,N
6228,Y,second,51,49,C,30,24,F,,,,,,,0,1,1,Y
6229,N,second,10,15,F,43,30,D,89,B,89,F,F,D,4,14,6,N
6230,Y,third,68,63,A,78,39,D,79,F,75,F,D,A,7,5,2,N
6231,N,third,83,45,C,54,82,A,39,A,92,A,A,D,9,6,4,N
6232,Y,first,62,70,C,97,67,C,80,A,60,D,F,A,17,8,3,N
6233,N,second,9,44,A,78,73,B,18,D,61,A,C,D,17,10,1,N
6234,Y,third,51,79,F,98,35,A,73,F,52,C,F,A,17,6,2,N
6235,Y,first,11,18,F,38,53,D,90,C,20,F,A,B,5,6,5,N
6236,Y,first,72,16,D,24,63,D,25,F,,,,,8,3,0,Y
6237,Y,second,39,55,C,5,4,F,,,,,,,0,1,0,Y
6238,N,third,96,36,D,87,25,A,10,A,60,F,B,F,14,6,4,N
6239,Y,first,61,58,A,86,20,C,96,F,58,C,F,B,5,5,5,N
6240,N,first,92,86,A,71,5,C,52,B,62,F,A,D,15,4,1,N
6241,N,first,83,81,A,87,62,D,,,,,,,2,3,1,Y
6242,Y,third,5,15,F,10,32,D,27,F,29,B,A,A,1,2,2,N
6243,N,third,99,73,C,47,26,C,92,D,,,,,4,0,3,Y
6244,Y,first,28,16,F,,,,,,,,,,3,2,0,Y
6245,N,second,3,6,A,8,13,C,48,D,21,C,A,A,4,3,1,N
6246,Y,second,44,45,D,31,27,F,,,,,,,3,0,0,Y
6247,Y,third,3,26,F,37,54,C,85,A,95,B,D,D,17,12,5,N
6248,Y,third,5,9,A,11,21,A,24,B,21,A,B,D,3,2,2,N
6249,N,second,18,19,F,57,53,B,45,C,42,A,B,C,28,5,8,N
6250,N,third,75,91,A,65,56,F,,,,,,,1,2,1,Y
6251,Y,second,52,67,C,49,59,D,98,B,58,B,C,D,17,9,1,N
6252,N,first,41,36,A,27,86,A,56,D,67,B,D,B,14,5,8,N
6253,Y,third,77,81,A,53,31,A,25,F,84,A,A,B,6,3,1,N
6254,N,second,3,24,D,21,35,D,63,C,80,B,B,D,8,18,6,N
6255,N,third,9,15,C,4,46,C,61,F,74,A,A,A,2,13,9,N
6256,Y,first,19,74,F,3,13,C,24,F,,,,,4,3,1,Y
6257,N,third,2,4,D,43,42,D,98,A,77,C,B,C,23,16,8,N
6258,N,third,15,6,B,,,,,,,,,,0,1,1,Y
6259,Y,first,11,26,C,,,,,,,,,,2,0,1,Y
6260,Y,second,5,1,A,65,92,A,59,D,31,D,F,F,11,7,1,Y
6261,N,second,4,16,D,34,35,D,96,C,96,A,B,D,16,17,5,N
6262,Y,first,49,44,F,82,20,A,11,F,,,,,9,2,0,Y
6263,N,second,10,34,F,98,3,C,51,C,1,F,F,C,2,22,4,N
6264,Y,third,21,65,F,71,53,D,71,F,94,B,F,A,15,8,3,N
6265,N,second,49,68,F,74,19,C,36,F,37,F,C,A,3,18,8,N
6266,Y,first,50,66,F,80,29,A,87,F,76,C,A,A,16,7,3,N
6267,N,third,1,13,A,1,57,C,33,D,29,A,F,A,0,3,1,N
6268,N,third,2,9,F,9,14,C,25,A,27,C,C,C,1,3,1,N
6269,Y,third,54,73,C,86,62,F,89,F,96,F,C,B,10,8,5,N
6270,N,second,99,47,C,56,46,F,22,F,68,A,C,D,18,6,3,N
6271,Y,third,35,41,A,50,12,F,5,F,33,C,F,F,9,4,0,Y
6272,N,first,58,5,A,6,57,F,74,D,39,F,A,D,6,22,9,N
6273,Y,third,35,54,B,88,64,B,87,F,65,F,C,B,15,8,3,N
6274,Y,third,81,30,F,99,60,F,51,B,20,C,A,F,11,5,1,N
6275,N,third,3,8,A,13,30,D,34,A,25,B,F,A,0,1,1,N
6276,N,second,89,96,B,4,60,D,68,A,36,C,B,B,17,1,9,N
6277,Y,first,8,16,D,53,35,D,56,C,96,A,D,C,21,19,5,N
6278,N,first,35,83,F,26,46,F,82,B,87,A,B,A,12,9,9,N
6279,N,second,9,6,F,7,19,D,32,A,24,D,F,C,2,3,1,N
6280,N,third,7,15,B,4,52,D,36,D,28,F,A,B,2,3,1,N
6281,Y,second,14,52,D,,,,,,,,,,4,1,0,Y
6282,N,first,1,13,D,53,49,B,50,C,80,D,B,C,8,16,5,N
6283,Y,first,21,46,A,4,30,F,,,,,,,0,1,1,Y
6284,Y,third,85,65,C,84,52,B,31,C,42,C,F,C,9,21,7,N
6285,Y,third,28,56,F,54,32,B,78,F,93,F,F,F,15,6,2,N
6286,N,second,52,61,A,80,48,F,,,,,,,0,1,1,Y
6287,N,second,89,37,A,78,72,C,43,B,21,A,B,D,13,5,5,N
6288,Y,second,87,32,A,77,70,A,32,D,17,C,F,F,7,7,0,Y
6289,N,second,76,67,A,70,10,A,73,A,90,F,F,A,6,7,2,N
6290,Y,second,93,92,A,47,6,A,32,A,92,C,B,D,6,10,3,N
6291,Y,third,6,14,A,7,39,C,29,A,27,B,D,B,4,3,1,N
6292,N,first,9,15,D,39,50,D,71,B,70,A,F,B,9,10,5,N
6293,N,third,1,16,A,10,11,B,29,B,21,A,B,D,4,1,1,N
6294,N,second,2,2,D,22,44,C,54,F,62,B,D,B,25,8,4,N
6295,Y,third,34,90,A,54,17,F,69,A,5,B,D,C,9,3,2,Y
6296,N,third,2,5,A,13,31,A,33,B,26,C,A,A,4,2,2,N
6297,N,third,39,25,C,73,88,F,53,F,55,B,C,F,13,11,8,N
6298,N,third,4,2,A,9,43,A,40,A,26,C,A,D,3,3,1,N
6299,Y,first,91,75,C,40,36,B,83,D,56,F,B,F,2,10,7,N
6300,Y,first,45,47,C,47,56,C,,,,,,,4,1,0,Y
6301,N,third,61,43,A,59,38,A,44,D,59,A,B,D,7,6,4,N
6302,N,third,20,27,F,38,12,C,70,C,90,B,A,C,11,3,4,N
6303,Y,first,41,44,A,73,89,F,25,D,,,,,11,1,0,Y
6304,Y,first,10,34,D,62,14,F,1,F,10,F,F,F,11,3,1,Y
6305,N,second,86,99,F,77,10,A,40,A,98,F,D,A,12,7,1,N
6306,Y,second,83,63,B,47,72,A,2,C,23,D,D,C,0,8,0,Y
6307,Y,second,5,13,F,8,18,A,38,B,28,B,C,C,0,1,1,N
6308,Y,second,10,19,F,,,,,,,,,,1,1,0,Y
6309,N,second,94,64,D,86,64,A,21,A,31,A,F,D,19,7,1,N
6310,N,third,51,55,A,57,98,F,,,,,,,2,2,2,Y
6311,Y,second,26,64,A,67,78,B,88,B,63,A,F,A,8,7,5,N
6312,Y,first,19,14,F,32,44,B,21,B,75,A,F,D,13,10,9,N
6313,N,third,44,52,D,32,21,D,,,,,,,6,1,0,Y
6314,Y,third,2,16,A,7,46,A,45,A,26,B,C,B,2,2,2,N
6315,Y,first,15,44,D,,,,,,,,,,0,1,1,Y
6316,Y,first,20,20,A,75,65,B,23,D,,,,,6,2,0,Y
6317,N,second,2,4,F,55,53,C,48,C,23,A,A,B,27,10,6,N
6318,N,third,9,1,A,6,28,D,40,D,23,F,C,D,0,3,2,N
6319,Y,second,99,67,A,88,69,C,78,C,91,D,B,A,15,10,5,N
6320,Y,third,45,79,C,75,55,A,89,F,94,B,C,A,7,5,3,N
6321,N,first,85,67,C,57,30,D,,,,,,,2,4,1,Y
6322,Y,second,52,38,D,53,14,F,,,,,,,1,2,0,Y
6323,N,first,61,88,B,96,32,F,37,F,14,F,F,D,17,19,8,N
6324,N,second,98,99,F,55,30,C,39,D,42,C,B,B,13,10,5,N
6325,N,second,84,64,C,59,82,C,38,A,59,A,B,A,11,9,1,N
6326,N,first,2,17,F,48,52,C,84,A,31,C,C,B,24,8,4,N
6327,N,first,7,25,F,37,32,B,66,C,87,B,B,C,26,14,5,N
6328,N,second,60,46,D,70,18,B,2,A,43,A,B,A,18,7,3,N
6329,Y,third,1,9,A,3,41,D,24,A,25,A,B,B,2,3,2,N
6330,Y,first,28,93,F,89,99,F,46,B,33,B,F,A,6,3,3,N
6331,Y,first,61,55,A,48,5,F,18,F,35,F,C,F,5,3,0,Y
6332,Y,first,71,33,B,63,56,F,64,D,,,,,3,4,0,Y
6333,Y,first,32,72,F,61,76,F,21,F,67,D,F,D,14,6,4,N
6334,Y,third,74,51,C,88,66,F,7,B,61,C,C,A,8,8,4,N
6335,Y,third,28,52,A,5,12,B,31,D,,,,,6,3,1,Y
6336,Y,second,35,73,F,22,92,B,60,F,59,B,B,D,8,10,8,N
6337,Y,third,79,6,B,99,73,B,24,F,17,F,B,F,5,7,2,N
6338,N,first,19,23,D,23,43,D,64,C,74,C,B,D,10,18,6,N
6339,Y,third,16,72,A,82,44,A,50,B,63,D,F,A,15,7,5,N
6340,Y,second,4,13,D,,,,,,,,,,2,0,0,Y
6341,Y,first,44,46,D,54,88,F,57,F,,,,,2,3,1,Y
6342,Y,first,34,45,D,3,33,F,,,,,,,1,1,1,Y
6343,Y,second,37,70,B,11,17,A,66,A,81,C,A,B,6,9,3,N
6344,Y,third,18,18,F,37,46,D,66,C,81,F,A,A,21,11,6,N
6345,N,second,35,39,A,50,14,F,89,F,,,,,9,1,1,Y
6346,Y,third,16,22,D,27,48,C,46,B,79,A,B,C,4,19,5,N
6347,N,third,16,1,D,40,40,D,77,F,60,A,B,C,13,13,7,N
6348,N,third,87,33,A,72,73,B,28,A,63,D,A,A,5,10,5,N
6349,Y,first,53,31,C,49,15,F,,,,,,,0,1,0,Y
6350,Y,second,11,38,C,,,,,,,,,,3,1,0,Y
6351,Y,third,18,29,B,,,,,,,,,,2,2,0,Y
6352,Y,second,80,74,D,44,99,A,7,A,83,A,B,C,5,6,4,N
6353,Y,third,7,12,A,7,33,C,47,A,24,F,D,A,2,2,2,N
6354,Y,first,37,71,F,59,33,F,16,A,52,F,F,A,10,5,5,N
6355,Y,second,64,81,C,76,35,A,21,A,81,F,D,D,3,4,4,N
6356,Y,first,86,14,B,72,57,A,15,D,43,B,F,D,8,5,0,Y
6357,Y,first,20,67,B,45,1,C,39,F,60,D,D,F,9,13,2,N
6358,N,third,90,38,B,41,67,F,27,B,76,A,B,F,18,23,5,N
6359,Y,second,29,60,F,72,55,B,29,C,65,A,D,B,10,3,5,N
6360,N,third,85,95,D,68,41,A,16,A,62,C,A,D,14,8,4,N
6361,Y,third,20,72,F,57,28,B,76,A,70,D,F,A,6,8,3,N
6362,Y,second,39,59,B,3,2,C,,,,,,,1,1,1,Y
6363,N,second,45,13,C,88,94,F,43,C,97,A,D,F,19,20,8,N
6364,Y,second,8,27,D,45,37,B,52,A,61,B,C,A,29,11,7,N
6365,N,third,2,13,A,5,40,A,43,D,20,B,B,C,3,2,1,N
6366,Y,second,43,15,B,85,69,D,24,F,64,C,C,B,2,21,5,N
6367,N,third,1,7,A,7,44,C,44,F,28,C,A,B,3,1,1,N
6368,Y,third,17,53,B,57,60,A,31,D,75,C,D,A,16,7,5,N
6369,Y,third,16,72,C,91,20,C,43,F,97,A,A,A,8,9,2,N
6370,Y,second,6,11,A,6,42,C,40,A,23,B,C,D,4,1,1,N
6371,Y,first,63,73,F,51,59,D,21,F,80,A,A,A,12,6,3,N
6372,N,first,8,1,D,59,43,D,57,C,36,C,C,C,6,10,7,N
6373,N,third,3,13,A,5,22,D,36,A,29,B,F,B,0,1,1,N
6374,Y,third,72,44,A,55,65,B,47,B,59,A,A,F,17,5,2,N
6375,Y,first,16,71,A,60,68,D,67,D,66,C,A,D,4,7,9,N
6376,N,second,85,72,C,77,21,A,59,C,57,A,A,A,11,8,2,N
6377,Y,second,62,31,D,59,90,A,24,A,97,A,F,D,19,5,3,N
6378,N,second,11,16,D,21,32,D,45,B,49,F,D,A,14,8,5,N
6379,Y,second,57,23,C,46,6,F,,,,,,,1,2,0,Y
6380,Y,second,56,96,F,93,26,C,28,F,63,A,A,A,15,7,4,N
6381,Y,first,5,55,D,88,6,F,53,C,37,F,F,D,14,5,3,Y
6382,Y,first,59,47,C,72,65,D,35,F,16,A,F,F,6,4,0,Y
6383,Y,third,62,80,C,65,6,D,65,D,57,B,F,F,8,3,2,Y
6384,N,third,94,34,A,83,40,A,46,B,73,D,C,D,19,5,2,N
6385,N,second,10,16,D,20,44,D,78,C,60,C,A,C,23,4,4,N
6386,Y,third,31,78,F,78,20,A,82,A,75,C,F,D,17,8,3,N
6387,N,third,1,2,A,13,31,C,30,F,20,F,C,D,4,2,1,N
6388,Y,third,28,52,C,66,21,B,14,F,64,D,A,A,13,6,4,N
6389,Y,first,13,47,C,,,,,,,,,,3,0,1,Y
6390,N,second,13,26,F,42,43,F,52,C,96,B,C,B,4,10,4,N
6391,Y,first,83,96,F,29,83,B,43,D,,,,,8,4,0,Y
6392,Y,third,59,65,D,41,36,A,,,,,,,4,4,2,Y
6393,N,second,12,19,F,28,32,D,59,D,43,A,A,D,9,7,4,N
6394,Y,second,42,54,B,94,49,B,17,B,94,C,C,A,12,5,5,N
6395,Y,second,65,9,B,98,76,C,52,B,52,A,A,C,7,2,3,N
6396,N,first,14,24,D,22,38,D,59,B,99,B,D,D,17,6,7,N
6397,Y,third,2,12,A,8,15,C,39,A,25,A,B,A,0,2,1,N
6398,Y,first,31,91,C,34,52,C,13,B,55,A,C,B,13,23,3,N
6399,Y,first,58,33,B,36,18,F,,,,,,,1,1,1,Y
6400,Y,first,32,3,B,25,27,A,17,D,,,,,1,3,1,Y
6401,N,third,80,99,A,74,53,F,83,C,,,,,3,1,1,Y
6402,N,second,1,28,F,,,,,,,,,,6,0,1,Y
6403,N,third,86,60,C,64,78,D,,,,,,,1,3,1,Y
6404,Y,third,14,52,A,63,80,B,73,F,,,,,0,4,0,Y
6405,Y,first,29,78,A,66,38,A,72,F,84,F,A,A,6,9,2,N
6406,N,third,14,24,F,,,,,,,,,,6,0,1,Y
6407,Y,first,15,55,C,,,,,,,,,,2,0,0,Y
6408,Y,third,9,4,C,,,,,,,,,,1,1,0,Y
6409,N,first,8,18,D,37,40,F,54,C,21,A,B,C,5,5,4,N
6410,Y,second,52,22,A,48,0,D,,,,,,,0,1,1,Y
6411,N,third,68,67,F,72,45,D,,,,,,,7,2,1,Y
6412,N,third,38,62,B,19,72,C,,,,,,,6,4,1,Y
6413,N,third,60,49,A,85,45,F,90,D,,,,,6,2,2,Y
6414,Y,third,37,52,B,73,51,C,27,F,95,F,F,A,16,9,5,N
6415,N,first,8,14,F,29,52,D,55,B,36,F,B,D,6,5,5,N
6416,N,third,76,88,A,68,1,A,85,D,,,,,11,1,3,Y
6417,Y,first,12,92,C,22,78,C,60,D,61,B,B,D,17,6,4,N
6418,Y,first,31,86,C,92,21,B,80,B,52,B,A,C,12,5,4,N
6419,Y,first,30,12,C,62,11,D,14,B,32,C,F,F,10,0,0,Y
6420,N,second,15,10,F,41,46,D,94,B,94,A,B,B,18,8,7,N
6421,Y,second,48,51,A,58,21,D,27,C,20,F,A,F,2,5,4,N
6422,N,third,7,2,A,6,27,F,24,A,29,B,C,A,0,1,2,N
6423,Y,first,39,47,D,1,45,C,,,,,,,0,0,0,Y
6424,Y,third,74,40,D,84,50,A,48,F,21,A,B,D,17,5,2,N
6425,N,third,86,46,A,75,26,D,20,D,96,F,A,F,9,6,3,N
6426,N,third,32,37,D,14,11,C,60,F,,,,,7,1,3,Y
6427,Y,second,73,58,A,77,36,A,40,F,20,A,A,C,6,1,6,N
6428,Y,first,43,5,C,5,7,A,42,D,21,C,F,F,9,1,1,Y
6429,N,third,74,50,D,62,26,C,45,F,20,A,D,F,17,6,4,N
6430,N,third,6,10,A,11,41,F,44,B,28,A,C,D,2,1,2,N
6431,Y,second,51,29,D,67,16,F,,,,,,,1,0,1,Y
6432,N,second,6,24,F,23,32,C,61,B,97,C,F,B,24,12,4,N
6433,Y,third,2,15,B,9,41,C,39,F,20,B,D,C,1,1,1,N
6434,N,third,64,60,A,13,11,A,40,C,62,F,A,B,14,19,8,N
6435,Y,first,66,49,A,63,98,D,46,F,24,F,B,F,8,5,2,Y
6436,Y,third,97,25,D,50,21,A,69,D,4,F,C,C,4,3,1,Y
6437,Y,third,50,81,A,50,55,A,29,F,27,C,F,D,3,5,2,N
6438,N,second,7,11,F,6,32,B,41,F,25,A,D,A,3,3,2,N
6439,N,second,73,43,A,75,61,A,56,A,36,B,F,A,19,4,1,N
6440,N,third,9,15,F,5,51,C,34,B,29,A,D,A,4,2,1,N
6441,N,first,3,25,D,44,46,D,96,D,62,A,F,C,19,17,6,N
6442,N,second,89,92,A,60,29,A,41,F,92,A,B,A,14,9,4,N
6443,Y,third,19,53,D,96,49,B,69,F,89,A,F,A,5,5,2,N
6444,Y,first,13,3,F,,,,,,,,,,0,0,1,Y
6445,N,second,25,88,F,25,68,C,77,A,11,A,B,F,6,9,4,N
6446,N,third,3,12,A,10,32,D,34,B,27,F,C,A,1,3,2,N
6447,Y,third,6,68,A,16,3,D,38,F,,,,,0,3,0,Y
6448,Y,third,63,2,A,84,24,A,46,B,61,F,B,C,4,6,1,N
6449,N,second,80,89,A,44,87,A,12,A,70,B,C,C,19,4,4,N
6450,Y,second,28,71,A,57,37,A,73,B,53,C,A,B,10,8,3,N
6451,N,second,3,2,A,11,8,B,27,B,22,F,D,C,2,1,1,N
6452,N,second,4,7,F,12,54,B,27,B,23,A,C,C,2,2,2,N
6453,N,third,13,29,D,46,39,D,83,F,60,C,B,B,6,9,7,N
6454,N,first,18,21,F,35,34,F,54,B,20,C,F,B,3,10,7,N
6455,N,third,7,10,B,9,43,D,35,B,24,B,F,D,1,1,1,N
6456,N,first,12,15,D,47,30,D,68,B,76,B,D,C,20,5,7,N
6457,Y,first,1,81,B,87,57,F,4,D,38,D,B,A,4,1,4,N
6458,N,third,1,7,A,4,9,C,40,B,20,A,B,A,0,3,2,N
6459,Y,third,69,61,C,90,51,C,93,F,60,A,A,B,5,6,2,N
6460,N,first,69,82,A,58,76,A,41,F,27,F,A,A,17,8,1,N
6461,N,first,11,11,F,50,35,D,78,A,61,C,A,C,23,6,5,N
6462,N,third,19,8,F,,,,,,,,,,7,1,0,Y
6463,N,first,4,1,D,59,41,D,76,C,47,B,B,B,19,15,6,N
6464,N,third,9,24,F,,,,,,,,,,7,0,1,Y
6465,Y,first,67,14,B,49,58,F,25,F,,,,,3,1,0,Y
6466,Y,second,89,22,B,12,19,A,85,F,,,,,1,1,0,Y
6467,Y,third,15,22,C,,,,,,,,,,4,1,1,Y
6468,Y,first,56,41,C,67,1,D,,,,,,,0,2,1,Y
6469,N,second,14,17,D,53,42,C,72,C,35,B,B,B,6,8,4,N
6470,Y,third,43,24,F,13,53,D,17,B,19,D,D,F,15,21,6,N
6471,N,second,70,75,A,45,5,A,40,B,63,F,A,A,8,4,3,N
6472,Y,second,71,69,F,56,9,C,28,D,,,,,0,0,1,Y
6473,Y,third,88,81,A,79,16,B,26,D,,,,,8,4,0,Y
6474,Y,first,18,4,D,,,,,,,,,,2,2,0,Y
6475,Y,third,27,53,A,59,48,F,85,C,84,C,F,A,8,8,2,N
6476,Y,third,57,79,A,55,54,F,57,F,98,B,F,A,17,7,3,N
6477,Y,first,95,87,F,32,77,F,4,C,11,D,D,F,11,5,1,Y
6478,N,first,5,9,D,23,32,C,94,B,61,B,B,B,29,18,6,N
6479,Y,third,63,44,F,55,77,A,13,B,78,A,B,D,12,5,2,N
6480,N,second,95,86,A,42,14,A,69,F,94,C,B,B,14,4,5,N
6481,Y,third,51,30,B,38,9,D,,,,,,,1,1,1,Y
6482,Y,second,62,71,A,76,79,D,74,F,82,F,C,A,10,7,5,N
6483,Y,first,40,49,C,41,55,F,,,,,,,4,1,0,Y
6484,Y,first,98,56,D,53,99,A,22,D,48,D,D,C,7,21,7,N
6485,N,second,2,30,F,,,,,,,,,,0,1,1,Y
6486,Y,first,18,49,B,,,,,,,,,,4,0,1,Y
6487,Y,second,17,53,A,97,77,A,49,A,89,F,A,B,6,8,2,N
6488,Y,second,97,54,C,42,55,A,21,C,69,A,B,C,3,10,4,N
6489,Y,second,87,89,A,43,44,A,14,F,81,A,B,A,8,10,2,N
6490,N,second,57,81,F,1,32,A,54,B,99,F,C,A,11,8,9,N
6491,N,third,77,71,D,36,53,A,,,,,,,7,2,1,Y
6492,N,third,70,81,C,78,46,F,,,,,,,3,1,0,Y
6493,N,first,15,14,D,27,48,D,59,A,30,A,B,D,9,14,7,N
6494,Y,third,60,68,A,82,74,F,34,D,67,B,B,A,18,10,5,N
6495,Y,third,25,51,F,74,42,D,23,F,65,C,F,B,16,9,3,N
6496,Y,third,5,8,B,9,40,C,26,A,22,B,D,C,1,2,1,N
6497,Y,second,11,16,A,19,20,C,72,D,20,B,A,F,1,2,3,Y
6498,Y,third,30,7,C,82,52,A,79,F,37,D,A,C,4,4,4,N
6499,Y,third,27,69,F,73,48,C,47,D,98,D,D,A,7,7,4,N
6500,Y,third,70,30,D,94,74,D,73,B,85,F,B,D,7,6,1,N
6501,Y,third,36,48,D,30,80,D,7,D,41,A,C,C,11,12,4,N
6502,N,second,12,3,D,47,48,D,90,C,68,A,D,B,7,18,8,N
6503,Y,third,79,75,B,66,23,A,90,F,84,D,D,F,6,5,4,N
6504,Y,third,53,53,D,58,76,D,21,A,82,D,D,A,12,9,5,N
6505,Y,third,48,76,D,91,47,F,80,C,54,A,A,A,7,8,4,N
6506,N,third,7,6,A,6,17,B,37,B,25,A,C,B,3,1,2,N
6507,Y,third,16,2,D,85,39,B,79,B,28,A,A,C,3,10,7,N
6508,Y,third,63,76,A,32,68,A,,,,,,,1,1,0,Y
6509,N,third,4,4,A,13,11,B,44,A,20,A,F,C,1,3,2,N
6510,Y,third,14,17,F,,,,,,,,,,2,1,0,Y
6511,Y,third,63,10,D,51,21,C,54,D,,,,,8,3,1,Y
6512,N,third,54,53,D,28,81,F,,,,,,,6,1,2,Y
6513,Y,first,79,30,D,77,85,B,44,D,,,,,11,2,1,Y
6514,N,third,7,11,A,9,57,A,45,A,22,B,D,B,4,1,1,N
6515,Y,third,56,34,C,38,1,F,,,,,,,0,0,1,Y
6516,Y,first,11,68,B,64,20,A,47,D,,,,,0,2,0,Y
6517,N,third,7,11,B,13,12,B,46,D,28,A,F,B,4,1,2,N
6518,Y,second,33,36,C,41,49,F,,,,,,,3,1,1,Y
6519,N,third,8,1,F,8,30,C,33,D,27,A,D,B,1,2,1,N
6520,N,first,97,72,B,75,79,A,52,C,8,A,A,F,4,17,2,N
6521,Y,third,47,91,B,54,10,C,62,C,,,,,0,2,1,Y
6522,Y,third,6,34,F,84,35,B,23,D,,,,,1,1,1,Y
6523,Y,third,7,17,D,21,34,D,78,C,67,A,B,D,16,6,6,N
6524,Y,third,40,72,A,56,55,B,7,A,60,A,F,A,16,5,5,N
6525,Y,third,17,74,B,56,24,A,7,F,86,B,A,A,16,7,3,N
6526,Y,second,56,50,B,48,19,B,30,F,,,,,3,0,1,Y
6527,Y,third,9,95,F,49,10,A,62,A,34,B,F,F,1,8,3,N
6528,N,third,62,56,D,51,15,A,59,F,,,,,1,4,1,Y
6529,Y,first,8,15,F,,,,,,,,,,0,1,0,Y
6530,N,second,13,5,F,39,48,D,74,C,75,B,B,C,20,9,4,N
6531,Y,third,23,13,D,,,,,,,,,,2,1,0,Y
6532,Y,first,89,99,A,52,73,A,15,A,17,C,A,F,4,6,2,Y
6533,N,third,69,36,D,56,68,A,32,B,87,A,C,D,9,11,4,N
6534,Y,third,21,3,C,,,,,,,,,,0,2,1,Y
6535,N,third,4,8,A,2,33,C,28,A,27,A,C,C,0,1,1,N
6536,Y,third,65,61,A,57,50,A,56,B,94,C,F,F,15,5,3,N
6537,Y,first,50,1,A,54,21,C,28,B,6,F,D,C,5,2,0,Y
6538,Y,third,58,66,B,50,75,F,46,C,90,A,F,A,14,8,4,N
6539,Y,second,11,41,C,21,83,C,10,D,26,D,A,A,19,13,2,N
6540,Y,third,52,72,A,51,64,B,29,F,67,F,F,F,7,7,5,N
6541,N,third,5,1,F,12,37,B,40,B,28,C,F,C,4,3,2,N
6542,Y,third,76,25,A,81,72,C,55,D,31,A,F,C,14,7,1,N
6543,Y,second,3,13,A,11,43,A,36,D,23,F,C,B,1,1,2,N
6544,N,third,84,89,A,43,25,F,,,,,,,2,2,1,Y
