,External,Year,session 1,session 2,test 1
6922,N,first,73,58,A
6923,Y,first,24,70,A
6924,Y,first,78,69,B
6925,Y,first,22,4,B
6926,Y,second,91,96,A
6927,N,first,58,66,D
6928,Y,third,13,58,A
6929,Y,first,15,19,F
6930,Y,second,6,10,F
6931,Y,first,19,75,B
6932,Y,second,77,11,A
6933,N,third,9,14,B
6934,Y,first,29,40,D
6935,Y,third,56,53,D
6936,Y,second,15,4,F
6937,N,first,42,73,C
6938,N,third,69,77,D
6939,N,third,3,1,B
6940,N,third,24,33,F
6941,N,third,4,4,B
6942,N,second,60,58,A
6943,N,second,69,67,A
6944,N,second,27,7,F
6945,Y,third,25,19,C
6946,N,second,36,83,F
6947,Y,second,57,32,D
6948,Y,first,71,67,B
6949,Y,second,86,83,C
6950,N,third,92,51,C
6951,Y,first,12,50,C
6952,N,third,82,22,C
6953,Y,second,8,11,F
6954,N,third,5,10,A
6955,Y,second,60,94,A
6956,Y,second,84,89,B
6957,Y,second,68,79,A
6958,Y,second,88,37,F
6959,N,second,63,57,A
6960,N,second,26,64,A
6961,Y,third,56,53,A
6962,Y,second,75,62,A
6963,Y,third,42,69,A
6964,Y,first,60,76,D
6965,Y,first,79,12,F
6966,Y,second,16,13,F
6967,Y,third,50,79,A
6968,Y,third,52,20,C
6969,Y,third,57,31,D
6970,Y,first,2,76,F
6971,N,first,5,28,D
6972,Y,second,72,74,A
6973,Y,third,63,52,A
6974,N,third,7,32,F
6975,N,first,12,6,F
6976,Y,second,24,1,A
6977,N,third,7,14,B
6978,N,third,2,10,A
6979,N,first,1,11,F
6980,N,third,82,30,B
6981,N,second,11,10,F
6982,Y,first,16,13,B
6983,N,first,1,14,D
6984,Y,first,13,77,A
6985,Y,first,42,36,C
6986,N,first,82,69,C
6987,Y,first,66,81,F
6988,N,first,10,19,D
6989,Y,third,68,67,C
6990,N,third,62,79,D
6991,N,second,84,86,D
6992,Y,third,59,71,A
6993,Y,first,77,91,A
6994,Y,second,61,81,D
6995,N,first,10,27,D
6996,Y,third,99,31,A
6997,Y,first,28,65,A
6998,Y,third,9,12,B
6999,N,second,4,13,F
7000,N,third,1,37,F
7001,Y,first,8,47,C
7002,N,third,17,2,D
7003,Y,second,29,85,F
7004,N,third,93,52,A
7005,Y,second,19,77,A
7006,Y,first,70,39,F
7007,Y,first,44,61,B
7008,Y,third,65,57,C
7009,N,third,4,11,B
7010,N,third,41,58,D
7011,Y,second,72,32,A
7012,Y,third,7,11,B
7013,N,second,14,23,F
7014,N,third,4,9,B
7015,Y,first,21,25,F
7016,N,third,9,6,A
7017,N,first,3,27,D
7018,N,third,79,32,C
7019,Y,first,29,57,F
7020,Y,third,14,28,C
7021,N,second,80,84,A
7022,Y,third,0,14,B
7023,Y,second,64,71,A
7024,Y,first,50,32,B
7025,Y,second,63,53,A
7026,Y,second,18,32,B
7027,Y,second,83,48,F
7028,N,second,5,76,B
7029,Y,second,29,55,A
7030,N,third,2,9,A
7031,Y,second,59,58,D
7032,Y,third,93,82,A
7033,N,second,5,7,B
7034,Y,third,50,55,B
7035,Y,third,26,43,F
7036,Y,first,44,57,D
7037,N,first,89,32,B
7038,Y,third,59,47,C
7039,N,third,1,15,A
7040,Y,first,4,19,F
7041,N,second,9,14,F
7042,Y,second,3,18,D
7043,Y,third,28,34,B
7044,N,first,98,79,C
7045,Y,second,83,14,A
7046,Y,third,2,86,A
7047,N,first,6,8,D
7048,Y,second,25,52,C
7049,Y,second,40,46,A
7050,Y,second,29,68,A
7051,Y,third,31,66,D
7052,Y,first,50,55,C
7053,N,second,16,7,F
7054,Y,third,29,64,C
7055,Y,second,56,37,C
7056,Y,third,30,79,F
7057,Y,third,54,68,F
7058,Y,first,14,5,D
7059,Y,third,67,50,F
7060,N,second,3,10,A
7061,N,third,3,5,B
7062,Y,first,26,30,C
7063,N,third,5,7,A
7064,Y,third,84,64,B
7065,Y,first,39,39,B
7066,N,second,1,14,F
7067,Y,third,54,51,B
7068,N,second,27,45,D
7069,N,second,8,2,A
7070,Y,third,35,70,B
7071,Y,third,79,43,B
7072,Y,second,45,56,C
7073,Y,third,58,36,C
7074,Y,first,32,71,F
7075,Y,third,16,7,B
7076,Y,first,54,48,A
7077,N,third,86,77,D
7078,N,first,12,24,D
7079,Y,first,44,6,D
7080,Y,first,26,82,F
7081,Y,third,46,53,A
7082,N,third,5,24,F
7083,N,third,54,71,F
7084,Y,third,67,56,D
7085,Y,third,73,52,C
7086,Y,third,7,6,F
7087,Y,third,3,3,A
7088,Y,first,20,70,A
7089,Y,second,7,10,A
7090,Y,first,96,70,B
7091,Y,second,3,29,F
7092,Y,second,57,70,D
7093,N,first,8,5,D
7094,Y,first,65,17,D
7095,Y,third,11,72,F
7096,Y,first,6,3,F
7097,Y,second,84,77,F
7098,Y,second,4,9,F
7099,Y,third,31,78,F
7100,Y,second,90,34,C
7101,N,second,2,16,B
7102,Y,third,9,3,A
7103,Y,second,38,50,A
7104,N,third,95,99,B
7105,Y,third,7,7,A
7106,N,third,3,11,F
7107,N,third,57,7,C
7108,Y,second,58,25,A
7109,Y,third,47,80,B
7110,Y,third,81,54,C
7111,N,third,2,4,D
7112,N,third,96,60,F
7113,Y,third,4,15,A
7114,N,first,12,18,F
7115,N,third,2,12,D
7116,N,first,13,29,F
7117,Y,third,11,58,F
7118,Y,second,82,48,A
7119,Y,third,82,40,D
7120,N,third,48,52,C
7121,N,second,1,14,A
7122,Y,second,94,53,B
7123,Y,third,84,8,A
7124,Y,first,11,51,C
7125,Y,third,55,78,A
7126,N,second,7,7,F
7127,Y,second,11,66,B
7128,Y,third,89,94,F
7129,Y,second,4,22,D
7130,Y,third,15,13,F
7131,N,second,98,71,C
7132,N,second,73,33,F
7133,N,first,67,33,C
7134,Y,second,74,54,A
7135,N,second,63,39,A
7136,Y,third,18,14,D
7137,N,second,76,32,A
7138,N,first,12,13,F
7139,Y,second,70,68,B
7140,Y,first,12,1,F
7141,N,third,24,91,C
7142,Y,first,66,13,A
7143,N,second,5,13,B
7144,Y,third,12,1,F
7145,Y,second,86,44,A
7146,Y,third,19,56,B
7147,Y,first,96,92,D
7148,Y,first,18,54,D
7149,Y,second,48,37,F
7150,N,third,58,52,A
7151,Y,second,72,95,A
7152,Y,second,77,62,B
7153,Y,second,64,59,B
7154,Y,second,20,76,F
7155,N,second,74,67,C
7156,Y,third,37,3,A
7157,N,second,8,27,F
7158,N,third,5,6,A
7159,Y,second,18,34,A
7160,Y,third,56,40,C
7161,N,second,73,87,F
7162,N,third,77,57,A
7163,N,third,5,7,A
7164,Y,third,65,86,F
7165,N,third,24,90,B
7166,N,first,43,61,F
7167,N,third,88,64,A
7168,N,third,18,2,F
7169,N,second,99,57,F
7170,Y,first,5,6,C
7171,Y,third,78,11,B
7172,Y,second,14,66,D
7173,Y,third,80,97,B
7174,N,second,23,16,A
7175,N,second,3,24,F
7176,N,first,96,78,C
7177,Y,second,28,92,F
7178,N,second,18,13,F
7179,Y,second,9,61,F
7180,N,second,8,12,A
7181,Y,third,55,52,A
7182,Y,first,53,28,C
7183,N,second,81,62,A
7184,Y,third,24,52,B
7185,Y,third,99,64,B
7186,N,third,30,54,C
7187,N,third,2,14,B
7188,N,third,67,31,A
7189,N,third,1,14,B
7190,Y,first,84,13,D
7191,Y,first,39,67,A
7192,Y,second,12,9,F
7193,N,third,10,10,F
7194,N,second,5,9,A
7195,Y,third,29,17,F
7196,Y,third,5,3,B
7197,Y,second,94,56,F
7198,Y,third,10,33,B
7199,Y,second,44,71,A
7200,Y,third,94,88,A
7201,N,second,6,12,D
7202,N,third,68,71,D
7203,Y,first,14,2,D
7204,Y,third,43,60,B
7205,N,first,17,14,D
7206,Y,first,16,5,A
7207,N,third,9,10,A
7208,Y,first,7,22,D
7209,Y,second,48,67,B
7210,N,second,7,26,F
7211,Y,first,87,55,B
7212,N,first,2,29,D
7213,N,second,2,28,F
7214,Y,first,33,17,B
7215,Y,third,77,92,D
7216,Y,first,49,38,A
7217,Y,first,70,61,D
7218,Y,third,78,57,A
7219,N,first,7,20,D
7220,Y,third,69,75,D
7221,N,third,6,12,A
7222,Y,third,21,28,D
7223,Y,first,65,5,D
7224,Y,first,19,29,B
7225,Y,third,94,68,A
7226,N,third,61,57,A
7227,N,first,15,7,D
7228,N,second,99,45,D
7229,N,third,5,3,F
7230,N,second,74,36,B
7231,N,second,33,41,B
7232,N,third,17,8,D
7233,Y,second,4,18,D
7234,Y,third,84,97,B
7235,Y,first,17,6,F
7236,Y,first,8,10,D
7237,N,second,4,10,F
7238,Y,first,8,14,D
7239,Y,third,56,24,D
7240,Y,first,50,49,A
7241,Y,first,21,40,F
7242,Y,second,84,37,D
7243,N,third,83,46,A
7244,Y,second,17,3,D
7245,N,third,31,50,F
7246,N,second,9,6,A
7247,Y,second,99,92,C
7248,N,third,99,3,A
7249,Y,third,84,75,B
7250,Y,first,24,50,D
7251,Y,first,75,35,B
7252,N,third,1,6,F
7253,N,second,12,28,F
7254,Y,third,6,3,A
7255,N,second,69,41,A
7256,N,third,9,16,B
7257,Y,third,16,37,A
7258,N,first,68,71,F
7259,Y,first,90,25,A
7260,N,second,23,84,D
7261,Y,third,76,72,B
7262,Y,second,11,40,A
7263,Y,second,28,89,D
7264,N,second,5,17,F
7265,Y,third,12,29,D
7266,Y,second,61,80,B
7267,N,third,13,4,F
7268,Y,third,35,45,F
7269,Y,first,16,43,D
7270,N,second,8,13,A
7271,Y,second,15,56,D
7272,N,second,5,11,A
7273,Y,third,64,62,A
7274,N,second,90,79,A
7275,N,third,5,6,A
7276,N,third,1,12,B
7277,Y,second,82,47,A
7278,N,first,8,30,A
7279,N,second,8,7,A
7280,N,third,5,11,A
7281,Y,third,23,56,B
7282,N,second,2,4,F
7283,Y,third,9,30,D
7284,Y,first,2,2,F
7285,N,third,3,2,F
7286,N,third,9,4,F
7287,Y,first,64,6,C
7288,N,first,31,68,D
7289,N,second,96,75,D
7290,Y,second,91,19,A
7291,Y,second,94,22,A
7292,Y,third,34,57,C
7293,N,third,6,16,B
7294,Y,first,9,2,D
7295,Y,second,28,30,D
7296,Y,third,88,96,A
7297,Y,second,56,61,D
7298,Y,first,99,79,F
7299,Y,first,25,77,F
7300,Y,first,13,19,D
7301,Y,second,70,74,A
7302,Y,third,40,62,F
7303,Y,second,5,6,A
7304,N,second,2,10,A
7305,Y,first,3,7,C
7306,Y,first,26,58,D
7307,Y,second,34,37,D
7308,Y,second,9,32,A
7309,N,third,3,15,A
7310,Y,first,17,3,D
7311,N,second,83,36,F
7312,Y,second,16,1,F
7313,Y,third,8,5,A
7314,Y,third,74,42,D
7315,Y,first,89,87,A
7316,Y,second,96,30,C
7317,N,third,6,13,F
7318,N,third,98,74,C
7319,Y,third,63,51,F
7320,Y,first,5,23,C
7321,Y,third,37,51,B
7322,N,third,78,11,D
7323,Y,third,24,20,B
7324,Y,first,80,44,F
7325,Y,first,11,73,C
7326,Y,third,57,22,F
7327,N,second,83,44,D
7328,N,first,90,7,F
7329,N,third,65,62,D
7330,Y,third,6,6,A
7331,Y,second,90,82,A
7332,Y,second,93,95,B
7333,Y,third,22,69,B
7334,N,first,2,25,D
7335,N,second,1,5,F
7336,Y,third,14,12,D
7337,N,first,61,63,A
7338,N,first,19,17,F
7339,N,first,16,3,F
7340,Y,second,62,80,A
7341,N,third,2,12,A
7342,N,first,15,6,F
7343,N,second,79,43,A
7344,Y,third,14,78,A
7345,Y,second,72,59,A
7346,Y,second,37,69,C
7347,Y,third,29,22,C
7348,N,second,20,93,F
7349,Y,first,67,68,F
7350,N,second,4,11,D
7351,Y,third,66,57,A
7352,Y,second,79,2,D
7353,Y,third,24,4,D
7354,Y,third,47,63,D
7355,Y,first,14,3,F
7356,Y,second,55,27,C
7357,Y,first,50,73,A
7358,N,second,88,57,B
7359,Y,third,33,77,F
7360,Y,third,84,12,C
7361,Y,first,12,27,F
7362,Y,first,13,61,A
7363,N,second,33,27,B
7364,Y,second,64,42,A
7365,Y,third,36,58,B
7366,Y,first,18,77,B
7367,N,second,4,17,F
7368,N,first,61,47,C
7369,N,third,76,77,C
7370,Y,second,27,57,B
7371,N,first,53,49,A
7372,Y,second,74,76,A
7373,Y,second,38,77,D
7374,N,third,4,10,A
7375,N,third,5,14,A
7376,Y,third,8,14,A
7377,N,third,26,72,D
7378,Y,third,51,74,A
7379,Y,second,42,9,B
7380,N,second,3,4,A
7381,N,second,42,22,C
7382,Y,third,19,66,C
7383,N,first,5,16,F
7384,N,second,2,15,D
7385,N,first,97,8,A
7386,Y,third,90,92,A
7387,N,second,2,2,F
7388,N,third,40,60,D
7389,N,first,12,17,F
7390,Y,third,65,72,A
7391,Y,third,33,37,F
7392,Y,third,54,37,A
7393,N,third,30,60,D
7394,N,third,3,11,A
7395,Y,first,83,95,A
7396,Y,third,28,43,D
7397,N,third,69,50,A
7398,Y,third,28,54,D
7399,N,third,66,30,B
7400,Y,third,37,78,C
7401,Y,second,99,49,A
7402,Y,third,50,66,F
7403,N,third,13,30,F
7404,N,third,2,3,B
7405,Y,third,8,5,A
7406,N,third,16,37,F
7407,Y,second,25,51,F
7408,Y,third,75,54,D
7409,Y,first,69,38,F
7410,Y,third,19,72,D
7411,Y,second,96,32,C
7412,Y,third,17,52,D
7413,Y,second,77,71,C
7414,N,third,45,39,C
7415,Y,second,19,44,F
7416,N,first,77,92,A
7417,Y,second,19,24,D
7418,N,second,63,84,A
7419,Y,third,9,3,A
7420,Y,third,36,88,B
7421,N,third,61,56,F
7422,Y,first,89,8,B
7423,N,third,83,96,D
7424,Y,second,60,77,C
7425,N,second,97,54,A
7426,N,first,66,78,D
7427,Y,second,69,62,F
7428,Y,second,90,93,C
7429,N,first,36,39,B
7430,Y,third,79,66,C
7431,Y,first,47,70,A
7432,Y,first,19,17,D
7433,N,second,84,47,D
7434,N,second,14,22,D
7435,N,third,72,41,A
7436,Y,second,59,25,A
7437,Y,first,18,56,C
7438,Y,first,36,30,B
7439,Y,first,17,98,F
7440,Y,third,79,13,D
7441,N,third,6,14,A
7442,Y,first,58,48,A
7443,Y,third,3,8,A
7444,Y,third,7,3,F
7445,N,second,84,91,A
7446,N,second,88,45,C
7447,Y,third,99,33,F
7448,N,third,7,3,B
7449,N,third,3,13,F
7450,Y,first,15,31,F
7451,Y,third,20,44,D
7452,N,second,4,4,A
7453,N,third,1,6,F
7454,Y,first,13,21,F
7455,N,first,12,10,D
7456,N,third,17,3,F
7457,N,first,14,11,D
7458,N,second,40,87,A
7459,N,first,34,88,F
7460,Y,third,53,9,B
7461,Y,first,82,18,B
7462,Y,third,44,50,F
7463,Y,first,27,42,D
7464,N,second,17,2,F
7465,N,first,68,36,B
7466,N,third,3,14,A
7467,Y,second,73,29,D
7468,Y,first,50,4,D
7469,N,first,9,63,A
7470,Y,third,86,82,A
7471,N,third,63,59,C
7472,Y,third,8,8,A
7473,Y,third,6,7,A
7474,N,third,2,14,A
7475,Y,first,79,89,B
7476,Y,third,75,74,A
7477,Y,third,20,52,D
7478,N,second,84,95,A
7479,N,first,18,9,F
7480,Y,second,28,72,A
7481,Y,third,63,95,A
7482,Y,second,9,27,F
7483,Y,second,18,2,D
7484,Y,third,39,67,B
7485,N,third,80,73,B
7486,N,third,3,16,F
7487,Y,third,99,10,D
7488,Y,third,79,29,C
7489,Y,first,7,9,A
7490,Y,third,20,27,C
7491,N,first,13,16,F
7492,Y,first,2,23,F
7493,N,first,53,89,A
7494,N,second,1,15,B
7495,Y,first,14,2,F
7496,N,first,68,63,A
7497,Y,second,12,98,B
7498,N,first,97,95,B
7499,Y,third,3,9,A
7500,N,third,9,2,F
7501,Y,third,26,65,A
7502,N,second,13,21,D
7503,Y,third,67,12,A
7504,N,third,1,11,A
7505,Y,third,56,25,F
7506,Y,third,82,31,B
7507,N,second,9,7,B
7508,N,second,17,22,C
7509,Y,first,26,53,A
7510,N,first,8,15,F
7511,Y,first,29,47,F
7512,N,second,96,44,A
7513,Y,third,5,7,A
7514,Y,third,6,2,A
7515,Y,second,59,99,C
7516,N,third,13,60,F
7517,Y,third,26,14,C
7518,Y,second,2,14,F
7519,Y,first,21,82,A
7520,Y,first,4,25,A
7521,Y,third,43,63,C
7522,N,second,76,65,A
7523,Y,first,66,92,B
7524,N,second,28,37,D
7525,Y,first,19,17,B
7526,N,second,19,5,D
7527,Y,third,14,50,B
7528,N,third,2,6,A
7529,Y,first,75,43,B
7530,Y,first,96,91,F
7531,Y,third,73,5,D
7532,Y,third,84,44,A
7533,N,second,49,10,C
7534,N,third,1,54,C
7535,Y,third,14,53,D
7536,Y,third,34,81,A
7537,Y,first,9,49,F
7538,Y,second,22,41,F
7539,N,second,11,23,F
7540,Y,third,67,63,B
7541,Y,third,21,63,B
7542,Y,third,64,31,A
7543,Y,third,13,66,A
7544,Y,third,16,53,B
7545,N,third,3,16,A
7546,N,first,97,92,A
7547,N,second,61,34,B
7548,Y,first,21,28,D
7549,N,second,72,61,A
7550,Y,first,9,8,F
7551,Y,third,20,38,C
7552,Y,first,57,42,C
7553,Y,second,29,58,C
7554,Y,third,74,2,D
7555,Y,third,22,74,B
7556,N,third,1,13,F
7557,N,first,96,38,A
7558,N,second,12,1,D
7559,N,third,79,42,B
7560,Y,third,2,69,B
7561,N,second,5,4,F
7562,N,third,75,15,D
7563,Y,third,68,61,D
7564,Y,first,10,42,C
7565,N,first,52,53,C
7566,Y,first,55,42,B
7567,Y,third,15,32,B
7568,N,third,90,30,F
7569,Y,third,93,14,D
7570,Y,first,39,70,F
7571,Y,second,34,53,F
7572,Y,third,61,78,D
7573,Y,first,89,40,A
7574,Y,first,18,0,F
7575,Y,third,12,41,C
7576,Y,first,36,35,D
7577,Y,third,66,64,A
7578,Y,third,80,60,A
7579,Y,first,22,22,A
7580,N,second,10,5,D
7581,N,third,9,7,B
7582,N,third,49,32,C
7583,N,first,5,14,F
7584,Y,first,1,37,B
7585,Y,first,64,67,B
7586,N,third,57,53,C
7587,Y,third,79,6,A
7588,N,third,31,95,C
7589,Y,third,45,91,F
7590,Y,third,18,42,D
7591,Y,second,12,6,C
7592,Y,third,78,79,A
7593,Y,first,54,57,A
7594,Y,first,47,67,C
7595,N,second,76,78,B
7596,N,second,8,15,F
7597,Y,second,9,16,A
7598,Y,second,66,12,A
7599,N,second,89,48,B
7600,N,third,65,63,A
7601,N,first,5,29,D
7602,N,second,35,57,B
7603,N,third,8,3,A
7604,Y,first,54,23,C
7605,Y,second,16,61,F
7606,Y,second,29,79,F
7607,Y,third,50,67,F
7608,N,third,93,44,A
7609,Y,second,96,13,A
7610,Y,first,72,55,A
7611,Y,third,33,58,A
7612,N,first,94,72,A
7613,N,third,71,90,A
7614,Y,second,75,15,A
7615,Y,second,39,27,B
7616,Y,third,14,18,C
7617,N,first,84,57,F
7618,N,second,87,96,C
7619,N,third,17,19,D
7620,N,third,34,67,C
7621,N,third,7,10,A
7622,Y,third,30,61,B
7623,Y,second,14,57,A
7624,Y,third,58,80,D
7625,Y,second,53,58,C
7626,Y,third,2,6,D
7627,N,third,8,6,B
7628,N,third,81,86,A
7629,Y,second,63,73,A
7630,Y,second,63,63,C
7631,Y,first,15,80,D
7632,Y,third,2,13,A
7633,Y,second,15,94,F
7634,N,third,3,24,F
7635,N,second,1,2,F
7636,Y,first,19,16,F
7637,Y,third,4,2,F
7638,Y,second,76,52,F
7639,N,third,93,65,F
7640,Y,second,12,75,C
7641,N,second,5,4,A
7642,N,first,13,24,D
7643,Y,third,5,2,A
7644,Y,third,6,18,D
7645,N,first,69,50,D
7646,Y,first,69,20,B
7647,Y,second,95,77,A
7648,Y,third,2,16,A
7649,Y,third,13,27,D
7650,Y,first,62,59,B
7651,Y,third,66,67,F
7652,Y,second,6,10,D
7653,Y,third,51,49,D
7654,N,second,12,6,D
7655,Y,third,33,78,A
7656,N,second,94,80,A
7657,Y,third,47,52,F
7658,N,second,12,14,D
7659,Y,third,55,21,C
7660,Y,second,6,35,D
7661,N,second,52,61,A
7662,Y,third,16,52,B
7663,Y,third,68,28,A
7664,N,third,19,21,D
7665,Y,third,8,5,B
7666,Y,second,76,77,C
7667,N,second,3,51,A
7668,N,third,52,37,B
7669,N,third,62,95,D
7670,N,third,55,90,C
7671,Y,third,9,8,A
7672,Y,third,9,18,F
7673,Y,second,85,64,A
7674,Y,first,18,25,D
7675,Y,third,43,36,F
7676,N,second,4,2,D
7677,Y,second,6,13,A
7678,Y,third,31,66,B
7679,N,third,70,49,C
7680,Y,first,79,91,B
7681,N,third,61,80,A
7682,Y,second,69,2,D
7683,N,third,77,99,B
7684,N,first,72,70,A
7685,N,first,74,36,A
7686,Y,first,0,11,F
7687,Y,third,24,17,D
7688,N,first,13,36,F
7689,N,third,6,5,B
7690,N,second,11,18,D
7691,N,second,9,3,B
7692,N,second,11,26,B
7693,N,third,6,1,A
7694,N,second,58,13,D
7695,Y,third,61,98,A
7696,Y,third,61,62,A
7697,N,second,9,2,B
7698,Y,first,44,86,C
7699,Y,third,63,57,A
7700,Y,first,67,46,F
7701,Y,first,38,51,F
7702,Y,third,85,30,B
7703,N,third,22,7,F
7704,Y,second,16,11,D
7705,N,first,7,4,D
7706,N,third,2,15,B
7707,Y,first,97,5,F
7708,N,third,4,2,B
7709,Y,first,16,1,F
7710,Y,first,24,62,D
7711,Y,first,18,54,F
7712,N,second,26,52,C
7713,Y,first,12,14,F
7714,Y,second,72,21,A
7715,N,third,8,86,D
7716,N,first,11,14,F
7717,N,second,63,61,B
7718,Y,first,59,3,D
7719,N,second,63,56,C
7720,Y,second,90,58,C
7721,N,third,60,59,A
7722,Y,third,85,42,B
7723,Y,third,52,64,A
7724,Y,second,57,25,C
7725,Y,second,37,90,C
7726,Y,third,10,2,D
7727,Y,first,25,63,F
7728,Y,third,36,95,B
7729,Y,second,10,5,C
7730,Y,third,42,54,D
7731,N,third,9,5,F
7732,Y,second,73,88,C
7733,N,third,12,20,D
7734,Y,third,42,94,B
7735,Y,third,42,63,A
7736,Y,third,36,94,D
7737,Y,first,61,87,A
7738,Y,second,57,26,C
7739,Y,second,9,21,F
7740,N,second,9,3,D
7741,Y,third,22,55,D
7742,Y,third,99,32,A
7743,Y,first,78,76,F
7744,N,third,90,57,D
7745,Y,first,52,52,F
7746,Y,first,60,59,F
7747,N,second,19,18,F
7748,N,third,4,6,B
7749,Y,first,2,10,F
7750,Y,third,2,9,A
7751,N,third,86,54,A
7752,Y,first,16,63,F
7753,Y,first,41,60,B
7754,Y,first,67,62,B
7755,N,second,90,91,D
7756,N,third,19,25,D
7757,Y,second,58,86,D
7758,N,second,16,6,D
7759,Y,third,27,5,C
7760,N,second,50,56,A
7761,Y,third,83,74,D
7762,Y,third,55,3,A
7763,N,second,34,55,D
7764,N,third,5,14,A
7765,N,third,9,4,A
7766,N,third,6,25,D
7767,N,third,21,24,F
7768,Y,second,8,6,A
7769,N,second,74,76,B
7770,Y,first,86,58,A
7771,N,third,12,12,D
7772,Y,third,10,10,F
7773,N,third,5,6,B
7774,N,second,3,22,F
7775,N,third,7,7,F
7776,Y,third,34,51,C
7777,Y,second,59,38,A
7778,Y,third,79,16,B
7779,N,third,9,7,A
7780,Y,first,31,68,B
7781,N,third,1,16,A
7782,Y,first,6,4,F
7783,Y,second,34,53,D
7784,Y,first,94,55,A
7785,Y,second,20,57,D
7786,N,first,12,1,D
7787,N,first,3,7,F
7788,N,third,2,4,B
7789,Y,first,22,60,D
7790,Y,second,91,77,A
7791,Y,third,17,53,C
7792,N,second,4,4,A
7793,N,third,25,30,F
7794,N,second,6,1,A
7795,Y,third,65,68,F
7796,Y,second,8,18,F
7797,Y,third,49,85,B
7798,Y,second,16,18,D
7799,N,third,16,11,D
7800,Y,third,53,45,C
7801,N,first,79,42,F
7802,Y,third,10,60,A
7803,Y,first,13,6,F
7804,N,second,3,16,A
7805,N,second,88,50,F
7806,Y,first,10,58,B
7807,Y,third,20,56,B
7808,Y,third,59,21,A
7809,Y,first,25,40,D
7810,Y,third,46,79,A
7811,Y,third,1,68,D
7812,Y,first,66,96,B
7813,N,first,11,12,D
7814,N,third,5,7,A
7815,Y,second,35,57,A
7816,N,second,19,2,F
7817,Y,first,17,22,D
7818,N,third,4,15,A
7819,Y,third,43,60,C
7820,Y,second,68,12,A
7821,Y,third,61,51,F
7822,Y,first,6,12,F
7823,Y,third,58,89,C
7824,Y,third,49,35,F
7825,Y,first,19,20,D
7826,N,second,13,10,D
7827,Y,second,20,35,C
7828,N,second,92,77,F
7829,Y,third,93,95,B
7830,N,third,92,66,A
7831,Y,second,48,19,A
7832,Y,third,20,44,D
7833,Y,first,7,7,F
7834,Y,third,18,64,A
7835,N,third,72,2,A
7836,N,third,45,17,A
7837,Y,first,45,34,A
7838,Y,second,1,2,F
7839,Y,third,70,13,A
7840,N,first,8,19,D
7841,N,second,94,49,C
7842,Y,third,62,26,A
7843,N,third,8,13,A
7844,N,second,7,5,F
7845,Y,first,92,55,D
7846,N,third,71,67,A
7847,Y,second,81,71,B
7848,Y,first,3,12,D
7849,N,third,7,9,A
7850,N,second,60,51,F
7851,N,third,6,5,A
7852,Y,second,69,31,D
7853,N,third,2,7,B
7854,N,third,52,16,A
7855,Y,first,56,51,D
7856,Y,second,32,63,A
7857,Y,third,81,84,A
7858,Y,third,85,46,B
7859,Y,second,29,77,A
7860,Y,third,52,0,B
7861,N,second,65,82,A
7862,Y,first,76,40,A
7863,Y,second,98,66,B
7864,N,third,9,11,A
7865,Y,first,0,12,B
7866,Y,first,20,56,D
7867,N,third,80,48,F
7868,N,third,6,1,A
7869,N,first,3,25,F
7870,N,third,66,85,C
7871,N,third,60,37,B
7872,Y,third,78,56,B
7873,N,third,35,84,D
7874,Y,third,34,77,A
7875,Y,second,20,32,B
7876,N,second,65,91,D
7877,Y,second,67,45,D
7878,N,first,15,15,F
7879,N,first,10,20,D
7880,Y,third,2,14,F
7881,N,third,47,52,B
7882,Y,second,51,56,C
7883,N,third,3,12,B
7884,N,third,2,8,F
7885,N,third,1,26,D
7886,Y,second,64,21,B
7887,Y,first,23,28,D
7888,N,second,77,45,A
7889,N,second,6,15,A
7890,N,first,3,96,A
7891,Y,second,59,39,C
7892,N,second,9,18,D
7893,N,third,8,5,A
7894,Y,second,17,10,A
7895,N,third,7,13,F
7896,Y,first,20,6,C
7897,N,first,63,58,D
7898,Y,first,20,42,C
7899,Y,second,79,56,D
7900,N,second,19,52,A
7901,Y,third,77,9,F
7902,Y,first,44,89,A
7903,Y,third,10,52,F
7904,Y,third,9,3,F
7905,N,third,99,83,F
7906,Y,third,85,66,A
7907,Y,third,62,77,B
7908,Y,first,43,59,D
7909,Y,second,87,60,A
7910,Y,first,17,46,C
7911,N,second,69,81,C
7912,Y,second,91,44,F
7913,Y,third,42,79,A
7914,N,third,95,84,A
7915,Y,second,38,67,A
7916,Y,third,39,74,D
7917,N,third,18,19,D
7918,Y,first,99,53,A
7919,Y,third,65,56,A
7920,Y,first,43,46,F
7921,N,first,16,12,F
7922,N,third,59,73,C
7923,Y,second,49,54,D
7924,N,first,3,80,A
7925,Y,third,6,5,F
7926,N,first,35,96,F
7927,Y,third,3,15,D
7928,Y,third,33,64,A
7929,Y,first,17,2,D
7930,N,second,14,26,D
7931,Y,second,24,16,F
7932,Y,second,4,16,C
7933,Y,second,65,68,F
7934,Y,second,19,36,C
7935,N,second,0,8,B
7936,N,third,1,17,D
7937,Y,third,76,5,D
7938,N,third,9,10,F
7939,Y,first,2,18,B
7940,N,third,1,16,B
7941,N,second,83,66,A
7942,Y,second,94,73,D
7943,N,first,15,16,B
7944,Y,first,94,59,A
7945,Y,second,52,66,C
7946,N,second,87,55,F
7947,N,third,79,55,C
7948,Y,first,22,39,D
7949,Y,second,58,38,A
