,session 5,test 3,dropout
8032,32.0,D,N
8033,96.0,C,N
8034,40.0,D,N
8035,58.0,D,N
8036,63.0,F,N
8037,35.0,D,N
8038,13.0,C,N
8039,,,Y
8040,30.0,F,N
8041,,,Y
8042,10.0,F,Y
8043,43.0,D,Y
8044,53.0,D,Y
8045,46.0,A,N
8046,63.0,B,N
8047,41.0,B,N
8048,86.0,B,N
8049,,,Y
8050,62.0,F,Y
8051,20.0,D,Y
8052,69.0,A,N
8053,67.0,C,N
8054,48.0,B,N
8055,,,Y
8056,6.0,B,N
8057,24.0,A,N
8058,,,Y
8059,21.0,F,N
8060,47.0,A,N
8061,99.0,F,N
8062,25.0,F,N
8063,36.0,F,Y
8064,30.0,B,N
8065,42.0,D,N
8066,17.0,F,N
8067,80.0,C,N
8068,31.0,A,Y
8069,51.0,F,N
8070,70.0,B,Y
8071,11.0,D,Y
8072,32.0,B,N
8073,55.0,C,Y
8074,,,Y
8075,33.0,F,N
8076,75.0,D,Y
8077,69.0,D,Y
8078,31.0,D,N
8079,,,Y
8080,64.0,D,Y
8081,,,Y
8082,15.0,F,N
8083,71.0,C,N
8084,29.0,B,N
8085,32.0,A,N
8086,24.0,B,N
8087,49.0,F,N
8088,,,Y
8089,40.0,B,N
8090,26.0,F,N
8091,27.0,F,N
8092,2.0,A,N
8093,,,Y
8094,94.0,C,N
8095,20.0,B,Y
8096,68.0,B,N
8097,87.0,B,N
8098,55.0,F,N
8099,63.0,A,N
8100,30.0,A,N
8101,35.0,B,N
8102,25.0,D,Y
8103,77.0,B,N
8104,93.0,B,N
8105,34.0,D,N
8106,42.0,A,N
8107,31.0,A,N
8108,,,Y
8109,,,Y
8110,87.0,F,N
8111,,,Y
8112,54.0,B,N
8113,41.0,B,N
8114,,,Y
8115,,,Y
8116,,,Y
8117,25.0,B,N
8118,98.0,A,N
8119,74.0,D,N
8120,64.0,D,Y
8121,75.0,B,N
8122,49.0,B,N
8123,,,Y
8124,94.0,C,N
8125,,,Y
8126,79.0,B,Y
8127,7.0,A,N
8128,29.0,B,N
8129,96.0,F,N
8130,67.0,B,N
8131,70.0,A,N
8132,11.0,D,Y
8133,,,Y
8134,17.0,B,N
8135,94.0,F,N
8136,78.0,C,N
8137,77.0,C,N
8138,,,Y
8139,44.0,F,N
8140,91.0,B,N
8141,,,Y
8142,1.0,A,N
8143,,,Y
8144,40.0,A,N
8145,,,Y
8146,,,Y
8147,,,Y
8148,99.0,F,N
8149,28.0,D,N
8150,90.0,D,N
8151,65.0,C,N
8152,46.0,B,N
8153,,,Y
8154,17.0,A,N
8155,7.0,D,N
8156,19.0,C,N
8157,,,Y
8158,56.0,D,N
8159,41.0,A,N
8160,50.0,C,N
8161,83.0,C,N
8162,46.0,B,Y
8163,72.0,F,Y
8164,67.0,F,N
8165,12.0,C,N
8166,38.0,F,Y
8167,78.0,A,N
8168,,,Y
8169,87.0,B,N
8170,,,Y
8171,72.0,F,N
8172,,,Y
8173,,,Y
8174,16.0,D,N
8175,,,Y
8176,84.0,D,Y
8177,33.0,B,N
8178,77.0,F,N
8179,60.0,F,N
8180,,,Y
8181,18.0,C,N
8182,27.0,A,N
8183,42.0,D,N
8184,48.0,C,Y
8185,95.0,F,N
8186,47.0,B,N
8187,92.0,F,N
8188,,,Y
8189,42.0,F,N
8190,22.0,B,N
8191,,,Y
8192,84.0,F,Y
8193,,,Y
8194,54.0,F,N
8195,69.0,B,N
8196,97.0,C,N
8197,89.0,F,Y
8198,51.0,F,N
8199,58.0,F,N
8200,64.0,A,N
8201,67.0,C,N
8202,88.0,F,N
8203,43.0,C,N
8204,,,Y
8205,81.0,A,N
8206,18.0,D,N
8207,84.0,F,N
8208,9.0,F,N
8209,17.0,F,N
8210,72.0,F,N
8211,95.0,C,N
8212,30.0,B,N
8213,97.0,C,N
8214,84.0,C,N
8215,54.0,C,N
8216,,,Y
8217,,,Y
8218,,,Y
8219,88.0,F,N
8220,86.0,C,N
8221,23.0,F,N
8222,,,Y
8223,14.0,C,N
8224,46.0,F,N
8225,68.0,C,Y
8226,59.0,A,N
8227,18.0,D,N
8228,52.0,B,N
8229,27.0,A,N
8230,88.0,C,N
8231,46.0,B,N
8232,62.0,C,N
8233,26.0,B,N
8234,90.0,F,N
8235,1.0,B,N
8236,,,Y
8237,,,Y
8238,40.0,A,N
8239,35.0,A,N
8240,,,Y
8241,45.0,B,N
8242,,,Y
8243,57.0,F,N
8244,97.0,C,N
8245,34.0,B,N
8246,65.0,A,N
8247,92.0,F,Y
8248,46.0,F,Y
8249,16.0,D,Y
8250,41.0,A,N
8251,63.0,A,N
8252,17.0,C,Y
8253,62.0,A,N
8254,24.0,B,N
8255,99.0,C,N
8256,46.0,D,N
8257,51.0,B,N
8258,60.0,C,N
8259,,,Y
8260,56.0,B,N
8261,61.0,B,N
8262,23.0,A,N
8263,49.0,F,Y
8264,49.0,D,N
8265,90.0,F,N
8266,36.0,F,Y
8267,7.0,A,N
8268,30.0,A,N
8269,78.0,D,N
8270,40.0,F,N
8271,28.0,D,N
8272,48.0,B,N
8273,25.0,F,Y
8274,59.0,D,Y
8275,89.0,A,N
8276,88.0,D,Y
8277,18.0,F,N
8278,75.0,B,N
8279,44.0,F,N
8280,78.0,D,N
8281,73.0,A,N
8282,51.0,F,Y
8283,31.0,C,Y
8284,73.0,C,N
8285,5.0,C,N
8286,47.0,B,N
8287,,,Y
8288,91.0,A,N
8289,38.0,A,N
8290,29.0,B,N
8291,92.0,F,N
8292,31.0,D,Y
8293,61.0,C,N
8294,52.0,D,Y
8295,30.0,A,N
8296,73.0,A,N
8297,85.0,D,Y
8298,9.0,C,N
8299,71.0,B,N
8300,,,Y
8301,33.0,C,Y
8302,52.0,D,Y
8303,,,Y
8304,,,Y
8305,1.0,F,Y
8306,79.0,A,N
8307,,,Y
8308,,,Y
8309,46.0,F,N
8310,1.0,D,Y
8311,83.0,F,N
8312,20.0,F,N
8313,17.0,F,N
8314,,,Y
8315,38.0,F,N
8316,1.0,C,Y
8317,30.0,F,N
8318,21.0,F,Y
8319,28.0,A,Y
8320,,,Y
8321,86.0,B,N
8322,37.0,D,Y
8323,,,Y
8324,20.0,A,N
8325,65.0,C,N
8326,24.0,A,N
8327,,,Y
8328,67.0,F,N
8329,74.0,B,N
8330,57.0,D,Y
8331,61.0,F,N
8332,90.0,F,Y
8333,,,Y
8334,83.0,B,N
8335,65.0,C,N
8336,94.0,F,N
8337,33.0,B,N
8338,57.0,C,N
8339,,,Y
8340,85.0,D,N
8341,75.0,F,N
8342,31.0,D,N
8343,44.0,A,N
8344,48.0,B,Y
8345,14.0,A,N
8346,71.0,B,N
8347,39.0,A,N
8348,38.0,A,N
8349,95.0,B,N
8350,5.0,A,N
8351,98.0,B,N
8352,37.0,F,N
8353,19.0,D,Y
8354,46.0,C,N
8355,29.0,B,N
8356,38.0,A,N
8357,27.0,C,N
8358,,,Y
8359,,,Y
8360,85.0,B,N
8361,94.0,B,N
8362,52.0,A,N
8363,,,Y
8364,84.0,B,N
8365,55.0,B,N
8366,70.0,D,Y
8367,55.0,A,N
8368,4.0,A,N
8369,70.0,F,N
8370,72.0,F,Y
8371,62.0,F,Y
8372,76.0,D,N
8373,,,Y
8374,37.0,F,Y
8375,77.0,A,N
8376,46.0,F,N
8377,87.0,B,N
8378,14.0,F,Y
8379,,,Y
8380,13.0,A,N
8381,37.0,F,N
8382,61.0,B,N
8383,66.0,D,N
8384,64.0,F,N
8385,,,Y
8386,36.0,A,N
8387,61.0,C,N
8388,,,Y
8389,77.0,F,N
8390,43.0,B,Y
8391,63.0,B,N
8392,28.0,D,Y
8393,60.0,F,N
8394,89.0,C,N
8395,32.0,F,N
8396,40.0,B,N
8397,,,Y
8398,93.0,F,N
8399,77.0,B,N
8400,56.0,B,N
8401,62.0,D,Y
8402,88.0,D,N
8403,,,Y
8404,44.0,B,N
8405,65.0,F,N
8406,58.0,F,N
8407,81.0,B,N
8408,57.0,C,N
8409,37.0,A,N
8410,8.0,F,N
8411,52.0,C,N
8412,65.0,A,N
8413,43.0,F,Y
8414,75.0,C,N
8415,58.0,C,N
8416,20.0,F,N
8417,36.0,B,N
8418,50.0,C,N
8419,24.0,A,N
8420,25.0,B,N
8421,57.0,F,N
8422,85.0,D,N
8423,60.0,A,N
8424,38.0,B,N
8425,25.0,D,N
8426,,,Y
8427,,,Y
8428,63.0,B,N
8429,60.0,A,N
8430,98.0,B,N
8431,69.0,F,N
8432,35.0,A,N
8433,42.0,B,N
8434,11.0,A,N
8435,35.0,A,N
8436,46.0,D,Y
8437,0.0,F,N
8438,51.0,B,Y
8439,44.0,A,Y
8440,63.0,A,N
8441,57.0,F,N
8442,29.0,A,N
8443,12.0,D,Y
8444,99.0,C,N
8445,,,Y
8446,90.0,F,N
8447,,,Y
8448,,,Y
8449,37.0,B,N
8450,67.0,D,N
8451,,,Y
8452,,,Y
8453,,,Y
8454,36.0,C,N
8455,,,Y
8456,39.0,A,N
8457,71.0,A,N
8458,33.0,A,N
8459,,,Y
8460,26.0,D,N
8461,,,Y
8462,39.0,D,Y
8463,,,Y
8464,,,Y
8465,,,Y
8466,3.0,F,Y
8467,,,Y
8468,84.0,C,N
8469,26.0,B,N
8470,81.0,F,N
8471,78.0,B,N
8472,77.0,A,N
8473,,,Y
8474,,,Y
8475,16.0,D,Y
8476,,,Y
8477,73.0,C,N
8478,19.0,F,N
8479,21.0,F,N
8480,43.0,C,N
8481,74.0,C,N
8482,29.0,B,N
8483,5.0,A,Y
8484,,,Y
8485,14.0,C,Y
8486,49.0,F,N
8487,3.0,F,N
8488,49.0,A,N
8489,93.0,C,N
8490,77.0,D,Y
8491,25.0,F,N
8492,,,Y
8493,20.0,A,N
8494,,,Y
8495,58.0,C,N
8496,25.0,F,N
8497,56.0,B,N
8498,23.0,F,Y
8499,26.0,D,N
8500,90.0,B,N
8501,80.0,D,N
8502,,,Y
8503,,,Y
8504,14.0,D,N
8505,47.0,B,N
8506,56.0,C,Y
8507,26.0,D,N
8508,86.0,D,Y
8509,89.0,F,Y
8510,91.0,F,Y
8511,,,Y
8512,12.0,B,N
8513,11.0,A,N
8514,44.0,C,N
8515,,,Y
8516,89.0,C,N
8517,24.0,C,N
8518,34.0,A,N
8519,36.0,A,N
8520,26.0,F,N
8521,52.0,B,N
8522,,,Y
8523,18.0,A,N
8524,9.0,A,Y
8525,,,Y
8526,35.0,B,N
8527,,,Y
8528,35.0,A,N
8529,49.0,B,N
8530,55.0,A,N
8531,78.0,D,N
8532,41.0,A,N
8533,41.0,A,N
8534,19.0,C,N
8535,64.0,B,N
8536,32.0,F,Y
8537,50.0,B,N
8538,11.0,A,N
8539,73.0,D,N
8540,2.0,C,N
8541,64.0,D,Y
8542,,,Y
8543,3.0,F,N
8544,63.0,C,N
8545,26.0,B,N
8546,31.0,B,N
8547,97.0,C,N
8548,48.0,F,N
8549,69.0,D,Y
8550,68.0,A,N
8551,,,Y
8552,,,Y
8553,,,Y
8554,,,Y
8555,56.0,D,N
8556,81.0,A,N
8557,94.0,C,N
8558,10.0,D,Y
8559,88.0,F,N
8560,,,Y
8561,26.0,A,N
8562,,,Y
8563,44.0,D,Y
8564,28.0,C,N
8565,29.0,A,N
8566,6.0,A,N
8567,58.0,B,N
8568,,,Y
8569,4.0,A,N
8570,68.0,F,Y
8571,,,Y
8572,,,Y
8573,52.0,F,N
8574,,,Y
8575,87.0,B,N
8576,19.0,C,Y
8577,,,Y
8578,68.0,C,N
8579,37.0,D,Y
8580,35.0,B,N
8581,5.0,F,N
8582,,,Y
8583,,,Y
8584,,,Y
8585,82.0,B,N
8586,60.0,B,N
8587,68.0,C,Y
8588,,,Y
8589,,,Y
8590,38.0,F,Y
8591,42.0,C,N
8592,52.0,C,Y
8593,26.0,A,N
8594,,,Y
8595,30.0,C,N
8596,,,Y
8597,65.0,B,N
8598,,,Y
8599,37.0,A,N
8600,34.0,B,N
8601,,,Y
8602,61.0,C,N
8603,8.0,D,Y
8604,75.0,A,N
8605,55.0,D,N
8606,,,Y
8607,27.0,A,N
8608,60.0,D,N
8609,0.0,D,Y
8610,,,Y
8611,48.0,B,N
8612,11.0,A,N
8613,37.0,F,Y
8614,52.0,A,N
8615,87.0,D,N
8616,56.0,D,N
8617,46.0,F,Y
8618,,,Y
8619,39.0,F,N
8620,80.0,F,N
8621,44.0,F,N
8622,58.0,D,N
8623,42.0,B,N
8624,,,Y
8625,84.0,B,N
8626,44.0,A,N
8627,75.0,F,N
8628,99.0,A,N
8629,46.0,B,N
8630,57.0,B,N
8631,39.0,B,N
8632,8.0,F,N
8633,36.0,B,N
8634,,,Y
8635,33.0,F,Y
8636,33.0,A,Y
8637,66.0,B,N
8638,44.0,A,N
8639,63.0,B,Y
8640,,,Y
8641,67.0,C,N
8642,25.0,A,N
8643,,,Y
8644,45.0,C,N
8645,,,Y
8646,30.0,D,N
8647,76.0,C,Y
8648,36.0,D,N
8649,,,Y
8650,72.0,B,N
8651,89.0,B,N
8652,73.0,A,N
8653,52.0,C,N
8654,16.0,B,N
8655,,,Y
8656,,,Y
8657,63.0,F,N
8658,67.0,B,N
8659,6.0,A,N
8660,64.0,A,N
8661,67.0,F,N
8662,76.0,D,N
8663,52.0,A,N
8664,83.0,C,N
8665,64.0,D,Y
8666,46.0,F,N
8667,,,Y
8668,26.0,A,N
8669,20.0,F,N
8670,,,Y
8671,30.0,A,Y
8672,25.0,A,Y
8673,,,Y
8674,48.0,B,N
8675,44.0,F,N
8676,41.0,F,N
8677,40.0,D,N
8678,35.0,A,N
8679,27.0,A,N
8680,40.0,D,N
8681,87.0,B,N
8682,12.0,F,N
8683,89.0,B,N
8684,48.0,A,N
8685,,,Y
8686,62.0,A,Y
8687,11.0,C,Y
8688,32.0,B,N
8689,55.0,B,N
8690,49.0,F,N
8691,47.0,D,N
8692,42.0,D,N
8693,34.0,A,N
8694,10.0,C,Y
8695,4.0,B,N
8696,21.0,A,N
8697,39.0,C,N
8698,66.0,B,N
8699,,,Y
8700,53.0,C,N
8701,1.0,C,Y
8702,19.0,F,N
8703,,,Y
8704,,,Y
8705,39.0,B,N
8706,94.0,F,N
8707,25.0,C,N
8708,66.0,C,N
8709,60.0,B,N
8710,80.0,D,Y
8711,34.0,F,Y
8712,86.0,B,N
8713,43.0,A,N
8714,66.0,C,Y
8715,79.0,F,Y
8716,,,Y
8717,44.0,D,N
8718,45.0,F,N
8719,,,Y
8720,69.0,D,Y
8721,53.0,D,N
8722,33.0,A,N
8723,24.0,D,N
8724,6.0,A,N
8725,58.0,B,N
8726,,,Y
8727,,,Y
8728,46.0,C,N
8729,37.0,D,N
8730,,,Y
8731,33.0,D,Y
8732,60.0,B,N
8733,0.0,A,N
8734,46.0,B,N
8735,39.0,D,Y
8736,,,Y
8737,,,Y
8738,,,Y
8739,34.0,B,N
8740,91.0,F,N
8741,52.0,B,N
8742,11.0,B,N
8743,40.0,A,N
8744,27.0,B,N
8745,76.0,F,N
8746,20.0,F,N
8747,,,Y
8748,45.0,A,N
8749,88.0,F,N
8750,7.0,C,N
8751,76.0,F,N
8752,,,Y
8753,44.0,A,N
8754,,,Y
8755,38.0,A,N
8756,21.0,A,N
8757,71.0,C,N
8758,0.0,F,N
8759,,,Y
8760,86.0,D,N
8761,76.0,D,N
8762,57.0,B,N
8763,49.0,A,N
8764,74.0,C,N
8765,,,Y
8766,15.0,C,N
8767,,,Y
8768,27.0,D,Y
8769,,,Y
8770,42.0,F,N
8771,25.0,A,N
8772,23.0,A,N
8773,25.0,A,Y
8774,74.0,D,N
8775,46.0,A,N
8776,26.0,A,N
8777,62.0,F,N
8778,50.0,F,N
8779,59.0,C,N
8780,24.0,F,N
8781,,,Y
8782,38.0,C,N
8783,30.0,C,N
8784,43.0,B,N
8785,55.0,D,N
8786,,,Y
8787,82.0,F,N
8788,69.0,B,N
8789,76.0,A,N
8790,54.0,A,N
8791,42.0,C,N
8792,,,Y
8793,14.0,A,Y
8794,39.0,A,N
8795,53.0,B,Y
8796,49.0,A,N
8797,68.0,C,N
8798,17.0,C,Y
8799,76.0,F,N
8800,3.0,C,N
8801,5.0,C,N
8802,,,Y
8803,31.0,B,N
8804,65.0,F,N
8805,32.0,A,N
8806,36.0,F,N
8807,97.0,F,N
8808,56.0,C,N
8809,,,Y
8810,91.0,C,N
8811,38.0,F,N
8812,,,Y
8813,15.0,A,N
8814,76.0,A,N
8815,,,Y
8816,38.0,C,N
8817,58.0,C,N
8818,98.0,C,N
8819,44.0,F,N
8820,86.0,C,N
8821,35.0,D,Y
8822,45.0,D,N
8823,47.0,D,N
8824,33.0,A,N
8825,39.0,B,N
8826,78.0,D,Y
8827,55.0,C,N
8828,64.0,F,N
8829,28.0,A,N
8830,96.0,F,N
8831,28.0,C,Y
8832,,,Y
8833,,,Y
8834,58.0,A,N
8835,52.0,B,N
8836,,,Y
8837,62.0,B,N
8838,,,Y
8839,17.0,D,N
8840,,,Y
8841,92.0,C,N
8842,19.0,A,N
8843,4.0,D,N
8844,35.0,C,N
8845,,,Y
8846,82.0,F,N
8847,40.0,B,N
8848,88.0,F,N
8849,39.0,D,Y
8850,33.0,B,N
8851,12.0,B,N
8852,30.0,B,N
8853,18.0,A,N
8854,72.0,B,N
8855,80.0,C,N
8856,17.0,D,Y
8857,57.0,D,Y
8858,17.0,D,Y
8859,88.0,C,N
8860,,,Y
8861,27.0,A,N
8862,82.0,C,N
8863,48.0,A,N
8864,,,Y
8865,50.0,A,N
8866,38.0,A,N
8867,72.0,D,Y
8868,69.0,A,N
8869,3.0,D,N
8870,14.0,A,N
8871,56.0,A,N
8872,11.0,F,N
8873,,,Y
8874,16.0,C,N
8875,64.0,B,N
8876,26.0,D,Y
8877,42.0,D,N
8878,36.0,D,Y
8879,27.0,F,Y
8880,,,Y
8881,45.0,F,Y
8882,2.0,A,N
8883,83.0,B,N
8884,93.0,B,N
8885,92.0,B,Y
8886,7.0,D,N
8887,19.0,B,N
8888,,,Y
8889,69.0,F,N
8890,57.0,F,Y
8891,38.0,C,Y
8892,69.0,B,N
8893,43.0,D,Y
8894,13.0,A,Y
8895,61.0,C,N
8896,,,Y
8897,31.0,F,N
8898,66.0,F,N
8899,39.0,D,N
8900,56.0,B,N
8901,76.0,A,N
8902,,,Y
8903,,,Y
8904,26.0,B,N
8905,16.0,B,Y
8906,48.0,F,N
8907,,,Y
8908,,,Y
8909,74.0,C,N
8910,49.0,F,Y
8911,,,Y
8912,48.0,B,N
8913,30.0,A,N
8914,67.0,F,Y
8915,59.0,F,Y
8916,,,Y
8917,27.0,F,Y
8918,34.0,F,N
8919,34.0,A,N
8920,34.0,A,N
8921,82.0,F,N
8922,71.0,B,N
8923,58.0,F,N
8924,72.0,A,N
8925,14.0,B,N
8926,46.0,F,N
8927,41.0,D,N
8928,62.0,A,Y
8929,75.0,F,Y
8930,74.0,C,N
8931,28.0,A,N
8932,48.0,D,N
8933,62.0,F,N
8934,,,Y
8935,,,Y
8936,,,Y
8937,54.0,C,N
8938,,,Y
8939,55.0,A,N
8940,65.0,B,N
8941,77.0,B,N
8942,53.0,B,N
8943,32.0,C,N
8944,42.0,A,N
8945,,,Y
8946,,,Y
8947,38.0,B,N
8948,5.0,F,Y
8949,43.0,C,Y
8950,64.0,F,Y
8951,46.0,F,N
8952,,,Y
8953,61.0,F,N
8954,47.0,D,N
8955,62.0,B,N
8956,44.0,F,Y
8957,,,Y
8958,28.0,B,N
8959,39.0,A,N
8960,30.0,F,N
8961,67.0,C,Y
8962,65.0,B,N
8963,33.0,C,Y
8964,92.0,A,N
8965,36.0,D,Y
8966,74.0,C,N
8967,19.0,D,Y
8968,74.0,A,N
8969,,,Y
8970,,,Y
8971,80.0,C,N
8972,62.0,F,N
8973,56.0,F,N
8974,48.0,C,N
8975,67.0,B,Y
8976,,,Y
8977,,,Y
8978,83.0,D,N
8979,78.0,B,N
8980,74.0,C,N
8981,,,Y
8982,45.0,D,Y
8983,84.0,D,N
8984,73.0,F,Y
8985,57.0,D,Y
8986,,,Y
8987,82.0,F,N
8988,16.0,D,N
8989,,,Y
8990,,,Y
8991,,,Y
8992,5.0,C,N
8993,86.0,C,N
8994,3.0,F,N
8995,,,Y
8996,14.0,F,N
8997,13.0,A,Y
8998,25.0,A,N
8999,3.0,C,N
9000,10.0,A,N
9001,63.0,C,N
9002,1.0,D,N
9003,12.0,A,Y
9004,82.0,B,N
9005,5.0,F,N
9006,,,Y
9007,57.0,F,Y
9008,,,Y
9009,81.0,D,N
9010,21.0,A,N
9011,11.0,A,N
9012,27.0,F,N
9013,57.0,C,N
9014,63.0,F,Y
9015,75.0,D,N
9016,12.0,A,N
9017,34.0,D,Y
9018,50.0,B,N
9019,90.0,F,Y
9020,51.0,B,N
9021,62.0,B,N
9022,26.0,A,N
9023,78.0,F,N
9024,,,Y
9025,23.0,D,Y
9026,60.0,A,N
9027,,,Y
9028,64.0,C,Y
9029,94.0,F,Y
9030,,,Y
9031,70.0,F,Y
9032,62.0,D,N
9033,,,Y
9034,5.0,A,N
9035,11.0,D,N
9036,,,Y
9037,10.0,F,N
9038,,,Y
9039,75.0,D,Y
9040,,,Y
9041,,,Y
9042,64.0,F,N
9043,,,Y
9044,95.0,F,N
9045,,,Y
9046,64.0,C,N
9047,,,Y
9048,46.0,B,N
9049,89.0,B,N
9050,45.0,B,N
9051,18.0,F,N
9052,29.0,D,N
9053,97.0,B,N
9054,15.0,F,N
9055,74.0,B,N
9056,,,Y
9057,67.0,A,N
9058,,,Y
9059,,,Y
9060,,,Y
9061,88.0,C,N
9062,96.0,F,N
9063,2.0,D,N
9064,33.0,B,N
9065,45.0,A,N
9066,37.0,A,N
9067,89.0,A,N
9068,51.0,C,N
9069,73.0,D,N
9070,39.0,F,N
9071,48.0,F,N
9072,42.0,F,N
9073,,,Y
9074,77.0,C,N
9075,58.0,D,Y
9076,9.0,D,N
9077,31.0,B,N
9078,39.0,F,N
9079,10.0,F,N
9080,97.0,B,N
9081,4.0,D,Y
9082,85.0,A,N
9083,,,Y
9084,73.0,D,N
9085,54.0,A,N
9086,52.0,B,N
9087,89.0,A,N
9088,3.0,B,Y
9089,47.0,B,N
9090,41.0,B,N
9091,81.0,F,N
9092,65.0,B,N
9093,37.0,B,N
9094,99.0,C,N
9095,,,Y
9096,,,Y
9097,,,Y
9098,52.0,B,N
9099,13.0,C,N
9100,,,Y
9101,48.0,F,N
9102,,,Y
9103,37.0,A,N
9104,45.0,A,N
9105,78.0,A,N
9106,25.0,F,N
9107,45.0,A,N
9108,85.0,F,Y
9109,79.0,C,N
9110,47.0,C,Y
9111,38.0,A,N
9112,,,Y
9113,29.0,D,N
9114,,,Y
9115,23.0,C,N
9116,,,Y
9117,78.0,D,Y
9118,48.0,C,N
9119,25.0,A,N
9120,,,Y
9121,49.0,B,N
9122,,,Y
9123,41.0,F,N
9124,95.0,B,N
9125,36.0,B,N
9126,4.0,F,N
9127,40.0,B,N
9128,,,Y
9129,18.0,C,N
9130,,,Y
9131,84.0,B,N
9132,54.0,D,N
9133,,,Y
9134,67.0,C,N
9135,84.0,A,N
9136,45.0,D,N
9137,45.0,D,Y
9138,46.0,D,N
9139,93.0,B,N
9140,60.0,F,N
9141,79.0,F,N
9142,80.0,F,Y
9143,79.0,C,N
9144,80.0,B,N
9145,52.0,C,N
9146,6.0,D,N
9147,51.0,C,N
9148,41.0,A,N
9149,40.0,D,Y
9150,61.0,B,N
9151,,,Y
9152,,,Y
9153,59.0,C,Y
9154,21.0,D,Y
9155,27.0,B,N
9156,32.0,F,Y
9157,79.0,F,N
9158,30.0,B,N
9159,36.0,D,Y
9160,24.0,F,Y
9161,63.0,C,Y
9162,93.0,C,N
9163,48.0,D,N
9164,33.0,A,N
9165,34.0,A,N
9166,45.0,D,N
9167,89.0,F,N
9168,21.0,A,N
9169,75.0,A,N
9170,,,Y
9171,26.0,D,N
9172,21.0,C,N
9173,46.0,A,N
9174,,,Y
9175,,,Y
9176,74.0,F,Y
9177,,,Y
9178,45.0,A,N
9179,7.0,D,N
9180,27.0,F,Y
9181,,,Y
9182,45.0,D,N
9183,15.0,B,Y
9184,44.0,B,N
9185,,,Y
9186,91.0,A,N
9187,88.0,C,N
9188,58.0,C,N
9189,49.0,B,N
9190,84.0,F,N
9191,75.0,D,N
9192,,,Y
9193,25.0,F,N
9194,42.0,D,N
9195,0.0,D,Y
9196,48.0,D,N
9197,,,Y
9198,,,Y
9199,45.0,B,N
9200,9.0,C,N
9201,51.0,C,N
9202,89.0,C,N
9203,66.0,D,N
9204,44.0,B,N
9205,27.0,F,N
9206,58.0,F,N
9207,59.0,C,Y
9208,52.0,C,N
9209,63.0,C,Y
9210,32.0,C,N
9211,,,Y
9212,76.0,F,Y
9213,84.0,B,N
9214,77.0,F,N
9215,0.0,B,N
9216,34.0,B,N
9217,47.0,A,N
9218,58.0,D,Y
9219,25.0,A,N
9220,53.0,C,N
9221,50.0,C,N
9222,87.0,D,Y
9223,,,Y
9224,49.0,B,N
9225,,,Y
9226,33.0,D,N
9227,,,Y
9228,20.0,A,N
9229,62.0,F,N
9230,18.0,C,N
9231,40.0,A,N
9232,,,Y
9233,66.0,C,N
9234,46.0,A,N
9235,20.0,C,Y
9236,31.0,D,Y
9237,,,Y
9238,88.0,B,N
9239,76.0,F,N
9240,,,Y
9241,54.0,F,N
9242,57.0,B,N
9243,27.0,F,N
9244,33.0,F,N
9245,29.0,A,N
9246,40.0,D,N
9247,39.0,A,N
9248,48.0,D,N
9249,47.0,C,N
9250,62.0,F,N
9251,87.0,B,N
9252,78.0,D,N
9253,77.0,A,N
9254,57.0,A,N
9255,75.0,D,N
9256,,,Y
9257,59.0,B,N
9258,49.0,A,N
9259,96.0,B,N
9260,49.0,A,Y
9261,,,Y
9262,,,Y
9263,49.0,F,N
9264,26.0,B,N
9265,,,Y
9266,41.0,F,Y
9267,41.0,A,N
9268,56.0,F,Y
9269,,,Y
9270,78.0,C,N
9271,1.0,F,Y
9272,21.0,D,Y
9273,31.0,C,N
9274,69.0,B,N
9275,,,Y
9276,,,Y
9277,8.0,A,N
9278,67.0,A,N
9279,54.0,F,N
9280,,,Y
9281,,,Y
9282,63.0,D,Y
9283,31.0,B,N
9284,8.0,F,N
9285,41.0,C,N
9286,,,Y
9287,23.0,B,N
9288,64.0,D,N
9289,24.0,D,N
9290,74.0,C,N
9291,53.0,C,Y
9292,31.0,A,N
9293,38.0,A,N
9294,,,Y
9295,66.0,B,N
9296,,,Y
9297,46.0,C,Y
9298,,,Y
9299,,,Y
9300,40.0,C,N
9301,38.0,A,N
9302,18.0,D,Y
9303,,,Y
9304,,,Y
9305,48.0,F,N
9306,41.0,A,N
9307,,,Y
9308,60.0,A,Y
9309,87.0,D,N
9310,33.0,B,N
9311,,,Y
9312,97.0,C,N
9313,27.0,A,N
9314,28.0,D,Y
9315,,,Y
9316,13.0,C,N
9317,45.0,D,Y
9318,26.0,B,N
9319,58.0,C,N
9320,57.0,F,N
9321,,,Y
9322,19.0,D,Y
9323,1.0,F,N
9324,32.0,F,N
9325,67.0,F,N
9326,62.0,B,N
9327,69.0,F,N
9328,42.0,C,Y
9329,45.0,F,N
9330,3.0,D,Y
9331,51.0,F,N
9332,67.0,A,Y
9333,49.0,A,N
9334,91.0,D,Y
9335,47.0,D,Y
9336,64.0,D,N
9337,27.0,F,N
9338,37.0,A,N
9339,,,Y
9340,31.0,B,N
9341,2.0,C,N
9342,85.0,D,N
9343,,,Y
9344,,,Y
9345,,,Y
9346,1.0,C,Y
9347,,,Y
9348,,,Y
9349,57.0,A,N
9350,68.0,D,Y
9351,16.0,D,Y
9352,,,Y
9353,25.0,F,Y
9354,31.0,F,N
9355,34.0,C,Y
9356,47.0,F,N
