,session 3,session 4,test 2
6822,86.0,41.0,A
6823,53.0,68.0,D
6824,93.0,74.0,F
6825,69.0,76.0,F
6826,53.0,36.0,B
6827,61.0,69.0,A
6828,35.0,56.0,C
6829,41.0,8.0,A
6830,59.0,69.0,B
6831,58.0,4.0,D
6832,12.0,37.0,F
6833,10.0,35.0,C
6834,13.0,10.0,B
6835,3.0,55.0,C
6836,,,
6837,9.0,93.0,A
6838,83.0,80.0,F
6839,7.0,14.0,A
6840,64.0,15.0,F
6841,27.0,20.0,F
6842,42.0,63.0,A
6843,90.0,92.0,A
6844,50.0,35.0,D
6845,22.0,51.0,C
6846,21.0,32.0,D
6847,99.0,29.0,B
6848,78.0,67.0,C
6849,54.0,22.0,A
6850,93.0,87.0,C
6851,58.0,35.0,D
6852,56.0,38.0,C
6853,1.0,11.0,C
6854,13.0,38.0,D
6855,23.0,47.0,D
6856,,,
6857,72.0,61.0,D
6858,89.0,5.0,C
6859,85.0,19.0,C
6860,,,
6861,50.0,61.0,A
6862,5.0,42.0,A
6863,40.0,45.0,B
6864,35.0,55.0,B
6865,15.0,58.0,C
6866,26.0,75.0,B
6867,,,
6868,,,
6869,,,
6870,10.0,36.0,A
6871,5.0,39.0,A
6872,49.0,62.0,D
6873,15.0,27.0,B
6874,63.0,93.0,A
6875,7.0,7.0,B
6876,9.0,29.0,C
6877,33.0,16.0,F
6878,48.0,36.0,B
6879,,,
6880,79.0,41.0,B
6881,43.0,18.0,B
6882,47.0,58.0,F
6883,45.0,56.0,A
6884,,,
6885,62.0,50.0,D
6886,42.0,44.0,A
6887,58.0,75.0,D
6888,1.0,64.0,A
6889,25.0,52.0,C
6890,,,
6891,11.0,54.0,C
6892,6.0,43.0,B
6893,76.0,79.0,B
6894,4.0,26.0,C
6895,27.0,46.0,F
6896,26.0,50.0,B
6897,31.0,37.0,D
6898,50.0,84.0,C
6899,53.0,20.0,A
6900,50.0,30.0,C
6901,71.0,77.0,F
6902,51.0,9.0,A
6903,90.0,91.0,D
6904,11.0,86.0,D
6905,28.0,13.0,F
6906,87.0,84.0,A
6907,,,
6908,21.0,7.0,F
6909,55.0,56.0,B
6910,32.0,80.0,A
6911,43.0,35.0,D
6912,55.0,40.0,C
6913,56.0,80.0,A
6914,31.0,89.0,B
6915,68.0,68.0,C
6916,,,
6917,11.0,41.0,B
6918,65.0,3.0,D
6919,73.0,6.0,B
6920,,,
6921,55.0,48.0,D
6922,92.0,16.0,F
6923,75.0,40.0,A
6924,93.0,59.0,C
6925,,,
6926,89.0,91.0,A
6927,86.0,97.0,F
6928,73.0,28.0,A
6929,51.0,42.0,F
6930,52.0,38.0,F
6931,73.0,75.0,A
6932,65.0,48.0,C
6933,8.0,26.0,C
6934,,,
6935,50.0,16.0,F
6936,,,
6937,62.0,3.0,B
6938,48.0,90.0,D
6939,8.0,31.0,F
6940,,,
6941,12.0,10.0,A
6942,40.0,62.0,A
6943,85.0,75.0,B
6944,,,
6945,,,
6946,15.0,70.0,F
6947,42.0,15.0,F
6948,42.0,44.0,F
6949,79.0,96.0,F
6950,65.0,8.0,A
6951,,,
6952,63.0,88.0,F
6953,11.0,48.0,B
6954,4.0,53.0,D
6955,71.0,40.0,A
6956,51.0,76.0,A
6957,81.0,83.0,C
6958,43.0,79.0,F
6959,77.0,21.0,F
6960,70.0,41.0,A
6961,58.0,44.0,B
6962,43.0,45.0,F
6963,78.0,58.0,B
6964,98.0,42.0,A
6965,12.0,58.0,F
6966,,,
6967,61.0,26.0,D
6968,46.0,4.0,F
6969,61.0,76.0,A
6970,34.0,65.0,F
6971,49.0,30.0,C
6972,61.0,33.0,C
6973,83.0,24.0,B
6974,,,
6975,20.0,48.0,B
6976,19.0,10.0,C
6977,2.0,22.0,C
6978,8.0,38.0,B
6979,96.0,77.0,B
6980,93.0,61.0,B
6981,45.0,47.0,D
6982,,,
6983,29.0,44.0,D
6984,23.0,8.0,F
6985,66.0,91.0,A
6986,94.0,93.0,F
6987,83.0,93.0,B
6988,66.0,35.0,D
6989,45.0,32.0,A
6990,51.0,46.0,B
6991,35.0,21.0,F
6992,76.0,62.0,B
6993,77.0,59.0,C
6994,79.0,38.0,A
6995,58.0,41.0,C
6996,72.0,77.0,A
6997,89.0,55.0,A
6998,8.0,49.0,A
6999,7.0,52.0,B
7000,,,
7001,90.0,31.0,B
7002,22.0,46.0,B
7003,33.0,75.0,B
7004,44.0,57.0,A
7005,68.0,54.0,B
7006,57.0,52.0,A
7007,95.0,74.0,C
7008,58.0,49.0,D
7009,9.0,43.0,D
7010,3.0,71.0,F
7011,86.0,47.0,F
7012,8.0,41.0,C
7013,59.0,41.0,B
7014,13.0,23.0,D
7015,,,
7016,7.0,49.0,C
7017,57.0,51.0,B
7018,63.0,52.0,C
7019,2.0,59.0,F
7020,80.0,93.0,B
7021,59.0,58.0,A
7022,,,
7023,85.0,1.0,B
7024,34.0,5.0,F
7025,46.0,3.0,A
7026,19.0,15.0,B
7027,47.0,6.0,C
7028,73.0,11.0,C
7029,72.0,75.0,C
7030,13.0,12.0,C
7031,66.0,18.0,F
7032,76.0,41.0,D
7033,8.0,19.0,D
7034,73.0,44.0,B
7035,,,
7036,19.0,4.0,F
7037,42.0,92.0,F
7038,54.0,10.0,F
7039,10.0,36.0,A
7040,44.0,30.0,D
7041,41.0,54.0,B
7042,27.0,38.0,B
7043,0.0,38.0,B
7044,43.0,89.0,F
7045,64.0,86.0,F
7046,71.0,67.0,B
7047,25.0,46.0,C
7048,,,
7049,76.0,31.0,C
7050,10.0,86.0,A
7051,82.0,37.0,A
7052,30.0,2.0,F
7053,30.0,49.0,C
7054,18.0,91.0,F
7055,38.0,21.0,F
7056,70.0,50.0,B
7057,89.0,34.0,C
7058,,,
7059,79.0,24.0,A
7060,3.0,53.0,B
7061,3.0,42.0,B
7062,,,
7063,4.0,28.0,A
7064,56.0,54.0,C
7065,20.0,53.0,F
7066,8.0,43.0,C
7067,93.0,43.0,A
7068,72.0,66.0,C
7069,5.0,25.0,F
7070,73.0,33.0,B
7071,83.0,11.0,A
7072,94.0,53.0,C
7073,33.0,10.0,D
7074,83.0,46.0,B
7075,58.0,18.0,C
7076,51.0,19.0,F
7077,57.0,93.0,C
7078,34.0,42.0,D
7079,30.0,93.0,B
7080,60.0,40.0,D
7081,0.0,18.0,C
7082,53.0,40.0,B
7083,42.0,49.0,D
7084,65.0,71.0,A
7085,56.0,72.0,A
7086,4.0,53.0,C
7087,2.0,14.0,B
7088,32.0,78.0,B
7089,4.0,19.0,D
7090,77.0,5.0,D
7091,47.0,54.0,B
7092,26.0,3.0,F
7093,32.0,54.0,D
7094,18.0,44.0,B
7095,68.0,92.0,D
7096,47.0,52.0,D
7097,44.0,97.0,A
7098,26.0,42.0,C
7099,84.0,33.0,A
7100,86.0,32.0,A
7101,3.0,48.0,C
7102,4.0,37.0,C
7103,62.0,24.0,B
7104,61.0,17.0,A
7105,6.0,14.0,C
7106,7.0,20.0,C
7107,10.0,20.0,C
7108,67.0,3.0,D
7109,72.0,82.0,B
7110,51.0,68.0,F
7111,51.0,44.0,F
7112,31.0,61.0,F
7113,8.0,16.0,B
7114,52.0,37.0,D
7115,46.0,44.0,C
7116,20.0,52.0,B
7117,86.0,33.0,A
7118,43.0,71.0,B
7119,85.0,86.0,C
7120,49.0,8.0,F
7121,8.0,32.0,D
7122,85.0,53.0,D
7123,80.0,14.0,C
7124,,,
7125,68.0,43.0,B
7126,37.0,30.0,D
7127,59.0,29.0,A
7128,51.0,6.0,A
7129,35.0,33.0,F
7130,,,
7131,94.0,10.0,C
7132,40.0,77.0,F
7133,11.0,18.0,C
7134,86.0,88.0,A
7135,79.0,48.0,D
7136,,,
7137,64.0,15.0,F
7138,26.0,35.0,D
7139,84.0,70.0,A
7140,,,
7141,50.0,24.0,A
7142,69.0,70.0,B
7143,10.0,31.0,B
7144,41.0,37.0,D
7145,74.0,10.0,A
7146,94.0,38.0,C
7147,84.0,97.0,B
7148,68.0,73.0,F
7149,10.0,9.0,D
7150,42.0,20.0,D
7151,72.0,36.0,A
7152,50.0,26.0,B
7153,99.0,67.0,F
7154,47.0,1.0,C
7155,66.0,77.0,A
7156,82.0,74.0,B
7157,30.0,44.0,D
7158,2.0,47.0,C
7159,26.0,67.0,F
7160,27.0,15.0,F
7161,49.0,69.0,B
7162,41.0,73.0,F
7163,13.0,38.0,B
7164,39.0,75.0,A
7165,2.0,19.0,F
7166,87.0,68.0,F
7167,59.0,26.0,A
7168,28.0,52.0,C
7169,13.0,59.0,B
7170,,,
7171,83.0,59.0,B
7172,77.0,28.0,C
7173,24.0,74.0,D
7174,94.0,61.0,C
7175,,,
7176,49.0,25.0,B
7177,3.0,35.0,F
7178,25.0,44.0,D
7179,53.0,79.0,F
7180,6.0,36.0,B
7181,73.0,35.0,B
7182,55.0,11.0,D
7183,38.0,75.0,B
7184,24.0,40.0,C
7185,70.0,45.0,B
7186,5.0,21.0,F
7187,1.0,21.0,B
7188,83.0,61.0,C
7189,15.0,33.0,D
7190,34.0,75.0,D
7191,91.0,76.0,B
7192,35.0,44.0,C
7193,36.0,49.0,C
7194,4.0,52.0,B
7195,,,
7196,7.0,53.0,B
7197,79.0,23.0,A
7198,79.0,15.0,B
7199,51.0,1.0,C
7200,93.0,71.0,B
7201,46.0,49.0,C
7202,30.0,27.0,F
7203,22.0,33.0,D
7204,56.0,21.0,A
7205,36.0,33.0,D
7206,36.0,78.0,A
7207,13.0,10.0,F
7208,37.0,54.0,C
7209,79.0,98.0,B
7210,26.0,42.0,B
7211,36.0,18.0,F
7212,34.0,45.0,D
7213,30.0,47.0,C
7214,28.0,30.0,B
7215,81.0,4.0,A
7216,57.0,69.0,C
7217,34.0,50.0,D
7218,69.0,59.0,A
7219,40.0,41.0,C
7220,64.0,37.0,A
7221,6.0,24.0,C
7222,,,
7223,99.0,61.0,A
7224,,,
7225,33.0,16.0,D
7226,78.0,42.0,F
7227,27.0,30.0,D
7228,73.0,17.0,B
7229,10.0,56.0,B
7230,56.0,92.0,F
7231,75.0,76.0,C
7232,46.0,45.0,D
7233,43.0,50.0,C
7234,59.0,64.0,A
7235,,,
7236,45.0,49.0,D
7237,27.0,46.0,F
7238,,,
7239,42.0,1.0,F
7240,63.0,10.0,F
7241,12.0,32.0,D
7242,26.0,68.0,A
7243,71.0,49.0,C
7244,46.0,35.0,D
7245,63.0,85.0,D
7246,1.0,33.0,D
7247,10.0,35.0,F
7248,90.0,35.0,B
7249,67.0,59.0,B
7250,17.0,13.0,F
7251,95.0,82.0,C
7252,6.0,54.0,C
7253,45.0,30.0,D
7254,9.0,29.0,C
7255,84.0,19.0,B
7256,8.0,36.0,B
7257,58.0,23.0,A
7258,55.0,25.0,D
7259,9.0,87.0,B
7260,18.0,77.0,C
7261,87.0,38.0,A
7262,81.0,1.0,F
7263,73.0,99.0,A
7264,41.0,53.0,D
7265,26.0,49.0,D
7266,37.0,99.0,D
7267,34.0,53.0,D
7268,48.0,36.0,F
7269,,,
7270,13.0,35.0,F
7271,52.0,31.0,A
7272,2.0,27.0,B
7273,26.0,86.0,C
7274,9.0,58.0,C
7275,4.0,8.0,A
7276,7.0,9.0,A
7277,5.0,50.0,A
7278,8.0,7.0,C
7279,3.0,11.0,C
7280,10.0,42.0,D
7281,65.0,60.0,B
7282,33.0,42.0,F
7283,20.0,49.0,D
7284,,,
7285,5.0,24.0,C
7286,22.0,52.0,D
7287,30.0,53.0,B
7288,37.0,81.0,B
7289,44.0,2.0,C
7290,94.0,35.0,B
7291,25.0,59.0,C
7292,73.0,44.0,C
7293,7.0,14.0,C
7294,,,
7295,,,
7296,86.0,12.0,A
7297,7.0,65.0,F
7298,78.0,88.0,A
7299,22.0,29.0,C
7300,23.0,51.0,C
7301,25.0,44.0,A
7302,62.0,25.0,C
7303,4.0,24.0,C
7304,9.0,57.0,B
7305,,,
7306,11.0,51.0,F
7307,14.0,38.0,C
7308,85.0,42.0,F
7309,10.0,48.0,C
7310,53.0,35.0,D
7311,57.0,34.0,F
7312,54.0,34.0,F
7313,8.0,24.0,B
7314,79.0,33.0,F
7315,64.0,52.0,B
7316,48.0,81.0,D
7317,6.0,52.0,A
7318,77.0,53.0,D
7319,67.0,43.0,C
7320,37.0,63.0,D
7321,47.0,0.0,C
7322,85.0,17.0,A
7323,56.0,66.0,C
7324,47.0,86.0,A
7325,57.0,66.0,D
7326,31.0,16.0,D
7327,43.0,2.0,F
7328,6.0,71.0,C
7329,79.0,22.0,A
7330,4.0,55.0,A
7331,84.0,84.0,A
7332,43.0,12.0,F
7333,88.0,24.0,A
7334,22.0,33.0,C
7335,,,
7336,,,
7337,79.0,96.0,F
7338,50.0,30.0,C
7339,48.0,42.0,F
7340,69.0,80.0,C
7341,5.0,44.0,D
7342,20.0,42.0,C
7343,81.0,3.0,A
7344,89.0,56.0,A
7345,55.0,72.0,A
7346,36.0,22.0,A
7347,,,
7348,11.0,29.0,D
7349,13.0,39.0,C
7350,44.0,41.0,C
7351,56.0,78.0,B
7352,56.0,83.0,A
7353,,,
7354,50.0,41.0,B
7355,,,
7356,70.0,24.0,C
7357,13.0,22.0,F
7358,79.0,98.0,B
7359,68.0,30.0,C
7360,25.0,67.0,F
7361,23.0,45.0,D
7362,52.0,28.0,C
7363,73.0,59.0,F
7364,63.0,30.0,A
7365,90.0,33.0,D
7366,38.0,69.0,D
7367,25.0,32.0,D
7368,70.0,23.0,A
7369,83.0,21.0,F
7370,15.0,52.0,D
7371,83.0,4.0,C
7372,46.0,53.0,D
7373,90.0,47.0,B
7374,5.0,31.0,C
7375,1.0,47.0,D
7376,7.0,33.0,A
7377,17.0,4.0,C
7378,77.0,46.0,D
7379,82.0,49.0,A
7380,12.0,37.0,F
7381,87.0,91.0,D
7382,96.0,60.0,B
7383,56.0,42.0,D
7384,58.0,53.0,D
7385,12.0,74.0,C
7386,48.0,76.0,D
7387,,,
7388,2.0,97.0,F
7389,41.0,41.0,B
7390,74.0,70.0,B
7391,26.0,71.0,A
7392,23.0,52.0,C
7393,35.0,63.0,F
7394,10.0,28.0,B
7395,19.0,11.0,A
7396,,,
7397,40.0,72.0,A
7398,3.0,40.0,F
7399,41.0,42.0,F
7400,86.0,69.0,C
7401,63.0,62.0,A
7402,77.0,79.0,B
7403,,,
7404,2.0,32.0,D
7405,4.0,50.0,C
7406,,,
7407,47.0,38.0,F
7408,31.0,26.0,C
7409,54.0,39.0,B
7410,79.0,52.0,B
7411,42.0,11.0,D
7412,,,
7413,84.0,31.0,F
7414,26.0,31.0,F
7415,,,
7416,43.0,76.0,D
7417,40.0,46.0,D
7418,53.0,91.0,B
7419,1.0,25.0,D
7420,31.0,48.0,A
7421,80.0,24.0,F
7422,36.0,70.0,D
7423,54.0,95.0,A
7424,84.0,40.0,F
7425,58.0,72.0,F
7426,51.0,66.0,C
7427,63.0,78.0,F
7428,71.0,46.0,F
7429,61.0,35.0,B
7430,53.0,75.0,D
7431,64.0,55.0,C
7432,,,
7433,70.0,56.0,A
7434,37.0,42.0,B
7435,78.0,32.0,A
7436,57.0,6.0,F
7437,,,
7438,3.0,6.0,F
7439,83.0,22.0,D
7440,83.0,70.0,F
7441,1.0,33.0,B
7442,30.0,12.0,F
7443,7.0,15.0,A
7444,12.0,9.0,B
7445,50.0,96.0,A
7446,77.0,6.0,A
7447,44.0,98.0,D
7448,3.0,34.0,D
7449,59.0,41.0,C
7450,,,
7451,32.0,10.0,F
7452,12.0,35.0,F
7453,2.0,32.0,A
7454,48.0,54.0,D
7455,52.0,47.0,C
7456,,,
7457,26.0,34.0,B
7458,76.0,43.0,F
7459,21.0,69.0,C
7460,52.0,43.0,D
7461,20.0,90.0,A
7462,95.0,68.0,F
7463,63.0,28.0,A
7464,24.0,33.0,B
7465,12.0,13.0,A
7466,8.0,35.0,B
7467,46.0,55.0,B
7468,71.0,10.0,F
7469,73.0,7.0,A
7470,88.0,52.0,B
7471,77.0,28.0,D
7472,5.0,12.0,B
7473,10.0,49.0,B
7474,11.0,50.0,C
7475,38.0,65.0,A
7476,69.0,51.0,A
7477,,,
7478,53.0,38.0,D
7479,37.0,46.0,C
7480,73.0,49.0,B
7481,65.0,28.0,F
7482,36.0,44.0,D
7483,41.0,33.0,D
7484,96.0,62.0,D
7485,22.0,55.0,A
7486,7.0,13.0,A
7487,60.0,76.0,A
7488,53.0,11.0,A
7489,15.0,88.0,D
7490,,,
7491,38.0,51.0,D
7492,24.0,34.0,C
7493,77.0,21.0,F
7494,,,
7495,,,
7496,48.0,14.0,F
7497,58.0,4.0,B
7498,60.0,75.0,D
7499,9.0,13.0,F
7500,7.0,9.0,F
7501,64.0,68.0,C
7502,35.0,33.0,D
7503,84.0,42.0,C
7504,1.0,38.0,A
7505,85.0,45.0,A
7506,73.0,21.0,A
7507,10.0,42.0,A
7508,47.0,60.0,A
7509,98.0,73.0,D
7510,25.0,54.0,D
7511,37.0,5.0,F
7512,50.0,13.0,A
7513,9.0,16.0,B
7514,9.0,11.0,C
7515,59.0,60.0,F
7516,49.0,84.0,B
7517,52.0,5.0,C
7518,8.0,28.0,B
7519,60.0,13.0,A
7520,16.0,78.0,B
7521,58.0,68.0,A
7522,45.0,78.0,A
7523,65.0,73.0,D
7524,53.0,77.0,F
7525,9.0,13.0,B
7526,59.0,50.0,D
7527,89.0,54.0,C
7528,3.0,38.0,C
7529,52.0,60.0,C
7530,20.0,74.0,B
7531,36.0,39.0,F
7532,51.0,79.0,A
7533,98.0,57.0,D
7534,95.0,69.0,C
7535,,,
7536,57.0,78.0,F
7537,13.0,62.0,F
7538,16.0,33.0,D
7539,51.0,50.0,D
7540,53.0,29.0,D
7541,65.0,30.0,C
7542,60.0,40.0,C
7543,88.0,44.0,C
7544,64.0,16.0,B
7545,12.0,32.0,B
7546,56.0,16.0,A
7547,62.0,5.0,F
7548,,,
7549,55.0,42.0,A
7550,,,
7551,,,
7552,57.0,8.0,D
7553,26.0,20.0,F
7554,30.0,73.0,B
7555,65.0,34.0,A
7556,11.0,25.0,C
7557,90.0,9.0,A
7558,32.0,51.0,D
7559,43.0,38.0,C
7560,99.0,82.0,D
7561,5.0,33.0,D
7562,73.0,42.0,A
7563,92.0,78.0,C
7564,,,
7565,65.0,32.0,D
7566,60.0,8.0,F
7567,13.0,13.0,F
7568,53.0,48.0,B
7569,80.0,70.0,B
7570,72.0,55.0,A
7571,12.0,64.0,F
7572,59.0,63.0,A
7573,57.0,26.0,A
7574,,,
7575,,,
7576,7.0,57.0,D
7577,56.0,58.0,B
7578,39.0,27.0,F
7579,61.0,29.0,B
7580,47.0,37.0,D
7581,12.0,27.0,C
7582,77.0,84.0,C
7583,55.0,46.0,D
7584,10.0,41.0,C
7585,65.0,28.0,A
7586,29.0,48.0,F
7587,93.0,55.0,A
7588,99.0,14.0,F
7589,73.0,27.0,B
7590,35.0,9.0,B
7591,34.0,68.0,A
7592,38.0,44.0,B
7593,27.0,18.0,F
7594,79.0,54.0,A
7595,51.0,99.0,A
7596,27.0,34.0,D
7597,3.0,17.0,D
7598,73.0,51.0,A
7599,92.0,81.0,D
7600,54.0,56.0,C
7601,28.0,45.0,B
7602,66.0,13.0,D
7603,2.0,35.0,A
7604,66.0,0.0,D
7605,52.0,45.0,C
7606,82.0,68.0,B
7607,20.0,22.0,F
7608,52.0,81.0,F
7609,25.0,79.0,A
7610,50.0,32.0,F
7611,61.0,38.0,F
7612,83.0,50.0,B
7613,63.0,21.0,C
7614,6.0,93.0,D
7615,16.0,82.0,B
7616,57.0,36.0,F
7617,73.0,14.0,C
7618,46.0,36.0,A
7619,54.0,41.0,B
7620,57.0,17.0,A
7621,7.0,8.0,D
7622,98.0,73.0,B
7623,58.0,21.0,B
7624,78.0,30.0,B
7625,65.0,17.0,F
7626,33.0,49.0,C
7627,9.0,46.0,A
7628,45.0,89.0,F
7629,62.0,39.0,C
7630,84.0,9.0,A
7631,30.0,92.0,F
7632,5.0,46.0,C
7633,52.0,24.0,A
7634,,,
7635,6.0,34.0,C
7636,,,
7637,,,
7638,80.0,45.0,C
7639,57.0,56.0,A
7640,63.0,50.0,F
7641,12.0,47.0,F
7642,40.0,49.0,D
7643,9.0,46.0,C
7644,59.0,40.0,D
7645,71.0,96.0,A
7646,64.0,37.0,D
7647,74.0,1.0,A
7648,4.0,53.0,B
7649,34.0,54.0,C
7650,57.0,24.0,C
7651,83.0,46.0,B
7652,37.0,34.0,C
7653,48.0,9.0,D
7654,20.0,38.0,D
7655,80.0,55.0,C
7656,70.0,12.0,B
7657,58.0,35.0,B
7658,23.0,36.0,D
7659,33.0,7.0,D
7660,9.0,58.0,C
7661,92.0,73.0,B
7662,,,
7663,21.0,23.0,F
7664,46.0,51.0,C
7665,11.0,43.0,C
7666,69.0,37.0,B
7667,7.0,53.0,C
7668,52.0,39.0,A
7669,34.0,55.0,A
7670,4.0,43.0,A
7671,5.0,22.0,B
7672,,,
7673,79.0,74.0,C
7674,33.0,37.0,D
7675,36.0,25.0,F
7676,46.0,37.0,B
7677,7.0,40.0,D
7678,74.0,41.0,D
7679,74.0,70.0,C
7680,69.0,81.0,A
7681,89.0,58.0,F
7682,54.0,12.0,F
7683,72.0,55.0,F
7684,34.0,26.0,D
7685,61.0,14.0,C
7686,,,
7687,,,
7688,6.0,48.0,A
7689,3.0,22.0,A
7690,50.0,45.0,F
7691,2.0,32.0,D
7692,33.0,38.0,C
7693,1.0,17.0,B
7694,36.0,81.0,D
7695,64.0,21.0,A
7696,76.0,88.0,D
7697,3.0,8.0,D
7698,71.0,21.0,B
7699,51.0,88.0,A
7700,11.0,86.0,A
7701,32.0,39.0,F
7702,61.0,59.0,C
7703,,,
7704,,,
7705,32.0,42.0,C
7706,8.0,45.0,B
7707,38.0,34.0,F
7708,8.0,13.0,C
7709,,,
7710,20.0,78.0,A
7711,,,
7712,99.0,17.0,A
7713,,,
7714,10.0,78.0,D
7715,85.0,62.0,C
7716,43.0,31.0,D
7717,26.0,16.0,B
7718,39.0,1.0,C
7719,59.0,3.0,D
7720,90.0,5.0,A
7721,84.0,83.0,D
7722,60.0,79.0,F
7723,92.0,39.0,D
7724,36.0,19.0,F
7725,11.0,89.0,A
7726,,,
7727,59.0,68.0,B
7728,16.0,22.0,A
7729,,,
7730,26.0,46.0,C
7731,1.0,45.0,B
7732,45.0,27.0,F
7733,33.0,36.0,D
7734,63.0,14.0,D
7735,51.0,54.0,A
7736,55.0,46.0,A
7737,75.0,76.0,B
7738,67.0,5.0,D
7739,56.0,31.0,C
7740,40.0,49.0,C
7741,76.0,50.0,B
7742,71.0,33.0,F
7743,14.0,23.0,B
7744,87.0,99.0,D
7745,91.0,30.0,B
7746,39.0,22.0,B
7747,47.0,43.0,C
7748,9.0,32.0,A
7749,,,
7750,2.0,38.0,C
7751,41.0,16.0,C
7752,82.0,21.0,F
7753,68.0,12.0,A
7754,66.0,43.0,B
7755,73.0,45.0,F
7756,26.0,49.0,D
7757,61.0,77.0,A
7758,42.0,39.0,C
7759,,,
7760,27.0,6.0,F
7761,63.0,87.0,A
7762,83.0,91.0,C
7763,64.0,14.0,A
7764,10.0,55.0,B
7765,5.0,34.0,F
7766,59.0,34.0,C
7767,,,
7768,5.0,16.0,A
7769,76.0,52.0,F
7770,41.0,34.0,B
7771,33.0,36.0,B
7772,64.0,22.0,A
7773,10.0,31.0,A
7774,44.0,44.0,B
7775,8.0,49.0,D
7776,17.0,36.0,F
7777,29.0,23.0,F
7778,66.0,49.0,C
7779,13.0,37.0,F
7780,73.0,33.0,A
7781,4.0,51.0,C
7782,23.0,30.0,D
7783,51.0,31.0,D
7784,76.0,82.0,B
7785,59.0,45.0,A
7786,50.0,31.0,F
7787,39.0,49.0,D
7788,7.0,35.0,D
7789,94.0,74.0,D
7790,88.0,44.0,A
7791,44.0,57.0,C
7792,10.0,11.0,F
7793,,,
7794,10.0,10.0,C
7795,58.0,99.0,F
7796,,,
7797,68.0,74.0,B
7798,,,
7799,45.0,31.0,C
7800,26.0,0.0,F
7801,83.0,49.0,D
7802,71.0,43.0,F
7803,,,
7804,6.0,18.0,B
7805,53.0,5.0,A
7806,63.0,22.0,B
7807,53.0,49.0,A
7808,98.0,57.0,B
7809,5.0,3.0,C
7810,93.0,75.0,C
7811,17.0,99.0,C
7812,89.0,18.0,A
7813,36.0,51.0,B
7814,9.0,12.0,B
7815,7.0,34.0,F
7816,43.0,51.0,D
7817,48.0,51.0,C
7818,9.0,39.0,A
7819,56.0,31.0,B
7820,48.0,71.0,C
7821,69.0,54.0,B
7822,,,
7823,0.0,36.0,D
7824,56.0,44.0,C
7825,,,
7826,24.0,45.0,D
7827,4.0,52.0,F
7828,66.0,59.0,F
7829,40.0,10.0,C
7830,52.0,61.0,D
7831,0.0,41.0,A
7832,,,
7833,,,
7834,90.0,58.0,D
7835,70.0,54.0,A
7836,84.0,57.0,F
7837,48.0,65.0,A
7838,13.0,48.0,C
7839,25.0,52.0,D
7840,21.0,40.0,C
7841,88.0,56.0,F
7842,0.0,53.0,B
7843,13.0,14.0,D
7844,36.0,38.0,D
7845,36.0,93.0,B
7846,79.0,48.0,D
7847,47.0,57.0,C
7848,31.0,33.0,B
7849,2.0,20.0,A
7850,63.0,30.0,D
7851,1.0,28.0,F
7852,0.0,42.0,F
7853,3.0,34.0,F
7854,77.0,12.0,B
7855,58.0,3.0,F
7856,61.0,17.0,C
7857,20.0,22.0,B
7858,90.0,34.0,B
7859,80.0,27.0,C
7860,16.0,27.0,C
7861,84.0,6.0,D
7862,5.0,57.0,F
7863,27.0,70.0,C
7864,2.0,43.0,B
7865,,,
7866,97.0,59.0,B
7867,44.0,81.0,A
7868,5.0,34.0,B
7869,26.0,41.0,B
7870,49.0,68.0,F
7871,61.0,51.0,D
7872,95.0,27.0,A
7873,65.0,14.0,A
7874,81.0,41.0,B
7875,,,
7876,80.0,99.0,B
7877,58.0,56.0,F
7878,35.0,54.0,D
7879,43.0,41.0,F
7880,4.0,72.0,F
7881,64.0,31.0,D
7882,62.0,0.0,F
7883,8.0,18.0,C
7884,13.0,18.0,D
7885,54.0,50.0,C
7886,86.0,51.0,F
7887,,,
7888,99.0,44.0,B
7889,9.0,8.0,B
7890,73.0,97.0,A
7891,58.0,13.0,F
7892,43.0,49.0,F
7893,4.0,20.0,A
7894,70.0,60.0,A
7895,5.0,40.0,B
7896,13.0,61.0,B
7897,64.0,4.0,C
7898,24.0,52.0,F
7899,96.0,76.0,D
7900,32.0,96.0,C
7901,53.0,48.0,B
7902,73.0,54.0,A
7903,72.0,51.0,C
7904,3.0,49.0,A
7905,71.0,15.0,F
7906,10.0,49.0,B
7907,18.0,33.0,A
7908,15.0,18.0,C
7909,90.0,93.0,B
7910,,,
7911,68.0,20.0,F
7912,59.0,70.0,C
7913,62.0,38.0,C
7914,89.0,26.0,A
7915,60.0,40.0,D
7916,54.0,55.0,A
7917,57.0,43.0,B
7918,5.0,5.0,C
7919,66.0,43.0,A
7920,38.0,56.0,F
7921,39.0,34.0,B
7922,75.0,79.0,A
7923,69.0,61.0,C
7924,13.0,52.0,D
7925,7.0,35.0,C
7926,78.0,3.0,C
7927,27.0,52.0,F
7928,70.0,69.0,A
7929,,,
7930,38.0,50.0,D
7931,37.0,54.0,C
7932,,,
7933,95.0,46.0,D
7934,58.0,8.0,C
7935,24.0,71.0,F
7936,52.0,42.0,D
7937,84.0,69.0,D
7938,7.0,8.0,F
7939,,,
7940,3.0,37.0,D
7941,69.0,11.0,F
7942,73.0,34.0,F
7943,99.0,12.0,D
7944,72.0,83.0,F
7945,15.0,68.0,D
7946,66.0,10.0,F
7947,48.0,43.0,F
7948,,,
7949,30.0,22.0,F
7950,36.0,60.0,A
7951,44.0,12.0,C
7952,45.0,31.0,D
