,session 5,test 3
10336,84.0,B
10337,8.0,D
10338,,
10339,47.0,A
10340,77.0,F
10341,,
10342,,
10343,20.0,B
10344,,
10345,29.0,D
10346,55.0,F
10347,,
10348,42.0,F
10349,,
10350,15.0,B
10351,,
10352,78.0,B
10353,28.0,F
10354,69.0,B
10355,,
10356,24.0,A
10357,52.0,B
10358,72.0,C
10359,,
10360,82.0,C
10361,60.0,B
10362,29.0,F
10363,,
10364,65.0,B
10365,,
10366,,
10367,97.0,C
10368,28.0,A
10369,15.0,C
10370,45.0,B
10371,,
10372,41.0,B
10373,36.0,C
10374,53.0,B
10375,17.0,A
10376,46.0,D
10377,50.0,F
10378,23.0,D
10379,36.0,B
10380,61.0,F
10381,15.0,C
10382,66.0,B
10383,54.0,F
10384,,
10385,66.0,A
10386,21.0,D
10387,45.0,A
10388,,
10389,49.0,C
10390,32.0,B
10391,,
10392,10.0,A
10393,71.0,C
10394,74.0,A
10395,24.0,D
10396,78.0,A
10397,39.0,C
10398,,
10399,41.0,D
10400,50.0,D
10401,,
10402,,
10403,67.0,F
10404,18.0,C
10405,43.0,F
10406,24.0,D
10407,80.0,A
10408,33.0,A
10409,41.0,A
10410,44.0,D
10411,38.0,F
10412,59.0,A
10413,92.0,F
10414,99.0,F
10415,,
10416,21.0,A
10417,0.0,F
10418,58.0,C
10419,43.0,A
10420,96.0,B
10421,36.0,A
10422,69.0,F
10423,76.0,F
10424,89.0,D
10425,67.0,B
10426,82.0,F
10427,97.0,D
10428,58.0,A
10429,16.0,B
10430,4.0,B
10431,10.0,F
10432,64.0,C
10433,37.0,A
10434,69.0,C
10435,82.0,F
10436,,
10437,66.0,B
10438,29.0,F
10439,65.0,F
10440,51.0,B
10441,,
10442,89.0,D
10443,36.0,F
10444,13.0,F
10445,74.0,B
10446,59.0,D
10447,75.0,B
10448,50.0,D
10449,65.0,D
10450,98.0,B
10451,20.0,D
10452,,
10453,29.0,D
10454,39.0,A
10455,51.0,D
10456,65.0,B
10457,30.0,B
10458,9.0,A
10459,,
10460,9.0,C
10461,,
10462,71.0,B
10463,47.0,C
10464,88.0,D
10465,66.0,B
10466,1.0,B
10467,25.0,A
10468,73.0,B
10469,5.0,B
10470,18.0,C
10471,94.0,F
10472,30.0,A
10473,14.0,B
10474,,
10475,47.0,A
10476,,
10477,,
10478,19.0,B
10479,79.0,B
10480,53.0,D
10481,26.0,C
10482,90.0,A
10483,35.0,A
10484,,
10485,39.0,A
10486,18.0,D
10487,,
10488,0.0,B
10489,50.0,A
10490,,
10491,44.0,A
10492,,
10493,,
10494,40.0,B
10495,56.0,B
10496,71.0,B
10497,84.0,B
10498,47.0,A
10499,52.0,F
10500,27.0,F
10501,,
10502,2.0,A
10503,75.0,B
10504,5.0,B
10505,61.0,C
10506,10.0,A
10507,88.0,C
10508,23.0,B
10509,47.0,F
10510,8.0,D
10511,68.0,F
10512,42.0,F
10513,6.0,B
10514,65.0,C
10515,49.0,C
10516,46.0,D
10517,,
10518,84.0,B
10519,66.0,C
10520,15.0,F
10521,65.0,C
10522,98.0,A
10523,22.0,D
10524,26.0,D
10525,44.0,B
10526,35.0,B
10527,,
10528,20.0,A
10529,79.0,B
10530,74.0,A
10531,33.0,A
10532,47.0,C
10533,51.0,D
10534,41.0,A
10535,69.0,C
10536,,
10537,86.0,D
10538,69.0,C
10539,43.0,A
10540,53.0,B
10541,29.0,B
10542,78.0,C
10543,,
10544,67.0,C
10545,48.0,B
10546,,
10547,92.0,B
10548,69.0,C
10549,18.0,F
10550,85.0,F
10551,59.0,F
10552,79.0,F
10553,58.0,F
10554,54.0,A
10555,63.0,C
10556,57.0,F
10557,46.0,F
10558,,
10559,,
10560,97.0,F
10561,56.0,D
10562,27.0,A
10563,,
10564,,
10565,5.0,A
10566,81.0,C
10567,92.0,C
10568,69.0,B
10569,31.0,D
10570,53.0,A
10571,92.0,B
10572,51.0,D
10573,13.0,D
10574,96.0,B
10575,53.0,C
10576,65.0,F
10577,17.0,F
10578,53.0,F
10579,,
10580,28.0,A
10581,62.0,F
10582,28.0,F
10583,35.0,F
10584,14.0,F
10585,38.0,D
10586,30.0,A
10587,64.0,F
10588,,
10589,33.0,B
10590,,
10591,42.0,C
10592,48.0,A
10593,22.0,B
10594,45.0,D
10595,79.0,D
10596,,
10597,,
10598,38.0,B
10599,5.0,B
10600,31.0,B
10601,,
10602,30.0,D
10603,84.0,A
10604,,
10605,2.0,A
10606,13.0,D
10607,2.0,B
10608,49.0,A
10609,36.0,D
10610,,
10611,50.0,C
10612,69.0,F
10613,81.0,A
10614,2.0,A
10615,63.0,D
10616,50.0,B
10617,,
10618,,
10619,49.0,C
10620,,
10621,45.0,B
10622,89.0,A
10623,23.0,B
10624,32.0,D
10625,63.0,B
10626,,
10627,47.0,F
10628,34.0,B
10629,87.0,D
10630,7.0,D
10631,20.0,D
10632,,
10633,86.0,B
10634,2.0,A
10635,,
10636,,
10637,60.0,D
10638,52.0,C
10639,70.0,B
10640,35.0,F
10641,50.0,C
10642,46.0,D
10643,8.0,F
10644,24.0,F
10645,64.0,A
10646,,
10647,,
10648,12.0,B
10649,67.0,B
10650,44.0,C
10651,8.0,F
10652,36.0,C
10653,26.0,D
10654,85.0,C
10655,42.0,D
10656,72.0,F
10657,36.0,D
10658,52.0,B
10659,36.0,A
10660,75.0,B
10661,93.0,B
10662,16.0,D
10663,7.0,A
10664,73.0,D
10665,,
10666,32.0,B
10667,39.0,B
10668,21.0,F
10669,60.0,C
10670,27.0,C
10671,62.0,C
10672,,
10673,27.0,A
10674,35.0,D
10675,30.0,A
10676,16.0,A
10677,,
10678,52.0,A
10679,63.0,C
10680,33.0,F
10681,27.0,F
10682,71.0,F
10683,70.0,C
10684,46.0,C
10685,,
10686,75.0,F
10687,92.0,A
10688,59.0,A
10689,34.0,A
10690,,
10691,15.0,B
10692,84.0,C
10693,,
10694,4.0,F
10695,88.0,C
10696,52.0,B
10697,37.0,F
10698,76.0,F
10699,47.0,D
10700,11.0,D
10701,46.0,A
10702,,
10703,68.0,A
10704,65.0,C
10705,69.0,D
10706,47.0,A
10707,,
10708,65.0,A
10709,67.0,F
10710,75.0,F
10711,97.0,B
10712,90.0,F
10713,68.0,A
10714,60.0,A
10715,,
10716,23.0,A
10717,,
10718,43.0,D
10719,72.0,B
10720,91.0,B
10721,68.0,F
10722,49.0,B
10723,27.0,D
10724,,
10725,9.0,C
10726,50.0,B
10727,,
10728,,
10729,47.0,F
10730,2.0,B
10731,28.0,D
10732,83.0,D
10733,16.0,C
10734,65.0,B
10735,46.0,F
10736,17.0,F
10737,,
10738,,
10739,,
10740,62.0,C
10741,,
10742,1.0,B
10743,41.0,F
10744,66.0,A
10745,,
10746,21.0,F
10747,83.0,F
10748,52.0,F
10749,8.0,B
10750,7.0,B
10751,26.0,D
10752,35.0,F
10753,70.0,B
10754,,
10755,49.0,D
10756,74.0,C
10757,85.0,D
10758,60.0,C
10759,1.0,C
10760,30.0,B
10761,62.0,C
10762,9.0,A
10763,40.0,D
10764,54.0,A
10765,82.0,F
10766,66.0,A
10767,17.0,D
10768,53.0,F
10769,,
10770,27.0,A
10771,,
10772,34.0,A
10773,,
10774,48.0,F
10775,2.0,D
10776,60.0,D
10777,,
10778,41.0,B
10779,60.0,B
10780,57.0,C
10781,80.0,F
10782,93.0,C
10783,64.0,B
10784,4.0,D
10785,50.0,F
10786,57.0,A
10787,66.0,C
10788,68.0,F
10789,52.0,B
10790,,
10791,62.0,D
10792,,
10793,25.0,F
10794,,
10795,,
10796,20.0,D
10797,5.0,C
10798,82.0,F
10799,40.0,A
10800,24.0,D
10801,70.0,A
10802,,
10803,53.0,C
10804,73.0,D
10805,27.0,F
10806,70.0,B
10807,26.0,D
10808,73.0,B
10809,70.0,C
10810,37.0,B
10811,30.0,A
10812,73.0,C
10813,21.0,F
10814,85.0,D
10815,6.0,C
10816,20.0,B
10817,66.0,B
10818,85.0,C
10819,50.0,A
10820,43.0,F
10821,4.0,C
10822,,
10823,5.0,F
10824,,
10825,41.0,F
10826,2.0,B
10827,60.0,C
10828,81.0,C
10829,85.0,C
10830,48.0,D
10831,34.0,B
10832,98.0,C
10833,,
10834,22.0,F
10835,64.0,F
10836,,
10837,93.0,C
10838,22.0,A
10839,,
10840,87.0,D
10841,11.0,A
10842,56.0,F
10843,72.0,C
10844,25.0,F
10845,0.0,F
10846,39.0,A
10847,,
10848,36.0,B
10849,82.0,D
10850,49.0,A
10851,86.0,A
10852,24.0,A
10853,87.0,A
10854,93.0,F
10855,30.0,F
10856,83.0,C
10857,,
10858,37.0,A
10859,40.0,F
10860,5.0,C
10861,76.0,D
10862,46.0,D
10863,44.0,F
10864,,
10865,51.0,F
10866,63.0,D
10867,35.0,F
10868,59.0,B
10869,25.0,F
10870,3.0,B
10871,82.0,C
10872,85.0,C
10873,89.0,D
10874,72.0,B
10875,47.0,A
10876,72.0,C
10877,,
10878,70.0,C
10879,63.0,C
10880,26.0,B
10881,68.0,C
10882,94.0,B
10883,74.0,A
10884,45.0,B
10885,50.0,B
10886,27.0,F
10887,57.0,D
10888,25.0,B
10889,25.0,F
10890,67.0,F
10891,96.0,C
10892,27.0,A
10893,86.0,D
10894,36.0,A
10895,56.0,B
10896,6.0,C
10897,34.0,D
10898,79.0,C
10899,14.0,F
10900,11.0,F
10901,78.0,D
10902,98.0,B
10903,,
10904,31.0,A
10905,90.0,B
10906,68.0,C
10907,64.0,B
10908,67.0,B
10909,,
10910,,
10911,67.0,C
10912,42.0,F
10913,61.0,F
10914,79.0,F
10915,39.0,B
10916,5.0,D
10917,63.0,C
10918,74.0,F
10919,39.0,B
10920,97.0,B
10921,97.0,C
10922,91.0,C
10923,14.0,A
10924,,
10925,57.0,F
10926,91.0,A
10927,46.0,A
10928,58.0,C
10929,61.0,D
10930,42.0,A
10931,78.0,D
10932,73.0,C
10933,,
10934,96.0,F
10935,,
10936,79.0,F
10937,79.0,C
10938,55.0,C
10939,37.0,A
10940,45.0,B
10941,18.0,F
10942,38.0,F
10943,76.0,C
10944,23.0,F
10945,38.0,D
10946,36.0,A
10947,37.0,A
10948,32.0,B
10949,24.0,A
10950,42.0,F
10951,49.0,B
10952,,
10953,48.0,A
10954,49.0,A
10955,70.0,B
10956,36.0,D
10957,37.0,D
10958,95.0,B
10959,69.0,F
10960,41.0,C
10961,68.0,D
10962,82.0,D
10963,,
10964,38.0,F
10965,98.0,C
10966,76.0,A
10967,19.0,F
10968,,
10969,45.0,A
10970,60.0,D
10971,,
10972,,
10973,24.0,D
10974,12.0,F
10975,24.0,B
10976,,
10977,64.0,D
10978,46.0,B
10979,46.0,C
10980,1.0,B
10981,69.0,C
10982,,
10983,28.0,F
10984,42.0,A
10985,60.0,A
10986,39.0,F
10987,36.0,D
10988,84.0,F
10989,19.0,B
10990,24.0,B
10991,74.0,D
10992,42.0,D
10993,84.0,B
10994,,
10995,17.0,D
10996,44.0,F
10997,34.0,A
10998,66.0,C
10999,39.0,A
11000,13.0,F
11001,43.0,A
11002,50.0,C
11003,50.0,B
11004,,
11005,,
11006,,
11007,,
11008,79.0,F
11009,88.0,B
11010,,
11011,98.0,F
11012,47.0,D
11013,,
11014,37.0,B
11015,89.0,A
11016,65.0,D
11017,6.0,D
11018,35.0,F
11019,45.0,B
11020,36.0,F
11021,26.0,A
11022,28.0,A
11023,,
11024,83.0,F
11025,7.0,B
11026,48.0,D
11027,26.0,A
11028,45.0,D
11029,53.0,F
11030,88.0,F
11031,88.0,B
11032,37.0,F
11033,24.0,F
11034,9.0,B
11035,13.0,A
11036,78.0,B
11037,97.0,A
11038,19.0,C
11039,59.0,B
11040,64.0,F
11041,27.0,D
11042,39.0,F
11043,73.0,D
11044,6.0,F
11045,,
11046,84.0,F
11047,41.0,B
11048,,
11049,9.0,C
11050,28.0,A
11051,29.0,D
11052,47.0,A
11053,,
11054,6.0,B
11055,49.0,A
11056,92.0,F
11057,1.0,D
11058,,
11059,34.0,D
11060,7.0,C
11061,,
11062,,
11063,93.0,C
11064,35.0,F
11065,74.0,C
11066,15.0,F
11067,,
11068,68.0,F
11069,17.0,F
11070,50.0,C
11071,,
11072,91.0,D
11073,12.0,D
11074,72.0,B
11075,,
11076,76.0,B
11077,86.0,C
11078,10.0,F
11079,,
11080,43.0,A
11081,36.0,B
11082,31.0,C
11083,34.0,A
11084,72.0,A
11085,,
11086,38.0,D
11087,,
11088,11.0,A
11089,49.0,C
11090,49.0,A
11091,53.0,B
11092,4.0,B
11093,25.0,B
11094,,
11095,,
11096,58.0,F
11097,33.0,D
11098,6.0,D
11099,67.0,D
11100,70.0,C
11101,25.0,A
11102,,
11103,45.0,C
11104,80.0,C
11105,11.0,A
11106,42.0,D
11107,15.0,C
11108,57.0,D
11109,42.0,A
11110,44.0,A
11111,71.0,A
11112,55.0,F
11113,,
11114,9.0,A
11115,,
11116,28.0,C
11117,72.0,C
11118,,
11119,,
11120,1.0,B
11121,84.0,B
11122,40.0,B
11123,74.0,B
11124,94.0,D
11125,56.0,B
11126,6.0,B
11127,61.0,F
11128,42.0,B
11129,5.0,F
11130,30.0,B
11131,52.0,C
11132,46.0,D
11133,,
11134,65.0,A
11135,31.0,A
11136,36.0,F
11137,70.0,B
11138,66.0,B
11139,7.0,D
11140,21.0,C
11141,26.0,B
11142,88.0,F
11143,3.0,B
11144,85.0,A
11145,72.0,F
11146,41.0,B
11147,95.0,C
11148,64.0,F
11149,68.0,F
11150,,
11151,14.0,F
11152,56.0,F
11153,55.0,B
11154,83.0,C
11155,,
11156,,
11157,73.0,F
11158,31.0,D
11159,30.0,B
11160,31.0,B
11161,53.0,F
11162,70.0,C
11163,9.0,F
11164,,
11165,,
11166,54.0,A
11167,48.0,A
11168,35.0,D
11169,,
11170,98.0,B
11171,95.0,F
11172,,
11173,8.0,F
11174,,
11175,47.0,D
11176,,
11177,70.0,D
11178,92.0,B
11179,52.0,D
11180,76.0,D
11181,43.0,B
11182,33.0,D
11183,70.0,C
11184,63.0,F
11185,,
11186,,
11187,,
11188,73.0,F
11189,74.0,B
11190,54.0,A
11191,87.0,C
11192,2.0,F
11193,57.0,A
11194,65.0,F
11195,26.0,A
11196,24.0,D
11197,,
11198,40.0,D
11199,69.0,F
11200,55.0,D
11201,60.0,D
11202,60.0,F
11203,48.0,C
11204,,
11205,55.0,B
11206,86.0,F
11207,99.0,D
11208,47.0,F
11209,48.0,F
11210,51.0,C
11211,59.0,B
11212,,
11213,41.0,D
11214,23.0,F
11215,72.0,B
11216,43.0,D
11217,33.0,B
11218,55.0,F
11219,23.0,F
11220,,
11221,57.0,A
11222,,
11223,,
11224,41.0,A
11225,36.0,D
11226,20.0,D
11227,28.0,B
11228,24.0,F
11229,63.0,D
11230,58.0,F
11231,8.0,C
11232,13.0,D
11233,,
11234,15.0,F
11235,69.0,A
11236,25.0,B
11237,26.0,D
11238,73.0,B
11239,76.0,B
11240,13.0,A
11241,,
11242,,
11243,68.0,C
11244,28.0,B
11245,57.0,F
11246,77.0,B
11247,57.0,B
11248,93.0,A
