,session 3,session 4,test 2,dropout
6704,64.0,3.0,F,Y
6705,83.0,51.0,F,Y
6706,31.0,14.0,F,Y
6707,54.0,36.0,D,N
6708,61.0,72.0,D,Y
6709,36.0,72.0,F,Y
6710,62.0,29.0,A,N
6711,50.0,89.0,A,N
6712,14.0,45.0,A,Y
6713,36.0,40.0,C,N
6714,49.0,69.0,A,Y
6715,87.0,88.0,A,N
6716,91.0,35.0,C,N
6717,69.0,49.0,B,N
6718,26.0,33.0,C,N
6719,37.0,3.0,F,Y
6720,29.0,51.0,D,N
6721,61.0,98.0,A,N
6722,48.0,88.0,A,Y
6723,1.0,41.0,B,N
6724,83.0,14.0,A,N
6725,10.0,36.0,B,N
6726,37.0,24.0,F,Y
6727,10.0,44.0,D,N
6728,,,,Y
6729,5.0,50.0,B,N
6730,50.0,38.0,C,Y
6731,6.0,27.0,A,Y
6732,4.0,40.0,C,N
6733,61.0,8.0,F,N
6734,59.0,93.0,F,N
6735,34.0,32.0,B,N
6736,1.0,32.0,D,Y
6737,25.0,35.0,C,Y
6738,51.0,92.0,A,N
6739,85.0,4.0,B,Y
6740,95.0,77.0,B,N
6741,66.0,86.0,D,N
6742,46.0,7.0,F,Y
6743,59.0,23.0,D,N
6744,39.0,40.0,C,N
6745,6.0,16.0,C,N
6746,15.0,44.0,F,Y
6747,97.0,60.0,B,N
6748,85.0,56.0,A,N
6749,47.0,29.0,C,Y
6750,,,,Y
6751,15.0,59.0,A,Y
6752,2.0,40.0,C,N
6753,,,,Y
6754,53.0,54.0,C,Y
6755,,,,Y
6756,3.0,46.0,D,N
6757,89.0,60.0,B,N
6758,86.0,83.0,A,N
6759,48.0,69.0,A,N
6760,86.0,57.0,F,N
6761,4.0,39.0,C,N
6762,44.0,41.0,D,N
6763,9.0,10.0,B,N
6764,64.0,35.0,F,N
6765,56.0,52.0,C,Y
6766,34.0,72.0,F,N
6767,52.0,17.0,D,Y
6768,44.0,30.0,D,N
6769,46.0,61.0,B,N
6770,96.0,69.0,A,N
6771,6.0,22.0,D,N
6772,35.0,49.0,F,N
6773,43.0,48.0,B,N
6774,16.0,50.0,D,Y
6775,,,,Y
6776,85.0,48.0,B,N
6777,5.0,44.0,F,Y
6778,22.0,52.0,D,N
6779,,,,Y
6780,1.0,12.0,F,N
6781,85.0,69.0,C,N
6782,0.0,7.0,A,Y
6783,8.0,26.0,A,N
6784,70.0,67.0,A,N
6785,8.0,16.0,D,Y
6786,45.0,24.0,C,N
6787,64.0,65.0,C,N
6788,29.0,45.0,D,N
6789,7.0,12.0,A,N
6790,,,,Y
6791,56.0,68.0,C,N
6792,62.0,61.0,C,N
6793,27.0,46.0,F,Y
6794,17.0,43.0,A,Y
6795,68.0,75.0,C,N
6796,15.0,21.0,C,Y
6797,,,,Y
6798,47.0,59.0,A,N
6799,95.0,29.0,A,N
6800,5.0,31.0,D,N
6801,18.0,43.0,D,N
6802,27.0,36.0,F,N
6803,36.0,38.0,D,N
6804,49.0,42.0,B,Y
6805,78.0,38.0,B,N
6806,79.0,53.0,B,N
6807,90.0,71.0,F,N
6808,94.0,47.0,D,N
6809,2.0,15.0,F,Y
6810,44.0,45.0,D,N
6811,36.0,40.0,F,N
6812,50.0,44.0,F,N
6813,57.0,63.0,D,N
6814,38.0,70.0,F,N
6815,6.0,34.0,D,N
6816,54.0,37.0,D,N
6817,48.0,24.0,D,Y
6818,90.0,50.0,F,N
6819,99.0,86.0,A,N
6820,43.0,19.0,D,Y
6821,74.0,25.0,A,N
6822,86.0,41.0,A,N
6823,53.0,68.0,D,Y
6824,93.0,74.0,F,N
6825,69.0,76.0,F,N
6826,53.0,36.0,B,N
6827,61.0,69.0,A,N
6828,35.0,56.0,C,Y
6829,41.0,8.0,A,Y
6830,59.0,69.0,B,N
6831,58.0,4.0,D,Y
6832,12.0,37.0,F,N
6833,10.0,35.0,C,N
6834,13.0,10.0,B,Y
6835,3.0,55.0,C,N
6836,,,,Y
6837,9.0,93.0,A,Y
6838,83.0,80.0,F,N
6839,7.0,14.0,A,N
6840,64.0,15.0,F,Y
6841,27.0,20.0,F,Y
6842,42.0,63.0,A,Y
6843,90.0,92.0,A,N
6844,50.0,35.0,D,N
6845,22.0,51.0,C,N
6846,21.0,32.0,D,N
6847,99.0,29.0,B,N
6848,78.0,67.0,C,N
6849,54.0,22.0,A,Y
6850,93.0,87.0,C,N
6851,58.0,35.0,D,N
6852,56.0,38.0,C,N
6853,1.0,11.0,C,N
6854,13.0,38.0,D,N
6855,23.0,47.0,D,N
6856,,,,Y
6857,72.0,61.0,D,N
6858,89.0,5.0,C,Y
6859,85.0,19.0,C,N
6860,,,,Y
6861,50.0,61.0,A,Y
6862,5.0,42.0,A,N
6863,40.0,45.0,B,N
6864,35.0,55.0,B,Y
6865,15.0,58.0,C,N
6866,26.0,75.0,B,Y
6867,,,,Y
6868,,,,Y
6869,,,,Y
6870,10.0,36.0,A,N
6871,5.0,39.0,A,N
6872,49.0,62.0,D,Y
6873,15.0,27.0,B,Y
6874,63.0,93.0,A,N
6875,7.0,7.0,B,Y
6876,9.0,29.0,C,N
6877,33.0,16.0,F,Y
6878,48.0,36.0,B,N
6879,,,,Y
6880,79.0,41.0,B,N
6881,43.0,18.0,B,Y
6882,47.0,58.0,F,Y
6883,45.0,56.0,A,Y
6884,,,,Y
6885,62.0,50.0,D,N
6886,42.0,44.0,A,N
6887,58.0,75.0,D,Y
6888,1.0,64.0,A,N
6889,25.0,52.0,C,N
6890,,,,Y
6891,11.0,54.0,C,N
6892,6.0,43.0,B,N
6893,76.0,79.0,B,N
6894,4.0,26.0,C,Y
6895,27.0,46.0,F,N
6896,26.0,50.0,B,N
6897,31.0,37.0,D,N
6898,50.0,84.0,C,Y
6899,53.0,20.0,A,N
6900,50.0,30.0,C,N
6901,71.0,77.0,F,N
6902,51.0,9.0,A,Y
6903,90.0,91.0,D,N
6904,11.0,86.0,D,Y
6905,28.0,13.0,F,Y
6906,87.0,84.0,A,N
6907,,,,Y
6908,21.0,7.0,F,N
6909,55.0,56.0,B,N
6910,32.0,80.0,A,Y
6911,43.0,35.0,D,N
6912,55.0,40.0,C,N
6913,56.0,80.0,A,N
6914,31.0,89.0,B,Y
6915,68.0,68.0,C,N
6916,,,,Y
6917,11.0,41.0,B,Y
6918,65.0,3.0,D,Y
6919,73.0,6.0,B,Y
6920,,,,Y
6921,55.0,48.0,D,N
6922,92.0,16.0,F,N
6923,75.0,40.0,A,N
6924,93.0,59.0,C,N
6925,,,,Y
6926,89.0,91.0,A,N
6927,86.0,97.0,F,Y
6928,73.0,28.0,A,N
6929,51.0,42.0,F,N
6930,52.0,38.0,F,Y
6931,73.0,75.0,A,Y
6932,65.0,48.0,C,N
6933,8.0,26.0,C,N
6934,,,,Y
6935,50.0,16.0,F,Y
6936,,,,Y
6937,62.0,3.0,B,N
6938,48.0,90.0,D,Y
6939,8.0,31.0,F,N
6940,,,,Y
6941,12.0,10.0,A,N
6942,40.0,62.0,A,N
6943,85.0,75.0,B,N
6944,,,,Y
6945,,,,Y
6946,15.0,70.0,F,N
6947,42.0,15.0,F,Y
6948,42.0,44.0,F,Y
6949,79.0,96.0,F,N
6950,65.0,8.0,A,N
6951,,,,Y
6952,63.0,88.0,F,N
6953,11.0,48.0,B,N
6954,4.0,53.0,D,N
6955,71.0,40.0,A,N
6956,51.0,76.0,A,N
6957,81.0,83.0,C,N
6958,43.0,79.0,F,N
6959,77.0,21.0,F,Y
6960,70.0,41.0,A,Y
6961,58.0,44.0,B,N
6962,43.0,45.0,F,N
6963,78.0,58.0,B,N
6964,98.0,42.0,A,N
6965,12.0,58.0,F,Y
6966,,,,Y
6967,61.0,26.0,D,N
6968,46.0,4.0,F,Y
6969,61.0,76.0,A,N
6970,34.0,65.0,F,Y
6971,49.0,30.0,C,N
6972,61.0,33.0,C,N
6973,83.0,24.0,B,Y
6974,,,,Y
6975,20.0,48.0,B,N
6976,19.0,10.0,C,N
6977,2.0,22.0,C,N
6978,8.0,38.0,B,N
6979,96.0,77.0,B,N
6980,93.0,61.0,B,N
6981,45.0,47.0,D,N
6982,,,,Y
6983,29.0,44.0,D,N
6984,23.0,8.0,F,Y
6985,66.0,91.0,A,N
6986,94.0,93.0,F,N
6987,83.0,93.0,B,Y
6988,66.0,35.0,D,N
6989,45.0,32.0,A,N
6990,51.0,46.0,B,N
6991,35.0,21.0,F,N
6992,76.0,62.0,B,N
6993,77.0,59.0,C,Y
6994,79.0,38.0,A,N
6995,58.0,41.0,C,N
6996,72.0,77.0,A,N
6997,89.0,55.0,A,N
6998,8.0,49.0,A,N
6999,7.0,52.0,B,N
7000,,,,Y
7001,90.0,31.0,B,N
7002,22.0,46.0,B,N
7003,33.0,75.0,B,N
7004,44.0,57.0,A,N
7005,68.0,54.0,B,N
7006,57.0,52.0,A,Y
7007,95.0,74.0,C,N
7008,58.0,49.0,D,N
7009,9.0,43.0,D,N
7010,3.0,71.0,F,Y
7011,86.0,47.0,F,N
7012,8.0,41.0,C,N
7013,59.0,41.0,B,N
7014,13.0,23.0,D,N
7015,,,,Y
7016,7.0,49.0,C,N
7017,57.0,51.0,B,N
7018,63.0,52.0,C,N
7019,2.0,59.0,F,Y
7020,80.0,93.0,B,Y
7021,59.0,58.0,A,N
7022,,,,Y
7023,85.0,1.0,B,N
7024,34.0,5.0,F,Y
7025,46.0,3.0,A,N
7026,19.0,15.0,B,Y
7027,47.0,6.0,C,N
7028,73.0,11.0,C,N
7029,72.0,75.0,C,N
7030,13.0,12.0,C,N
7031,66.0,18.0,F,Y
7032,76.0,41.0,D,N
7033,8.0,19.0,D,N
7034,73.0,44.0,B,N
7035,,,,Y
7036,19.0,4.0,F,Y
7037,42.0,92.0,F,N
7038,54.0,10.0,F,Y
7039,10.0,36.0,A,N
7040,44.0,30.0,D,N
7041,41.0,54.0,B,N
7042,27.0,38.0,B,N
7043,0.0,38.0,B,Y
7044,43.0,89.0,F,N
7045,64.0,86.0,F,N
7046,71.0,67.0,B,N
7047,25.0,46.0,C,N
7048,,,,Y
7049,76.0,31.0,C,N
7050,10.0,86.0,A,Y
7051,82.0,37.0,A,N
7052,30.0,2.0,F,Y
7053,30.0,49.0,C,N
7054,18.0,91.0,F,Y
7055,38.0,21.0,F,Y
7056,70.0,50.0,B,N
7057,89.0,34.0,C,Y
7058,,,,Y
7059,79.0,24.0,A,N
7060,3.0,53.0,B,N
7061,3.0,42.0,B,N
7062,,,,Y
7063,4.0,28.0,A,N
7064,56.0,54.0,C,Y
7065,20.0,53.0,F,Y
7066,8.0,43.0,C,N
7067,93.0,43.0,A,N
7068,72.0,66.0,C,Y
7069,5.0,25.0,F,N
7070,73.0,33.0,B,Y
7071,83.0,11.0,A,N
7072,94.0,53.0,C,N
7073,33.0,10.0,D,Y
7074,83.0,46.0,B,Y
7075,58.0,18.0,C,Y
7076,51.0,19.0,F,Y
7077,57.0,93.0,C,N
7078,34.0,42.0,D,N
7079,30.0,93.0,B,N
7080,60.0,40.0,D,N
7081,0.0,18.0,C,Y
7082,53.0,40.0,B,N
7083,42.0,49.0,D,Y
7084,65.0,71.0,A,N
7085,56.0,72.0,A,N
7086,4.0,53.0,C,N
7087,2.0,14.0,B,N
7088,32.0,78.0,B,N
7089,4.0,19.0,D,N
7090,77.0,5.0,D,N
7091,47.0,54.0,B,N
7092,26.0,3.0,F,Y
7093,32.0,54.0,D,N
7094,18.0,44.0,B,Y
7095,68.0,92.0,D,Y
7096,47.0,52.0,D,N
7097,44.0,97.0,A,Y
7098,26.0,42.0,C,N
7099,84.0,33.0,A,N
7100,86.0,32.0,A,N
7101,3.0,48.0,C,N
7102,4.0,37.0,C,N
7103,62.0,24.0,B,N
7104,61.0,17.0,A,N
7105,6.0,14.0,C,N
7106,7.0,20.0,C,N
7107,10.0,20.0,C,Y
7108,67.0,3.0,D,Y
7109,72.0,82.0,B,N
7110,51.0,68.0,F,Y
7111,51.0,44.0,F,N
7112,31.0,61.0,F,Y
7113,8.0,16.0,B,N
7114,52.0,37.0,D,N
7115,46.0,44.0,C,N
7116,20.0,52.0,B,N
7117,86.0,33.0,A,N
7118,43.0,71.0,B,N
7119,85.0,86.0,C,N
7120,49.0,8.0,F,Y
7121,8.0,32.0,D,N
7122,85.0,53.0,D,N
7123,80.0,14.0,C,Y
7124,,,,Y
7125,68.0,43.0,B,N
7126,37.0,30.0,D,N
7127,59.0,29.0,A,N
7128,51.0,6.0,A,N
7129,35.0,33.0,F,N
7130,,,,Y
7131,94.0,10.0,C,N
7132,40.0,77.0,F,N
7133,11.0,18.0,C,N
7134,86.0,88.0,A,N
7135,79.0,48.0,D,N
7136,,,,Y
7137,64.0,15.0,F,N
7138,26.0,35.0,D,N
7139,84.0,70.0,A,N
7140,,,,Y
7141,50.0,24.0,A,N
7142,69.0,70.0,B,N
7143,10.0,31.0,B,N
7144,41.0,37.0,D,N
7145,74.0,10.0,A,N
7146,94.0,38.0,C,N
7147,84.0,97.0,B,N
7148,68.0,73.0,F,N
7149,10.0,9.0,D,Y
7150,42.0,20.0,D,Y
7151,72.0,36.0,A,N
7152,50.0,26.0,B,N
7153,99.0,67.0,F,N
7154,47.0,1.0,C,N
7155,66.0,77.0,A,Y
7156,82.0,74.0,B,N
7157,30.0,44.0,D,N
7158,2.0,47.0,C,N
7159,26.0,67.0,F,Y
7160,27.0,15.0,F,Y
7161,49.0,69.0,B,N
7162,41.0,73.0,F,Y
7163,13.0,38.0,B,N
7164,39.0,75.0,A,Y
7165,2.0,19.0,F,N
7166,87.0,68.0,F,N
7167,59.0,26.0,A,N
7168,28.0,52.0,C,N
7169,13.0,59.0,B,N
7170,,,,Y
7171,83.0,59.0,B,Y
7172,77.0,28.0,C,N
7173,24.0,74.0,D,N
7174,94.0,61.0,C,N
7175,,,,Y
7176,49.0,25.0,B,N
7177,3.0,35.0,F,N
7178,25.0,44.0,D,N
7179,53.0,79.0,F,Y
7180,6.0,36.0,B,N
7181,73.0,35.0,B,N
7182,55.0,11.0,D,Y
7183,38.0,75.0,B,Y
7184,24.0,40.0,C,Y
7185,70.0,45.0,B,N
7186,5.0,21.0,F,Y
7187,1.0,21.0,B,N
7188,83.0,61.0,C,N
7189,15.0,33.0,D,N
7190,34.0,75.0,D,N
7191,91.0,76.0,B,N
7192,35.0,44.0,C,N
7193,36.0,49.0,C,N
7194,4.0,52.0,B,N
7195,,,,Y
7196,7.0,53.0,B,N
7197,79.0,23.0,A,N
7198,79.0,15.0,B,Y
7199,51.0,1.0,C,N
7200,93.0,71.0,B,N
7201,46.0,49.0,C,N
7202,30.0,27.0,F,Y
7203,22.0,33.0,D,N
7204,56.0,21.0,A,N
7205,36.0,33.0,D,N
7206,36.0,78.0,A,Y
7207,13.0,10.0,F,N
7208,37.0,54.0,C,N
7209,79.0,98.0,B,N
7210,26.0,42.0,B,N
7211,36.0,18.0,F,Y
7212,34.0,45.0,D,N
7213,30.0,47.0,C,N
7214,28.0,30.0,B,Y
7215,81.0,4.0,A,N
7216,57.0,69.0,C,N
7217,34.0,50.0,D,Y
7218,69.0,59.0,A,N
7219,40.0,41.0,C,N
7220,64.0,37.0,A,N
7221,6.0,24.0,C,N
7222,,,,Y
7223,99.0,61.0,A,N
7224,,,,Y
7225,33.0,16.0,D,Y
7226,78.0,42.0,F,Y
7227,27.0,30.0,D,N
7228,73.0,17.0,B,N
7229,10.0,56.0,B,N
7230,56.0,92.0,F,N
7231,75.0,76.0,C,Y
7232,46.0,45.0,D,N
7233,43.0,50.0,C,N
7234,59.0,64.0,A,N
7235,,,,Y
7236,45.0,49.0,D,N
7237,27.0,46.0,F,N
7238,,,,Y
7239,42.0,1.0,F,Y
7240,63.0,10.0,F,Y
7241,12.0,32.0,D,Y
7242,26.0,68.0,A,Y
7243,71.0,49.0,C,Y
7244,46.0,35.0,D,N
7245,63.0,85.0,D,N
7246,1.0,33.0,D,N
7247,10.0,35.0,F,Y
7248,90.0,35.0,B,N
7249,67.0,59.0,B,Y
7250,17.0,13.0,F,Y
7251,95.0,82.0,C,N
7252,6.0,54.0,C,N
7253,45.0,30.0,D,N
7254,9.0,29.0,C,N
7255,84.0,19.0,B,N
7256,8.0,36.0,B,N
7257,58.0,23.0,A,Y
7258,55.0,25.0,D,N
7259,9.0,87.0,B,N
7260,18.0,77.0,C,Y
7261,87.0,38.0,A,N
7262,81.0,1.0,F,Y
7263,73.0,99.0,A,Y
7264,41.0,53.0,D,N
7265,26.0,49.0,D,N
7266,37.0,99.0,D,Y
7267,34.0,53.0,D,N
7268,48.0,36.0,F,Y
7269,,,,Y
7270,13.0,35.0,F,N
7271,52.0,31.0,A,N
7272,2.0,27.0,B,N
7273,26.0,86.0,C,Y
7274,9.0,58.0,C,N
7275,4.0,8.0,A,N
7276,7.0,9.0,A,N
7277,5.0,50.0,A,Y
7278,8.0,7.0,C,N
7279,3.0,11.0,C,N
7280,10.0,42.0,D,N
7281,65.0,60.0,B,N
7282,33.0,42.0,F,N
7283,20.0,49.0,D,Y
7284,,,,Y
7285,5.0,24.0,C,N
7286,22.0,52.0,D,N
7287,30.0,53.0,B,N
7288,37.0,81.0,B,N
7289,44.0,2.0,C,N
7290,94.0,35.0,B,N
7291,25.0,59.0,C,Y
7292,73.0,44.0,C,N
7293,7.0,14.0,C,N
7294,,,,Y
7295,,,,Y
7296,86.0,12.0,A,Y
7297,7.0,65.0,F,Y
7298,78.0,88.0,A,Y
7299,22.0,29.0,C,Y
7300,23.0,51.0,C,N
7301,25.0,44.0,A,Y
7302,62.0,25.0,C,N
7303,4.0,24.0,C,N
7304,9.0,57.0,B,N
7305,,,,Y
7306,11.0,51.0,F,Y
7307,14.0,38.0,C,Y
7308,85.0,42.0,F,N
7309,10.0,48.0,C,N
7310,53.0,35.0,D,N
7311,57.0,34.0,F,N
7312,54.0,34.0,F,N
7313,8.0,24.0,B,N
7314,79.0,33.0,F,N
7315,64.0,52.0,B,N
7316,48.0,81.0,D,N
7317,6.0,52.0,A,N
7318,77.0,53.0,D,N
7319,67.0,43.0,C,Y
7320,37.0,63.0,D,N
7321,47.0,0.0,C,Y
7322,85.0,17.0,A,N
7323,56.0,66.0,C,N
7324,47.0,86.0,A,N
7325,57.0,66.0,D,Y
7326,31.0,16.0,D,N
7327,43.0,2.0,F,N
7328,6.0,71.0,C,N
7329,79.0,22.0,A,Y
7330,4.0,55.0,A,N
7331,84.0,84.0,A,N
7332,43.0,12.0,F,N
7333,88.0,24.0,A,N
7334,22.0,33.0,C,N
7335,,,,Y
7336,,,,Y
7337,79.0,96.0,F,Y
7338,50.0,30.0,C,N
7339,48.0,42.0,F,N
7340,69.0,80.0,C,N
7341,5.0,44.0,D,N
7342,20.0,42.0,C,N
7343,81.0,3.0,A,N
7344,89.0,56.0,A,N
7345,55.0,72.0,A,N
7346,36.0,22.0,A,Y
7347,,,,Y
7348,11.0,29.0,D,N
7349,13.0,39.0,C,Y
7350,44.0,41.0,C,N
7351,56.0,78.0,B,N
7352,56.0,83.0,A,Y
7353,,,,Y
7354,50.0,41.0,B,N
7355,,,,Y
7356,70.0,24.0,C,Y
7357,13.0,22.0,F,Y
7358,79.0,98.0,B,N
7359,68.0,30.0,C,N
7360,25.0,67.0,F,N
7361,23.0,45.0,D,Y
7362,52.0,28.0,C,N
7363,73.0,59.0,F,N
7364,63.0,30.0,A,N
7365,90.0,33.0,D,N
7366,38.0,69.0,D,Y
7367,25.0,32.0,D,N
7368,70.0,23.0,A,N
7369,83.0,21.0,F,N
7370,15.0,52.0,D,N
7371,83.0,4.0,C,N
7372,46.0,53.0,D,N
7373,90.0,47.0,B,N
7374,5.0,31.0,C,N
7375,1.0,47.0,D,N
7376,7.0,33.0,A,N
7377,17.0,4.0,C,N
7378,77.0,46.0,D,N
7379,82.0,49.0,A,Y
7380,12.0,37.0,F,N
7381,87.0,91.0,D,N
7382,96.0,60.0,B,N
7383,56.0,42.0,D,N
7384,58.0,53.0,D,N
7385,12.0,74.0,C,N
7386,48.0,76.0,D,Y
7387,,,,Y
7388,2.0,97.0,F,Y
7389,41.0,41.0,B,N
7390,74.0,70.0,B,N
7391,26.0,71.0,A,N
7392,23.0,52.0,C,Y
7393,35.0,63.0,F,Y
7394,10.0,28.0,B,N
7395,19.0,11.0,A,Y
7396,,,,Y
7397,40.0,72.0,A,N
7398,3.0,40.0,F,Y
7399,41.0,42.0,F,N
7400,86.0,69.0,C,N
7401,63.0,62.0,A,N
7402,77.0,79.0,B,N
7403,,,,Y
7404,2.0,32.0,D,N
7405,4.0,50.0,C,N
7406,,,,Y
7407,47.0,38.0,F,Y
7408,31.0,26.0,C,N
7409,54.0,39.0,B,N
7410,79.0,52.0,B,N
7411,42.0,11.0,D,N
7412,,,,Y
7413,84.0,31.0,F,Y
7414,26.0,31.0,F,Y
7415,,,,Y
7416,43.0,76.0,D,N
7417,40.0,46.0,D,N
7418,53.0,91.0,B,N
7419,1.0,25.0,D,N
7420,31.0,48.0,A,Y
7421,80.0,24.0,F,Y
7422,36.0,70.0,D,Y
7423,54.0,95.0,A,Y
7424,84.0,40.0,F,N
7425,58.0,72.0,F,N
7426,51.0,66.0,C,N
7427,63.0,78.0,F,N
7428,71.0,46.0,F,N
7429,61.0,35.0,B,N
7430,53.0,75.0,D,Y
7431,64.0,55.0,C,N
7432,,,,Y
7433,70.0,56.0,A,N
7434,37.0,42.0,B,N
7435,78.0,32.0,A,N
7436,57.0,6.0,F,Y
7437,,,,Y
7438,3.0,6.0,F,N
7439,83.0,22.0,D,Y
7440,83.0,70.0,F,Y
7441,1.0,33.0,B,N
7442,30.0,12.0,F,Y
7443,7.0,15.0,A,N
7444,12.0,9.0,B,N
7445,50.0,96.0,A,N
7446,77.0,6.0,A,N
7447,44.0,98.0,D,N
7448,3.0,34.0,D,N
7449,59.0,41.0,C,N
7450,,,,Y
7451,32.0,10.0,F,Y
7452,12.0,35.0,F,N
7453,2.0,32.0,A,N
7454,48.0,54.0,D,N
7455,52.0,47.0,C,N
7456,,,,Y
7457,26.0,34.0,B,N
7458,76.0,43.0,F,N
7459,21.0,69.0,C,N
7460,52.0,43.0,D,Y
7461,20.0,90.0,A,N
7462,95.0,68.0,F,N
7463,63.0,28.0,A,Y
7464,24.0,33.0,B,N
7465,12.0,13.0,A,N
7466,8.0,35.0,B,N
7467,46.0,55.0,B,Y
7468,71.0,10.0,F,N
7469,73.0,7.0,A,N
7470,88.0,52.0,B,Y
7471,77.0,28.0,D,Y
7472,5.0,12.0,B,N
7473,10.0,49.0,B,N
7474,11.0,50.0,C,N
7475,38.0,65.0,A,Y
7476,69.0,51.0,A,N
7477,,,,Y
7478,53.0,38.0,D,Y
7479,37.0,46.0,C,N
7480,73.0,49.0,B,N
7481,65.0,28.0,F,Y
7482,36.0,44.0,D,N
7483,41.0,33.0,D,N
7484,96.0,62.0,D,N
7485,22.0,55.0,A,Y
7486,7.0,13.0,A,N
7487,60.0,76.0,A,N
7488,53.0,11.0,A,N
7489,15.0,88.0,D,N
7490,,,,Y
7491,38.0,51.0,D,N
7492,24.0,34.0,C,N
7493,77.0,21.0,F,Y
7494,,,,Y
7495,,,,Y
7496,48.0,14.0,F,N
7497,58.0,4.0,B,Y
7498,60.0,75.0,D,N
7499,9.0,13.0,F,N
7500,7.0,9.0,F,N
7501,64.0,68.0,C,N
7502,35.0,33.0,D,N
7503,84.0,42.0,C,Y
7504,1.0,38.0,A,N
7505,85.0,45.0,A,N
7506,73.0,21.0,A,N
7507,10.0,42.0,A,N
7508,47.0,60.0,A,N
7509,98.0,73.0,D,N
7510,25.0,54.0,D,N
7511,37.0,5.0,F,Y
7512,50.0,13.0,A,N
7513,9.0,16.0,B,N
7514,9.0,11.0,C,N
7515,59.0,60.0,F,Y
7516,49.0,84.0,B,N
7517,52.0,5.0,C,Y
7518,8.0,28.0,B,N
7519,60.0,13.0,A,N
7520,16.0,78.0,B,Y
7521,58.0,68.0,A,N
7522,45.0,78.0,A,N
7523,65.0,73.0,D,N
7524,53.0,77.0,F,N
7525,9.0,13.0,B,Y
7526,59.0,50.0,D,N
7527,89.0,54.0,C,N
7528,3.0,38.0,C,N
7529,52.0,60.0,C,Y
7530,20.0,74.0,B,N
7531,36.0,39.0,F,Y
7532,51.0,79.0,A,N
7533,98.0,57.0,D,N
7534,95.0,69.0,C,N
7535,,,,Y
7536,57.0,78.0,F,N
7537,13.0,62.0,F,N
7538,16.0,33.0,D,Y
7539,51.0,50.0,D,N
7540,53.0,29.0,D,N
7541,65.0,30.0,C,N
7542,60.0,40.0,C,N
7543,88.0,44.0,C,N
7544,64.0,16.0,B,Y
7545,12.0,32.0,B,N
7546,56.0,16.0,A,N
7547,62.0,5.0,F,Y
7548,,,,Y
7549,55.0,42.0,A,N
7550,,,,Y
7551,,,,Y
7552,57.0,8.0,D,Y
7553,26.0,20.0,F,Y
7554,30.0,73.0,B,N
7555,65.0,34.0,A,N
7556,11.0,25.0,C,N
7557,90.0,9.0,A,N
7558,32.0,51.0,D,N
7559,43.0,38.0,C,N
7560,99.0,82.0,D,N
7561,5.0,33.0,D,N
7562,73.0,42.0,A,Y
7563,92.0,78.0,C,N
7564,,,,Y
7565,65.0,32.0,D,Y
7566,60.0,8.0,F,Y
7567,13.0,13.0,F,Y
7568,53.0,48.0,B,N
7569,80.0,70.0,B,N
7570,72.0,55.0,A,N
7571,12.0,64.0,F,Y
7572,59.0,63.0,A,N
7573,57.0,26.0,A,N
7574,,,,Y
7575,,,,Y
7576,7.0,57.0,D,Y
7577,56.0,58.0,B,N
7578,39.0,27.0,F,Y
7579,61.0,29.0,B,Y
7580,47.0,37.0,D,N
7581,12.0,27.0,C,N
7582,77.0,84.0,C,N
7583,55.0,46.0,D,N
7584,10.0,41.0,C,Y
7585,65.0,28.0,A,N
7586,29.0,48.0,F,Y
7587,93.0,55.0,A,N
7588,99.0,14.0,F,N
7589,73.0,27.0,B,N
7590,35.0,9.0,B,Y
7591,34.0,68.0,A,Y
7592,38.0,44.0,B,Y
7593,27.0,18.0,F,Y
7594,79.0,54.0,A,N
7595,51.0,99.0,A,N
7596,27.0,34.0,D,N
7597,3.0,17.0,D,N
7598,73.0,51.0,A,Y
7599,92.0,81.0,D,N
7600,54.0,56.0,C,N
7601,28.0,45.0,B,N
7602,66.0,13.0,D,Y
7603,2.0,35.0,A,N
7604,66.0,0.0,D,Y
7605,52.0,45.0,C,Y
7606,82.0,68.0,B,Y
7607,20.0,22.0,F,Y
7608,52.0,81.0,F,N
7609,25.0,79.0,A,Y
7610,50.0,32.0,F,Y
7611,61.0,38.0,F,N
7612,83.0,50.0,B,N
7613,63.0,21.0,C,Y
7614,6.0,93.0,D,N
7615,16.0,82.0,B,N
7616,57.0,36.0,F,Y
7617,73.0,14.0,C,N
7618,46.0,36.0,A,N
7619,54.0,41.0,B,N
7620,57.0,17.0,A,Y
7621,7.0,8.0,D,N
7622,98.0,73.0,B,N
7623,58.0,21.0,B,N
7624,78.0,30.0,B,N
7625,65.0,17.0,F,Y
7626,33.0,49.0,C,N
7627,9.0,46.0,A,N
7628,45.0,89.0,F,Y
7629,62.0,39.0,C,N
7630,84.0,9.0,A,N
7631,30.0,92.0,F,N
7632,5.0,46.0,C,N
7633,52.0,24.0,A,N
7634,,,,Y
7635,6.0,34.0,C,N
7636,,,,Y
7637,,,,Y
7638,80.0,45.0,C,N
7639,57.0,56.0,A,Y
7640,63.0,50.0,F,Y
7641,12.0,47.0,F,N
7642,40.0,49.0,D,N
7643,9.0,46.0,C,N
7644,59.0,40.0,D,N
7645,71.0,96.0,A,N
7646,64.0,37.0,D,Y
7647,74.0,1.0,A,N
7648,4.0,53.0,B,N
7649,34.0,54.0,C,N
7650,57.0,24.0,C,N
7651,83.0,46.0,B,Y
