,External,Year,session 1,session 2,test 1,dropout
7002,N,third,17,2,D,N
7003,Y,second,29,85,F,N
7004,N,third,93,52,A,N
7005,Y,second,19,77,A,N
7006,Y,first,70,39,F,Y
7007,Y,first,44,61,B,N
7008,Y,third,65,57,C,N
7009,N,third,4,11,B,N
7010,N,third,41,58,D,Y
7011,Y,second,72,32,A,N
7012,Y,third,7,11,B,N
7013,N,second,14,23,F,N
7014,N,third,4,9,B,N
7015,Y,first,21,25,F,Y
7016,N,third,9,6,A,N
7017,N,first,3,27,D,N
7018,N,third,79,32,C,N
7019,Y,first,29,57,F,Y
7020,Y,third,14,28,C,Y
7021,N,second,80,84,A,N
7022,Y,third,0,14,B,Y
7023,Y,second,64,71,A,N
7024,Y,first,50,32,B,Y
7025,Y,second,63,53,A,N
7026,Y,second,18,32,B,Y
7027,Y,second,83,48,F,N
7028,N,second,5,76,B,N
7029,Y,second,29,55,A,N
7030,N,third,2,9,A,N
7031,Y,second,59,58,D,Y
7032,Y,third,93,82,A,N
7033,N,second,5,7,B,N
7034,Y,third,50,55,B,N
7035,Y,third,26,43,F,Y
7036,Y,first,44,57,D,Y
7037,N,first,89,32,B,N
7038,Y,third,59,47,C,Y
7039,N,third,1,15,A,N
7040,Y,first,4,19,F,N
7041,N,second,9,14,F,N
7042,Y,second,3,18,D,N
7043,Y,third,28,34,B,Y
7044,N,first,98,79,C,N
7045,Y,second,83,14,A,N
7046,Y,third,2,86,A,N
7047,N,first,6,8,D,N
7048,Y,second,25,52,C,Y
7049,Y,second,40,46,A,N
7050,Y,second,29,68,A,Y
7051,Y,third,31,66,D,N
7052,Y,first,50,55,C,Y
7053,N,second,16,7,F,N
7054,Y,third,29,64,C,Y
7055,Y,second,56,37,C,Y
7056,Y,third,30,79,F,N
7057,Y,third,54,68,F,Y
7058,Y,first,14,5,D,Y
7059,Y,third,67,50,F,N
7060,N,second,3,10,A,N
7061,N,third,3,5,B,N
7062,Y,first,26,30,C,Y
7063,N,third,5,7,A,N
7064,Y,third,84,64,B,Y
7065,Y,first,39,39,B,Y
7066,N,second,1,14,F,N
7067,Y,third,54,51,B,N
7068,N,second,27,45,D,Y
7069,N,second,8,2,A,N
7070,Y,third,35,70,B,Y
7071,Y,third,79,43,B,N
7072,Y,second,45,56,C,N
7073,Y,third,58,36,C,Y
7074,Y,first,32,71,F,Y
7075,Y,third,16,7,B,Y
7076,Y,first,54,48,A,Y
7077,N,third,86,77,D,N
7078,N,first,12,24,D,N
7079,Y,first,44,6,D,N
7080,Y,first,26,82,F,N
7081,Y,third,46,53,A,Y
7082,N,third,5,24,F,N
7083,N,third,54,71,F,Y
7084,Y,third,67,56,D,N
7085,Y,third,73,52,C,N
7086,Y,third,7,6,F,N
7087,Y,third,3,3,A,N
7088,Y,first,20,70,A,N
7089,Y,second,7,10,A,N
7090,Y,first,96,70,B,N
7091,Y,second,3,29,F,N
7092,Y,second,57,70,D,Y
7093,N,first,8,5,D,N
7094,Y,first,65,17,D,Y
7095,Y,third,11,72,F,Y
7096,Y,first,6,3,F,N
7097,Y,second,84,77,F,Y
7098,Y,second,4,9,F,N
7099,Y,third,31,78,F,N
7100,Y,second,90,34,C,N
7101,N,second,2,16,B,N
7102,Y,third,9,3,A,N
7103,Y,second,38,50,A,N
7104,N,third,95,99,B,N
7105,Y,third,7,7,A,N
7106,N,third,3,11,F,N
7107,N,third,57,7,C,Y
7108,Y,second,58,25,A,Y
7109,Y,third,47,80,B,N
7110,Y,third,81,54,C,Y
7111,N,third,2,4,D,N
7112,N,third,96,60,F,Y
7113,Y,third,4,15,A,N
7114,N,first,12,18,F,N
7115,N,third,2,12,D,N
7116,N,first,13,29,F,N
7117,Y,third,11,58,F,N
7118,Y,second,82,48,A,N
7119,Y,third,82,40,D,N
7120,N,third,48,52,C,Y
7121,N,second,1,14,A,N
7122,Y,second,94,53,B,N
7123,Y,third,84,8,A,Y
7124,Y,first,11,51,C,Y
7125,Y,third,55,78,A,N
7126,N,second,7,7,F,N
7127,Y,second,11,66,B,N
7128,Y,third,89,94,F,N
7129,Y,second,4,22,D,N
7130,Y,third,15,13,F,Y
7131,N,second,98,71,C,N
7132,N,second,73,33,F,N
7133,N,first,67,33,C,N
7134,Y,second,74,54,A,N
7135,N,second,63,39,A,N
7136,Y,third,18,14,D,Y
7137,N,second,76,32,A,N
7138,N,first,12,13,F,N
7139,Y,second,70,68,B,N
7140,Y,first,12,1,F,Y
7141,N,third,24,91,C,N
7142,Y,first,66,13,A,N
7143,N,second,5,13,B,N
7144,Y,third,12,1,F,N
7145,Y,second,86,44,A,N
7146,Y,third,19,56,B,N
7147,Y,first,96,92,D,N
7148,Y,first,18,54,D,N
7149,Y,second,48,37,F,Y
7150,N,third,58,52,A,Y
7151,Y,second,72,95,A,N
7152,Y,second,77,62,B,N
7153,Y,second,64,59,B,N
7154,Y,second,20,76,F,N
7155,N,second,74,67,C,Y
7156,Y,third,37,3,A,N
7157,N,second,8,27,F,N
7158,N,third,5,6,A,N
7159,Y,second,18,34,A,Y
7160,Y,third,56,40,C,Y
7161,N,second,73,87,F,N
7162,N,third,77,57,A,Y
7163,N,third,5,7,A,N
7164,Y,third,65,86,F,Y
7165,N,third,24,90,B,N
7166,N,first,43,61,F,N
7167,N,third,88,64,A,N
7168,N,third,18,2,F,N
7169,N,second,99,57,F,N
7170,Y,first,5,6,C,Y
7171,Y,third,78,11,B,Y
7172,Y,second,14,66,D,N
7173,Y,third,80,97,B,N
7174,N,second,23,16,A,N
7175,N,second,3,24,F,Y
7176,N,first,96,78,C,N
7177,Y,second,28,92,F,N
7178,N,second,18,13,F,N
7179,Y,second,9,61,F,Y
7180,N,second,8,12,A,N
7181,Y,third,55,52,A,N
7182,Y,first,53,28,C,Y
7183,N,second,81,62,A,Y
7184,Y,third,24,52,B,Y
7185,Y,third,99,64,B,N
7186,N,third,30,54,C,Y
7187,N,third,2,14,B,N
7188,N,third,67,31,A,N
7189,N,third,1,14,B,N
7190,Y,first,84,13,D,N
7191,Y,first,39,67,A,N
7192,Y,second,12,9,F,N
7193,N,third,10,10,F,N
7194,N,second,5,9,A,N
7195,Y,third,29,17,F,Y
7196,Y,third,5,3,B,N
7197,Y,second,94,56,F,N
7198,Y,third,10,33,B,Y
7199,Y,second,44,71,A,N
7200,Y,third,94,88,A,N
7201,N,second,6,12,D,N
7202,N,third,68,71,D,Y
7203,Y,first,14,2,D,N
7204,Y,third,43,60,B,N
7205,N,first,17,14,D,N
7206,Y,first,16,5,A,Y
7207,N,third,9,10,A,N
7208,Y,first,7,22,D,N
7209,Y,second,48,67,B,N
7210,N,second,7,26,F,N
7211,Y,first,87,55,B,Y
7212,N,first,2,29,D,N
7213,N,second,2,28,F,N
7214,Y,first,33,17,B,Y
7215,Y,third,77,92,D,N
7216,Y,first,49,38,A,N
7217,Y,first,70,61,D,Y
7218,Y,third,78,57,A,N
7219,N,first,7,20,D,N
7220,Y,third,69,75,D,N
7221,N,third,6,12,A,N
7222,Y,third,21,28,D,Y
7223,Y,first,65,5,D,N
7224,Y,first,19,29,B,Y
7225,Y,third,94,68,A,Y
7226,N,third,61,57,A,Y
7227,N,first,15,7,D,N
7228,N,second,99,45,D,N
7229,N,third,5,3,F,N
7230,N,second,74,36,B,N
7231,N,second,33,41,B,Y
7232,N,third,17,8,D,N
7233,Y,second,4,18,D,N
7234,Y,third,84,97,B,N
7235,Y,first,17,6,F,Y
7236,Y,first,8,10,D,N
7237,N,second,4,10,F,N
7238,Y,first,8,14,D,Y
7239,Y,third,56,24,D,Y
7240,Y,first,50,49,A,Y
7241,Y,first,21,40,F,Y
7242,Y,second,84,37,D,Y
7243,N,third,83,46,A,Y
7244,Y,second,17,3,D,N
7245,N,third,31,50,F,N
7246,N,second,9,6,A,N
7247,Y,second,99,92,C,Y
7248,N,third,99,3,A,N
7249,Y,third,84,75,B,Y
7250,Y,first,24,50,D,Y
7251,Y,first,75,35,B,N
7252,N,third,1,6,F,N
7253,N,second,12,28,F,N
7254,Y,third,6,3,A,N
7255,N,second,69,41,A,N
7256,N,third,9,16,B,N
7257,Y,third,16,37,A,Y
7258,N,first,68,71,F,N
7259,Y,first,90,25,A,N
7260,N,second,23,84,D,Y
7261,Y,third,76,72,B,N
7262,Y,second,11,40,A,Y
7263,Y,second,28,89,D,Y
7264,N,second,5,17,F,N
7265,Y,third,12,29,D,N
7266,Y,second,61,80,B,Y
7267,N,third,13,4,F,N
7268,Y,third,35,45,F,Y
7269,Y,first,16,43,D,Y
7270,N,second,8,13,A,N
7271,Y,second,15,56,D,N
7272,N,second,5,11,A,N
7273,Y,third,64,62,A,Y
7274,N,second,90,79,A,N
7275,N,third,5,6,A,N
7276,N,third,1,12,B,N
7277,Y,second,82,47,A,Y
7278,N,first,8,30,A,N
7279,N,second,8,7,A,N
7280,N,third,5,11,A,N
7281,Y,third,23,56,B,N
7282,N,second,2,4,F,N
7283,Y,third,9,30,D,Y
7284,Y,first,2,2,F,Y
7285,N,third,3,2,F,N
7286,N,third,9,4,F,N
7287,Y,first,64,6,C,N
7288,N,first,31,68,D,N
7289,N,second,96,75,D,N
7290,Y,second,91,19,A,N
7291,Y,second,94,22,A,Y
7292,Y,third,34,57,C,N
7293,N,third,6,16,B,N
7294,Y,first,9,2,D,Y
7295,Y,second,28,30,D,Y
7296,Y,third,88,96,A,Y
7297,Y,second,56,61,D,Y
7298,Y,first,99,79,F,Y
7299,Y,first,25,77,F,Y
7300,Y,first,13,19,D,N
7301,Y,second,70,74,A,Y
7302,Y,third,40,62,F,N
7303,Y,second,5,6,A,N
7304,N,second,2,10,A,N
7305,Y,first,3,7,C,Y
7306,Y,first,26,58,D,Y
7307,Y,second,34,37,D,Y
7308,Y,second,9,32,A,N
7309,N,third,3,15,A,N
7310,Y,first,17,3,D,N
7311,N,second,83,36,F,N
7312,Y,second,16,1,F,N
7313,Y,third,8,5,A,N
7314,Y,third,74,42,D,N
7315,Y,first,89,87,A,N
7316,Y,second,96,30,C,N
7317,N,third,6,13,F,N
7318,N,third,98,74,C,N
7319,Y,third,63,51,F,Y
7320,Y,first,5,23,C,N
7321,Y,third,37,51,B,Y
7322,N,third,78,11,D,N
7323,Y,third,24,20,B,N
7324,Y,first,80,44,F,N
7325,Y,first,11,73,C,Y
7326,Y,third,57,22,F,N
7327,N,second,83,44,D,N
7328,N,first,90,7,F,N
7329,N,third,65,62,D,Y
7330,Y,third,6,6,A,N
7331,Y,second,90,82,A,N
7332,Y,second,93,95,B,N
7333,Y,third,22,69,B,N
7334,N,first,2,25,D,N
7335,N,second,1,5,F,Y
7336,Y,third,14,12,D,Y
7337,N,first,61,63,A,Y
7338,N,first,19,17,F,N
7339,N,first,16,3,F,N
7340,Y,second,62,80,A,N
7341,N,third,2,12,A,N
7342,N,first,15,6,F,N
7343,N,second,79,43,A,N
7344,Y,third,14,78,A,N
7345,Y,second,72,59,A,N
7346,Y,second,37,69,C,Y
7347,Y,third,29,22,C,Y
7348,N,second,20,93,F,N
7349,Y,first,67,68,F,Y
7350,N,second,4,11,D,N
7351,Y,third,66,57,A,N
7352,Y,second,79,2,D,Y
7353,Y,third,24,4,D,Y
7354,Y,third,47,63,D,N
7355,Y,first,14,3,F,Y
7356,Y,second,55,27,C,Y
7357,Y,first,50,73,A,Y
7358,N,second,88,57,B,N
7359,Y,third,33,77,F,N
7360,Y,third,84,12,C,N
7361,Y,first,12,27,F,Y
7362,Y,first,13,61,A,N
7363,N,second,33,27,B,N
7364,Y,second,64,42,A,N
7365,Y,third,36,58,B,N
7366,Y,first,18,77,B,Y
7367,N,second,4,17,F,N
7368,N,first,61,47,C,N
7369,N,third,76,77,C,N
7370,Y,second,27,57,B,N
7371,N,first,53,49,A,N
7372,Y,second,74,76,A,N
7373,Y,second,38,77,D,N
7374,N,third,4,10,A,N
7375,N,third,5,14,A,N
7376,Y,third,8,14,A,N
7377,N,third,26,72,D,N
7378,Y,third,51,74,A,N
7379,Y,second,42,9,B,Y
7380,N,second,3,4,A,N
7381,N,second,42,22,C,N
7382,Y,third,19,66,C,N
7383,N,first,5,16,F,N
7384,N,second,2,15,D,N
7385,N,first,97,8,A,N
7386,Y,third,90,92,A,Y
7387,N,second,2,2,F,Y
7388,N,third,40,60,D,Y
7389,N,first,12,17,F,N
7390,Y,third,65,72,A,N
7391,Y,third,33,37,F,N
7392,Y,third,54,37,A,Y
7393,N,third,30,60,D,Y
7394,N,third,3,11,A,N
7395,Y,first,83,95,A,Y
7396,Y,third,28,43,D,Y
7397,N,third,69,50,A,N
7398,Y,third,28,54,D,Y
7399,N,third,66,30,B,N
7400,Y,third,37,78,C,N
7401,Y,second,99,49,A,N
7402,Y,third,50,66,F,N
7403,N,third,13,30,F,Y
7404,N,third,2,3,B,N
7405,Y,third,8,5,A,N
7406,N,third,16,37,F,Y
7407,Y,second,25,51,F,Y
7408,Y,third,75,54,D,N
7409,Y,first,69,38,F,N
7410,Y,third,19,72,D,N
7411,Y,second,96,32,C,N
7412,Y,third,17,52,D,Y
7413,Y,second,77,71,C,Y
7414,N,third,45,39,C,Y
7415,Y,second,19,44,F,Y
7416,N,first,77,92,A,N
7417,Y,second,19,24,D,N
7418,N,second,63,84,A,N
7419,Y,third,9,3,A,N
7420,Y,third,36,88,B,Y
7421,N,third,61,56,F,Y
7422,Y,first,89,8,B,Y
7423,N,third,83,96,D,Y
7424,Y,second,60,77,C,N
7425,N,second,97,54,A,N
7426,N,first,66,78,D,N
7427,Y,second,69,62,F,N
7428,Y,second,90,93,C,N
7429,N,first,36,39,B,N
7430,Y,third,79,66,C,Y
7431,Y,first,47,70,A,N
7432,Y,first,19,17,D,Y
7433,N,second,84,47,D,N
7434,N,second,14,22,D,N
7435,N,third,72,41,A,N
7436,Y,second,59,25,A,Y
7437,Y,first,18,56,C,Y
7438,Y,first,36,30,B,N
7439,Y,first,17,98,F,Y
7440,Y,third,79,13,D,Y
7441,N,third,6,14,A,N
7442,Y,first,58,48,A,Y
7443,Y,third,3,8,A,N
7444,Y,third,7,3,F,N
7445,N,second,84,91,A,N
7446,N,second,88,45,C,N
7447,Y,third,99,33,F,N
7448,N,third,7,3,B,N
7449,N,third,3,13,F,N
7450,Y,first,15,31,F,Y
7451,Y,third,20,44,D,Y
7452,N,second,4,4,A,N
7453,N,third,1,6,F,N
7454,Y,first,13,21,F,N
7455,N,first,12,10,D,N
7456,N,third,17,3,F,Y
7457,N,first,14,11,D,N
7458,N,second,40,87,A,N
7459,N,first,34,88,F,N
7460,Y,third,53,9,B,Y
7461,Y,first,82,18,B,N
7462,Y,third,44,50,F,N
7463,Y,first,27,42,D,Y
7464,N,second,17,2,F,N
7465,N,first,68,36,B,N
7466,N,third,3,14,A,N
7467,Y,second,73,29,D,Y
7468,Y,first,50,4,D,N
7469,N,first,9,63,A,N
7470,Y,third,86,82,A,Y
7471,N,third,63,59,C,Y
7472,Y,third,8,8,A,N
7473,Y,third,6,7,A,N
7474,N,third,2,14,A,N
7475,Y,first,79,89,B,Y
7476,Y,third,75,74,A,N
7477,Y,third,20,52,D,Y
7478,N,second,84,95,A,Y
7479,N,first,18,9,F,N
7480,Y,second,28,72,A,N
7481,Y,third,63,95,A,Y
7482,Y,second,9,27,F,N
7483,Y,second,18,2,D,N
7484,Y,third,39,67,B,N
7485,N,third,80,73,B,Y
7486,N,third,3,16,F,N
7487,Y,third,99,10,D,N
7488,Y,third,79,29,C,N
7489,Y,first,7,9,A,N
7490,Y,third,20,27,C,Y
7491,N,first,13,16,F,N
7492,Y,first,2,23,F,N
7493,N,first,53,89,A,Y
7494,N,second,1,15,B,Y
7495,Y,first,14,2,F,Y
7496,N,first,68,63,A,N
7497,Y,second,12,98,B,Y
7498,N,first,97,95,B,N
7499,Y,third,3,9,A,N
7500,N,third,9,2,F,N
7501,Y,third,26,65,A,N
7502,N,second,13,21,D,N
7503,Y,third,67,12,A,Y
7504,N,third,1,11,A,N
7505,Y,third,56,25,F,N
7506,Y,third,82,31,B,N
7507,N,second,9,7,B,N
7508,N,second,17,22,C,N
7509,Y,first,26,53,A,N
7510,N,first,8,15,F,N
7511,Y,first,29,47,F,Y
7512,N,second,96,44,A,N
7513,Y,third,5,7,A,N
7514,Y,third,6,2,A,N
7515,Y,second,59,99,C,Y
7516,N,third,13,60,F,N
7517,Y,third,26,14,C,Y
7518,Y,second,2,14,F,N
7519,Y,first,21,82,A,N
7520,Y,first,4,25,A,Y
7521,Y,third,43,63,C,N
7522,N,second,76,65,A,N
7523,Y,first,66,92,B,N
7524,N,second,28,37,D,N
7525,Y,first,19,17,B,Y
7526,N,second,19,5,D,N
7527,Y,third,14,50,B,N
7528,N,third,2,6,A,N
7529,Y,first,75,43,B,Y
7530,Y,first,96,91,F,N
7531,Y,third,73,5,D,Y
7532,Y,third,84,44,A,N
7533,N,second,49,10,C,N
7534,N,third,1,54,C,N
7535,Y,third,14,53,D,Y
7536,Y,third,34,81,A,N
7537,Y,first,9,49,F,N
7538,Y,second,22,41,F,Y
7539,N,second,11,23,F,N
7540,Y,third,67,63,B,N
7541,Y,third,21,63,B,N
7542,Y,third,64,31,A,N
7543,Y,third,13,66,A,N
7544,Y,third,16,53,B,Y
7545,N,third,3,16,A,N
7546,N,first,97,92,A,N
7547,N,second,61,34,B,Y
7548,Y,first,21,28,D,Y
7549,N,second,72,61,A,N
7550,Y,first,9,8,F,Y
7551,Y,third,20,38,C,Y
7552,Y,first,57,42,C,Y
7553,Y,second,29,58,C,Y
7554,Y,third,74,2,D,N
7555,Y,third,22,74,B,N
7556,N,third,1,13,F,N
7557,N,first,96,38,A,N
7558,N,second,12,1,D,N
7559,N,third,79,42,B,N
7560,Y,third,2,69,B,N
7561,N,second,5,4,F,N
7562,N,third,75,15,D,Y
7563,Y,third,68,61,D,N
7564,Y,first,10,42,C,Y
7565,N,first,52,53,C,Y
7566,Y,first,55,42,B,Y
7567,Y,third,15,32,B,Y
7568,N,third,90,30,F,N
7569,Y,third,93,14,D,N
7570,Y,first,39,70,F,N
7571,Y,second,34,53,F,Y
7572,Y,third,61,78,D,N
7573,Y,first,89,40,A,N
7574,Y,first,18,0,F,Y
7575,Y,third,12,41,C,Y
7576,Y,first,36,35,D,Y
7577,Y,third,66,64,A,N
7578,Y,third,80,60,A,Y
7579,Y,first,22,22,A,Y
7580,N,second,10,5,D,N
7581,N,third,9,7,B,N
7582,N,third,49,32,C,N
7583,N,first,5,14,F,N
7584,Y,first,1,37,B,Y
7585,Y,first,64,67,B,N
7586,N,third,57,53,C,Y
7587,Y,third,79,6,A,N
7588,N,third,31,95,C,N
7589,Y,third,45,91,F,N
7590,Y,third,18,42,D,Y
7591,Y,second,12,6,C,Y
7592,Y,third,78,79,A,Y
7593,Y,first,54,57,A,Y
7594,Y,first,47,67,C,N
7595,N,second,76,78,B,N
7596,N,second,8,15,F,N
7597,Y,second,9,16,A,N
7598,Y,second,66,12,A,Y
7599,N,second,89,48,B,N
7600,N,third,65,63,A,N
7601,N,first,5,29,D,N
7602,N,second,35,57,B,Y
7603,N,third,8,3,A,N
7604,Y,first,54,23,C,Y
7605,Y,second,16,61,F,Y
7606,Y,second,29,79,F,Y
7607,Y,third,50,67,F,Y
7608,N,third,93,44,A,N
7609,Y,second,96,13,A,Y
7610,Y,first,72,55,A,Y
7611,Y,third,33,58,A,N
7612,N,first,94,72,A,N
7613,N,third,71,90,A,Y
7614,Y,second,75,15,A,N
7615,Y,second,39,27,B,N
7616,Y,third,14,18,C,Y
7617,N,first,84,57,F,N
7618,N,second,87,96,C,N
7619,N,third,17,19,D,N
7620,N,third,34,67,C,Y
7621,N,third,7,10,A,N
7622,Y,third,30,61,B,N
7623,Y,second,14,57,A,N
7624,Y,third,58,80,D,N
7625,Y,second,53,58,C,Y
7626,Y,third,2,6,D,N
7627,N,third,8,6,B,N
7628,N,third,81,86,A,Y
7629,Y,second,63,73,A,N
7630,Y,second,63,63,C,N
7631,Y,first,15,80,D,N
7632,Y,third,2,13,A,N
7633,Y,second,15,94,F,N
7634,N,third,3,24,F,Y
7635,N,second,1,2,F,N
7636,Y,first,19,16,F,Y
7637,Y,third,4,2,F,Y
7638,Y,second,76,52,F,N
7639,N,third,93,65,F,Y
7640,Y,second,12,75,C,Y
7641,N,second,5,4,A,N
7642,N,first,13,24,D,N
7643,Y,third,5,2,A,N
7644,Y,third,6,18,D,N
7645,N,first,69,50,D,N
7646,Y,first,69,20,B,Y
7647,Y,second,95,77,A,N
7648,Y,third,2,16,A,N
7649,Y,third,13,27,D,N
7650,Y,first,62,59,B,N
7651,Y,third,66,67,F,Y
7652,Y,second,6,10,D,N
7653,Y,third,51,49,D,Y
7654,N,second,12,6,D,N
7655,Y,third,33,78,A,N
7656,N,second,94,80,A,N
7657,Y,third,47,52,F,N
7658,N,second,12,14,D,N
7659,Y,third,55,21,C,Y
7660,Y,second,6,35,D,Y
7661,N,second,52,61,A,Y
7662,Y,third,16,52,B,Y
7663,Y,third,68,28,A,Y
7664,N,third,19,21,D,N
7665,Y,third,8,5,B,N
7666,Y,second,76,77,C,Y
7667,N,second,3,51,A,Y
7668,N,third,52,37,B,N
7669,N,third,62,95,D,Y
7670,N,third,55,90,C,Y
7671,Y,third,9,8,A,N
7672,Y,third,9,18,F,Y
7673,Y,second,85,64,A,N
7674,Y,first,18,25,D,N
7675,Y,third,43,36,F,Y
7676,N,second,4,2,D,N
7677,Y,second,6,13,A,N
7678,Y,third,31,66,B,N
7679,N,third,70,49,C,Y
7680,Y,first,79,91,B,N
7681,N,third,61,80,A,N
7682,Y,second,69,2,D,Y
7683,N,third,77,99,B,Y
7684,N,first,72,70,A,Y
7685,N,first,74,36,A,N
7686,Y,first,0,11,F,Y
7687,Y,third,24,17,D,Y
7688,N,first,13,36,F,N
7689,N,third,6,5,B,N
7690,N,second,11,18,D,N
7691,N,second,9,3,B,N
7692,N,second,11,26,B,Y
7693,N,third,6,1,A,N
7694,N,second,58,13,D,N
7695,Y,third,61,98,A,Y
7696,Y,third,61,62,A,Y
7697,N,second,9,2,B,N
7698,Y,first,44,86,C,N
7699,Y,third,63,57,A,N
7700,Y,first,67,46,F,Y
7701,Y,first,38,51,F,Y
7702,Y,third,85,30,B,N
7703,N,third,22,7,F,Y
7704,Y,second,16,11,D,Y
7705,N,first,7,4,D,N
7706,N,third,2,15,B,N
7707,Y,first,97,5,F,Y
7708,N,third,4,2,B,N
7709,Y,first,16,1,F,Y
7710,Y,first,24,62,D,Y
7711,Y,first,18,54,F,Y
7712,N,second,26,52,C,N
7713,Y,first,12,14,F,Y
7714,Y,second,72,21,A,N
7715,N,third,8,86,D,Y
7716,N,first,11,14,F,N
7717,N,second,63,61,B,N
7718,Y,first,59,3,D,N
7719,N,second,63,56,C,Y
7720,Y,second,90,58,C,N
7721,N,third,60,59,A,Y
7722,Y,third,85,42,B,N
7723,Y,third,52,64,A,N
7724,Y,second,57,25,C,Y
7725,Y,second,37,90,C,Y
7726,Y,third,10,2,D,Y
7727,Y,first,25,63,F,N
7728,Y,third,36,95,B,Y
7729,Y,second,10,5,C,Y
7730,Y,third,42,54,D,Y
7731,N,third,9,5,F,N
7732,Y,second,73,88,C,N
7733,N,third,12,20,D,N
7734,Y,third,42,94,B,Y
7735,Y,third,42,63,A,N
7736,Y,third,36,94,D,N
7737,Y,first,61,87,A,Y
7738,Y,second,57,26,C,Y
7739,Y,second,9,21,F,N
7740,N,second,9,3,D,N
7741,Y,third,22,55,D,N
7742,Y,third,99,32,A,N
7743,Y,first,78,76,F,Y
7744,N,third,90,57,D,Y
7745,Y,first,52,52,F,N
7746,Y,first,60,59,F,Y
7747,N,second,19,18,F,N
7748,N,third,4,6,B,N
7749,Y,first,2,10,F,Y
7750,Y,third,2,9,A,N
7751,N,third,86,54,A,N
7752,Y,first,16,63,F,N
7753,Y,first,41,60,B,Y
7754,Y,first,67,62,B,N
7755,N,second,90,91,D,N
7756,N,third,19,25,D,N
7757,Y,second,58,86,D,Y
7758,N,second,16,6,D,N
7759,Y,third,27,5,C,Y
7760,N,second,50,56,A,Y
7761,Y,third,83,74,D,N
7762,Y,third,55,3,A,Y
7763,N,second,34,55,D,Y
7764,N,third,5,14,A,N
7765,N,third,9,4,A,N
7766,N,third,6,25,D,N
7767,N,third,21,24,F,Y
7768,Y,second,8,6,A,N
7769,N,second,74,76,B,N
7770,Y,first,86,58,A,N
7771,N,third,12,12,D,N
7772,Y,third,10,10,F,Y
7773,N,third,5,6,B,N
7774,N,second,3,22,F,N
7775,N,third,7,7,F,N
7776,Y,third,34,51,C,Y
7777,Y,second,59,38,A,Y
7778,Y,third,79,16,B,N
7779,N,third,9,7,A,N
7780,Y,first,31,68,B,N
7781,N,third,1,16,A,N
7782,Y,first,6,4,F,N
7783,Y,second,34,53,D,N
7784,Y,first,94,55,A,Y
7785,Y,second,20,57,D,N
7786,N,first,12,1,D,N
7787,N,first,3,7,F,N
7788,N,third,2,4,B,N
7789,Y,first,22,60,D,N
7790,Y,second,91,77,A,N
7791,Y,third,17,53,C,Y
7792,N,second,4,4,A,N
7793,N,third,25,30,F,Y
7794,N,second,6,1,A,N
7795,Y,third,65,68,F,Y
7796,Y,second,8,18,F,Y
7797,Y,third,49,85,B,N
7798,Y,second,16,18,D,Y
7799,N,third,16,11,D,N
7800,Y,third,53,45,C,Y
7801,N,first,79,42,F,N
7802,Y,third,10,60,A,N
7803,Y,first,13,6,F,Y
7804,N,second,3,16,A,N
7805,N,second,88,50,F,N
7806,Y,first,10,58,B,N
7807,Y,third,20,56,B,N
7808,Y,third,59,21,A,N
7809,Y,first,25,40,D,Y
7810,Y,third,46,79,A,N
7811,Y,third,1,68,D,N
7812,Y,first,66,96,B,Y
7813,N,first,11,12,D,N
7814,N,third,5,7,A,N
7815,Y,second,35,57,A,Y
7816,N,second,19,2,F,N
7817,Y,first,17,22,D,N
7818,N,third,4,15,A,N
7819,Y,third,43,60,C,N
7820,Y,second,68,12,A,Y
7821,Y,third,61,51,F,N
7822,Y,first,6,12,F,Y
7823,Y,third,58,89,C,Y
7824,Y,third,49,35,F,N
7825,Y,first,19,20,D,Y
7826,N,second,13,10,D,N
7827,Y,second,20,35,C,Y
7828,N,second,92,77,F,Y
7829,Y,third,93,95,B,N
7830,N,third,92,66,A,Y
7831,Y,second,48,19,A,Y
7832,Y,third,20,44,D,Y
7833,Y,first,7,7,F,Y
7834,Y,third,18,64,A,N
7835,N,third,72,2,A,Y
7836,N,third,45,17,A,N
7837,Y,first,45,34,A,N
7838,Y,second,1,2,F,N
7839,Y,third,70,13,A,Y
7840,N,first,8,19,D,N
7841,N,second,94,49,C,Y
7842,Y,third,62,26,A,Y
7843,N,third,8,13,A,N
7844,N,second,7,5,F,N
7845,Y,first,92,55,D,N
7846,N,third,71,67,A,N
7847,Y,second,81,71,B,N
7848,Y,first,3,12,D,N
7849,N,third,7,9,A,N
7850,N,second,60,51,F,Y
7851,N,third,6,5,A,N
7852,Y,second,69,31,D,Y
7853,N,third,2,7,B,N
7854,N,third,52,16,A,Y
7855,Y,first,56,51,D,Y
7856,Y,second,32,63,A,Y
7857,Y,third,81,84,A,Y
7858,Y,third,85,46,B,N
7859,Y,second,29,77,A,N
7860,Y,third,52,0,B,Y
7861,N,second,65,82,A,N
7862,Y,first,76,40,A,Y
7863,Y,second,98,66,B,Y
7864,N,third,9,11,A,N
7865,Y,first,0,12,B,Y
7866,Y,first,20,56,D,N
7867,N,third,80,48,F,N
7868,N,third,6,1,A,N
7869,N,first,3,25,F,N
7870,N,third,66,85,C,Y
7871,N,third,60,37,B,N
7872,Y,third,78,56,B,N
7873,N,third,35,84,D,N
7874,Y,third,34,77,A,N
7875,Y,second,20,32,B,Y
7876,N,second,65,91,D,N
