,External,Year,session 1,session 2,test 1,session 3,session 4,test 2,session 5,test 3,session 6,ind cw,group cw,final grade,fourm Q,fourm A,office hour visits,dropout,passed_checkpoint_1,passed_checkpoint_2,passed_checkpoint_3
4850,N,first,55,91,A,44.0,37.0,D,,,,,,,3,2,0,Y,True,False,False
4851,N,first,12,19,D,41.0,50.0,C,70.0,B,29.0,C,B,D,9,13,8,N,True,True,True
4852,Y,second,57,34,A,63.0,11.0,F,,,,,,,1,1,0,Y,True,False,False
4853,Y,second,86,39,B,66.0,50.0,B,49.0,F,65.0,D,B,D,14,5,1,N,True,True,True
4854,N,first,80,88,D,46.0,28.0,B,12.0,C,77.0,A,C,F,5,4,9,N,True,True,True
4855,Y,first,69,96,D,82.0,61.0,A,44.0,D,17.0,A,B,C,1,0,1,Y,True,True,True
4856,N,third,18,6,D,57.0,41.0,D,64.0,A,48.0,C,B,A,3,10,5,N,True,True,True
4857,N,third,46,93,A,24.0,21.0,C,64.0,A,99.0,F,A,A,15,5,6,N,True,True,True
4858,Y,first,9,12,D,,,,,,,,,,2,0,0,Y,False,False,False
4859,N,third,15,14,F,,,,,,,,,,2,0,0,Y,False,False,False
4860,Y,first,36,24,B,7.0,56.0,B,54.0,F,8.0,B,F,A,7,17,3,N,True,True,True
4861,Y,second,69,36,A,46.0,74.0,B,54.0,A,24.0,F,A,A,13,7,5,N,True,True,True
4862,Y,third,13,6,B,,,,,,,,,,0,1,1,Y,False,False,False
4863,Y,first,23,21,D,,,,,,,,,,2,1,0,Y,False,False,False
4864,N,third,17,39,F,,,,,,,,,,5,0,1,Y,False,False,False
4865,N,third,4,3,F,10.0,12.0,C,28.0,B,27.0,B,C,C,0,1,1,N,True,True,True
4866,Y,third,74,21,A,88.0,23.0,D,53.0,F,21.0,C,A,A,12,4,3,N,True,True,True
4867,N,third,7,2,A,13.0,14.0,C,40.0,A,29.0,C,A,A,2,1,1,N,True,True,True
4868,Y,second,67,74,A,55.0,96.0,A,51.0,F,56.0,A,A,B,8,3,5,N,True,True,True
4869,N,second,4,8,F,7.0,9.0,D,41.0,A,25.0,A,A,A,3,2,1,N,True,True,True
4870,Y,second,21,59,C,63.0,17.0,F,33.0,D,53.0,D,C,F,3,2,1,Y,True,True,True
4871,Y,first,2,2,F,,,,,,,,,,3,0,1,Y,False,False,False
4872,Y,third,78,67,C,68.0,36.0,B,80.0,B,86.0,B,C,F,6,7,2,N,True,True,True
4873,Y,second,73,76,D,87.0,57.0,A,67.0,B,61.0,D,F,A,12,8,3,N,True,True,True
4874,N,second,2,15,A,11.0,32.0,A,26.0,D,23.0,A,A,A,4,3,2,N,True,True,True
4875,Y,second,60,6,F,99.0,31.0,D,99.0,C,91.0,F,A,C,15,23,8,N,True,True,True
4876,Y,third,44,61,A,74.0,63.0,C,91.0,F,55.0,C,F,F,17,7,3,N,True,True,True
4877,N,first,1,18,D,50.0,30.0,C,67.0,B,30.0,B,C,C,10,10,4,N,True,True,True
4878,N,third,71,56,A,41.0,45.0,A,27.0,A,66.0,D,B,A,10,18,1,N,True,True,True
4879,Y,third,77,33,D,38.0,26.0,C,8.0,D,31.0,B,D,D,9,1,3,Y,True,True,True
4880,Y,second,31,76,F,5.0,46.0,B,48.0,D,35.0,C,B,B,6,18,3,N,True,True,True
4881,N,second,87,71,C,70.0,49.0,A,67.0,A,71.0,A,F,D,4,5,3,N,True,True,True
4882,N,third,4,9,A,12.0,18.0,F,42.0,B,26.0,A,C,A,2,1,2,N,True,True,True
4883,Y,third,26,86,C,42.0,12.0,C,29.0,A,40.0,F,A,B,5,23,3,N,True,True,True
4884,Y,first,92,58,A,58.0,72.0,B,18.0,F,62.0,A,B,C,13,6,1,N,True,True,True
4885,N,first,7,21,F,23.0,42.0,D,93.0,C,74.0,A,C,C,15,12,6,N,True,True,True
4886,Y,first,39,32,A,37.0,69.0,F,46.0,C,,,,,3,0,1,Y,True,True,False
4887,Y,third,90,66,A,58.0,52.0,B,47.0,D,39.0,B,A,F,12,7,4,N,True,True,True
4888,Y,third,15,65,A,90.0,35.0,D,59.0,F,72.0,A,C,B,12,8,2,N,True,True,True
4889,Y,first,32,37,D,35.0,18.0,F,,,,,,,3,0,1,Y,True,False,False
4890,Y,third,45,52,D,5.0,59.0,D,,,,,,,4,1,0,Y,True,False,False
4891,N,second,2,29,F,29.0,44.0,F,87.0,C,39.0,D,D,B,18,3,8,N,True,True,True
4892,N,third,1,14,F,,,,,,,,,,2,1,1,Y,False,False,False
4893,Y,first,81,45,F,23.0,62.0,B,90.0,A,54.0,F,A,D,11,10,6,N,True,True,True
4894,N,third,43,57,B,76.0,68.0,D,,,,,,,6,4,2,Y,True,False,False
4895,Y,second,18,11,D,,,,,,,,,,2,1,1,Y,False,False,False
4896,N,second,86,68,B,75.0,86.0,C,31.0,A,76.0,D,F,D,6,7,2,N,True,True,True
4897,Y,second,12,22,F,28.0,33.0,D,90.0,B,58.0,D,C,C,17,7,8,N,True,True,True
4898,Y,second,20,79,A,76.0,53.0,A,15.0,D,64.0,D,D,F,13,0,2,Y,True,True,True
4899,Y,third,55,55,D,89.0,46.0,A,73.0,F,,,,,10,1,1,Y,True,True,False
4900,Y,third,4,1,A,13.0,42.0,B,25.0,B,21.0,C,A,A,4,2,1,N,True,True,True
4901,Y,third,72,77,A,58.0,34.0,C,39.0,B,11.0,D,A,D,6,5,2,N,True,True,True
4902,Y,third,59,58,A,28.0,0.0,D,,,,,,,1,0,1,Y,True,False,False
4903,N,third,66,83,A,45.0,33.0,D,6.0,A,67.0,A,A,A,14,3,5,N,True,True,True
4904,N,first,15,62,C,3.0,10.0,D,41.0,C,34.0,D,A,D,9,14,9,N,True,True,True
4905,Y,third,80,39,A,44.0,8.0,A,33.0,F,70.0,F,A,A,6,11,5,N,True,True,True
4906,Y,second,67,98,C,63.0,21.0,A,64.0,F,42.0,A,A,C,11,10,2,N,True,True,True
4907,N,third,23,92,D,91.0,12.0,C,17.0,A,5.0,F,D,D,1,4,7,N,True,True,True
4908,Y,third,93,96,D,25.0,91.0,C,40.0,D,39.0,F,A,F,2,0,0,Y,True,True,True
4909,N,first,13,45,A,53.0,14.0,A,49.0,A,78.0,B,B,A,12,15,8,N,True,True,True
4910,Y,second,88,94,F,89.0,54.0,F,61.0,C,73.0,A,A,F,12,4,5,N,True,True,True
4911,N,second,56,28,D,89.0,15.0,F,19.0,F,24.0,C,A,D,5,7,8,N,True,True,True
4912,Y,third,9,4,A,8.0,37.0,A,40.0,B,20.0,A,D,C,4,1,1,N,True,True,True
4913,N,third,1,10,A,1.0,54.0,B,47.0,F,26.0,B,F,A,3,2,2,N,True,True,True
4914,Y,third,33,76,B,74.0,51.0,A,82.0,B,22.0,A,F,A,6,2,2,N,True,True,True
4915,Y,first,70,3,D,73.0,35.0,F,56.0,F,,,,,8,0,0,Y,True,True,False
4916,Y,third,54,54,A,28.0,20.0,F,,,,,,,1,2,0,Y,True,False,False
4917,N,second,97,45,D,71.0,96.0,A,66.0,C,36.0,D,A,D,15,7,2,N,True,True,True
4918,Y,first,22,56,C,,,,,,,,,,4,2,1,Y,False,False,False
4919,Y,second,7,8,A,7.0,49.0,A,37.0,D,20.0,A,F,B,0,2,1,N,True,True,True
4920,Y,third,67,36,A,52.0,56.0,B,30.0,D,,,,,0,2,0,Y,True,True,False
4921,N,first,63,72,B,88.0,5.0,D,39.0,B,23.0,A,B,A,10,9,4,N,True,True,True
4922,Y,first,76,8,B,62.0,49.0,A,67.0,C,15.0,A,F,C,2,1,3,Y,True,True,True
4923,Y,first,91,45,F,42.0,57.0,F,26.0,D,17.0,A,F,F,13,8,3,Y,True,True,True
4924,N,third,6,5,B,6.0,46.0,D,24.0,A,20.0,D,F,A,0,2,1,N,True,True,True
4925,Y,third,13,21,A,78.0,88.0,B,36.0,D,,,,,1,0,1,Y,True,True,False
4926,Y,second,75,92,A,55.0,43.0,A,0.0,C,45.0,A,D,C,13,8,4,N,True,True,True
4927,N,third,9,8,A,5.0,19.0,F,49.0,D,21.0,F,C,C,4,2,1,N,True,True,True
4928,Y,third,2,5,B,5.0,27.0,F,48.0,D,20.0,F,D,C,2,2,1,N,True,True,True
4929,Y,third,43,73,C,75.0,60.0,C,72.0,F,61.0,A,F,A,6,8,5,N,True,True,True
4930,Y,third,63,62,F,56.0,39.0,A,4.0,B,93.0,A,F,D,13,7,3,N,True,True,True
4931,N,third,4,7,A,10.0,25.0,D,29.0,B,24.0,A,B,C,2,1,2,N,True,True,True
4932,Y,first,22,5,F,17.0,62.0,D,16.0,F,,,,,8,0,1,Y,True,True,False
4933,Y,third,28,47,A,64.0,67.0,C,68.0,D,56.0,A,F,D,7,0,1,Y,True,True,True
4934,N,second,14,17,F,38.0,35.0,D,77.0,C,99.0,D,D,D,28,8,5,N,True,True,True
4935,Y,third,13,8,D,38.0,39.0,B,58.0,D,,,,,6,0,1,Y,True,True,False
4936,N,second,61,83,D,46.0,9.0,A,28.0,C,88.0,C,F,A,16,3,2,N,True,True,True
4937,Y,second,38,42,B,17.0,60.0,D,14.0,D,7.0,F,B,F,10,0,1,Y,True,True,True
4938,Y,third,70,56,A,85.0,55.0,A,6.0,A,85.0,D,F,F,15,5,2,N,True,True,True
4939,N,third,7,14,A,9.0,53.0,C,39.0,B,25.0,A,F,A,3,2,1,N,True,True,True
4940,N,second,14,23,F,45.0,45.0,D,74.0,C,61.0,F,B,C,25,3,7,N,True,True,True
4941,N,third,9,15,A,11.0,8.0,D,42.0,A,25.0,A,F,A,1,2,1,N,True,True,True
4942,N,third,58,31,A,7.0,60.0,A,59.0,F,,,,,0,4,0,Y,True,True,False
4943,Y,second,20,64,F,86.0,43.0,A,37.0,B,97.0,F,C,A,7,5,2,N,True,True,True
4944,N,second,95,57,A,85.0,91.0,C,54.0,D,42.0,C,D,D,9,10,5,N,True,True,True
4945,Y,first,25,74,A,87.0,45.0,B,9.0,D,91.0,B,C,A,9,9,4,N,True,True,True
4946,N,second,3,25,D,42.0,54.0,B,76.0,B,42.0,B,C,C,14,10,4,N,True,True,True
4947,Y,third,48,77,F,63.0,37.0,B,39.0,F,79.0,A,C,A,13,5,2,N,True,True,True
4948,N,second,44,4,B,7.0,3.0,F,55.0,B,43.0,D,A,C,15,22,5,N,True,True,True
4949,N,second,7,2,F,2.0,21.0,D,42.0,A,27.0,A,B,D,3,1,1,N,True,True,True
4950,Y,second,94,32,A,71.0,47.0,F,7.0,A,87.0,A,C,A,17,8,5,N,True,True,True
4951,N,third,12,25,D,50.0,36.0,D,98.0,C,58.0,D,B,C,20,12,4,N,True,True,True
4952,N,first,88,84,F,44.0,60.0,F,,,,,,,4,4,2,Y,True,False,False
4953,N,second,13,27,D,25.0,38.0,D,97.0,B,96.0,C,B,A,26,10,5,N,True,True,True
4954,N,second,77,45,C,78.0,45.0,A,4.0,D,49.0,F,F,F,18,9,5,N,True,True,True
4955,N,second,14,65,B,93.0,36.0,F,41.0,F,60.0,A,B,B,6,12,7,N,True,True,True
4956,Y,first,14,4,F,,,,,,,,,,3,0,1,Y,False,False,False
4957,N,second,14,8,D,27.0,38.0,F,82.0,B,20.0,F,D,A,26,6,6,N,True,True,True
4958,Y,first,68,68,A,63.0,93.0,A,34.0,D,26.0,D,B,F,0,1,0,Y,True,True,True
4959,Y,third,7,15,A,7.0,32.0,D,40.0,A,23.0,A,B,A,0,1,2,N,True,True,True
4960,Y,second,77,68,F,92.0,64.0,B,0.0,F,65.0,F,D,A,11,7,3,N,True,True,True
4961,Y,third,35,28,A,53.0,51.0,C,50.0,A,14.0,A,A,B,5,3,4,N,True,True,True
4962,N,third,7,9,F,5.0,53.0,F,43.0,B,25.0,C,D,B,3,3,2,N,True,True,True
4963,Y,third,77,91,F,62.0,59.0,D,,,,,,,7,4,2,Y,True,False,False
4964,Y,second,81,5,A,33.0,53.0,B,87.0,C,63.0,C,A,D,8,6,9,N,True,True,True
4965,N,third,10,36,D,64.0,58.0,F,46.0,D,83.0,D,C,B,13,4,6,N,True,True,True
4966,N,second,43,5,C,94.0,42.0,A,83.0,B,98.0,F,A,D,11,9,8,N,True,True,True
4967,N,third,7,4,F,6.0,43.0,B,44.0,A,29.0,A,A,C,1,1,1,N,True,True,True
4968,N,third,96,80,A,43.0,26.0,F,,,,,,,6,0,2,Y,True,False,False
4969,N,third,92,63,A,72.0,80.0,D,,,,,,,2,2,1,Y,True,False,False
4970,Y,first,63,19,D,89.0,11.0,B,52.0,D,,,,,3,2,0,Y,True,True,False
4971,Y,first,1,48,A,7.0,36.0,A,13.0,C,23.0,D,F,F,1,4,3,Y,True,True,True
4972,Y,first,29,89,C,41.0,80.0,D,44.0,D,8.0,D,C,F,1,3,1,Y,True,True,True
4973,N,third,5,1,A,13.0,35.0,F,34.0,A,23.0,A,C,D,0,3,2,N,True,True,True
4974,N,third,8,7,B,7.0,56.0,B,36.0,D,20.0,A,B,D,3,2,2,N,True,True,True
4975,Y,third,52,54,C,51.0,4.0,F,,,,,,,0,1,1,Y,True,False,False
4976,Y,third,15,62,F,52.0,53.0,A,98.0,B,74.0,B,A,F,5,8,2,N,True,True,True
4977,Y,third,77,95,D,35.0,52.0,D,,,,,,,0,3,2,Y,True,False,False
4978,N,third,56,89,F,35.0,81.0,F,37.0,C,73.0,C,A,C,3,5,8,N,True,True,True
4979,Y,third,29,78,A,87.0,70.0,F,36.0,D,32.0,B,B,F,3,3,1,Y,True,True,True
4980,N,first,5,5,F,49.0,33.0,D,90.0,A,60.0,A,C,C,19,10,8,N,True,True,True
4981,N,first,18,4,D,41.0,53.0,D,69.0,C,63.0,A,C,D,11,13,4,N,True,True,True
4982,Y,second,60,76,B,65.0,75.0,F,3.0,F,43.0,F,F,F,3,7,2,N,True,True,True
4983,Y,second,80,29,A,23.0,43.0,B,40.0,D,,,,,10,4,1,Y,True,True,False
4984,Y,second,29,17,D,,,,,,,,,,1,0,1,Y,False,False,False
4985,Y,third,55,38,F,51.0,29.0,A,58.0,F,87.0,A,B,A,5,2,3,N,True,True,True
4986,Y,first,19,3,C,,,,,,,,,,2,1,0,Y,False,False,False
4987,Y,third,71,50,B,57.0,74.0,A,79.0,B,58.0,C,F,A,10,5,2,N,True,True,True
4988,Y,first,39,61,A,34.0,45.0,A,59.0,B,25.0,F,F,F,8,1,3,Y,True,True,True
4989,Y,third,61,77,F,98.0,44.0,C,33.0,F,70.0,F,A,A,7,8,5,N,True,True,True
4990,N,third,7,14,A,7.0,22.0,C,34.0,B,22.0,A,D,D,2,1,1,N,True,True,True
4991,Y,second,97,94,A,42.0,10.0,A,15.0,C,63.0,A,C,C,19,7,3,N,True,True,True
4992,Y,second,51,29,A,32.0,24.0,F,,,,,,,1,2,0,Y,True,False,False
4993,Y,first,0,13,C,,,,,,,,,,2,1,0,Y,False,False,False
4994,N,third,1,9,A,5.0,56.0,D,42.0,B,22.0,B,A,A,0,1,1,N,True,True,True
4995,N,second,77,85,C,48.0,5.0,F,8.0,D,26.0,A,B,A,14,4,5,N,True,True,True
4996,Y,first,88,91,A,42.0,75.0,A,75.0,D,43.0,A,D,A,12,7,2,N,True,True,True
4997,N,second,16,7,F,,,,,,,,,,7,0,0,Y,False,False,False
4998,N,second,11,19,D,30.0,46.0,C,71.0,F,77.0,F,D,D,12,14,7,N,True,True,True
4999,Y,third,29,41,D,42.0,45.0,F,,,,,,,0,0,1,Y,True,False,False
5000,Y,second,2,29,F,46.0,36.0,D,45.0,B,33.0,B,F,B,8,16,8,N,True,True,True
5001,Y,third,65,69,A,55.0,24.0,B,55.0,C,69.0,B,F,A,13,2,2,N,True,True,True
5002,N,first,61,92,B,83.0,67.0,F,74.0,B,68.0,A,B,A,9,3,4,N,True,True,True
5003,N,second,74,82,A,49.0,55.0,D,,,,,,,2,0,2,Y,True,False,False
5004,Y,first,24,4,C,,,,,,,,,,2,1,1,Y,False,False,False
5005,N,second,87,37,A,72.0,48.0,C,29.0,C,37.0,C,B,A,18,7,5,N,True,True,True
5006,N,third,1,13,A,4.0,13.0,B,37.0,A,24.0,A,B,C,2,1,2,N,True,True,True
5007,Y,third,67,48,C,78.0,16.0,A,17.0,F,52.0,F,F,A,17,3,2,N,True,True,True
5008,Y,first,39,67,B,69.0,6.0,B,34.0,F,3.0,A,A,F,8,3,0,Y,True,True,True
5009,Y,first,4,0,D,,,,,,,,,,2,1,0,Y,False,False,False
5010,Y,third,24,49,F,18.0,39.0,D,,,,,,,1,1,0,Y,True,False,False
5011,N,third,43,81,D,46.0,12.0,D,38.0,A,84.0,A,D,F,4,11,6,N,True,True,True
5012,Y,third,96,27,B,53.0,76.0,A,40.0,D,,,,,4,3,1,Y,True,True,False
5013,Y,third,77,45,A,87.0,35.0,A,83.0,C,72.0,A,C,C,12,5,3,N,True,True,True
5014,Y,third,45,49,C,51.0,8.0,B,87.0,D,,,,,8,0,0,Y,True,True,False
5015,Y,third,71,74,B,72.0,29.0,C,56.0,B,50.0,A,C,B,8,7,4,N,True,True,True
5016,Y,first,38,59,D,27.0,52.0,C,,,,,,,1,0,1,Y,True,False,False
5017,N,second,99,52,F,74.0,61.0,D,,,,,,,2,4,2,Y,True,False,False
5018,N,third,12,5,F,32.0,30.0,D,91.0,B,97.0,C,D,B,14,10,6,N,True,True,True
5019,Y,second,11,35,F,,,,,,,,,,1,0,0,Y,False,False,False
5020,N,second,68,92,B,66.0,12.0,C,32.0,B,69.0,D,A,C,17,11,4,N,True,True,True
5021,N,third,4,15,B,11.0,29.0,D,49.0,A,27.0,B,A,C,2,3,1,N,True,True,True
5022,Y,third,79,6,A,27.0,72.0,F,64.0,B,26.0,D,F,D,9,7,2,Y,True,True,True
5023,Y,third,89,89,D,96.0,70.0,B,52.0,C,78.0,B,B,C,7,4,1,N,True,True,True
5024,Y,third,32,60,F,98.0,28.0,D,58.0,F,60.0,A,C,B,11,8,4,N,True,True,True
5025,N,third,47,67,C,56.0,84.0,F,,,,,,,3,0,2,Y,True,False,False
5026,Y,first,39,59,D,35.0,47.0,F,,,,,,,1,0,1,Y,True,False,False
5027,Y,second,24,68,B,28.0,61.0,A,61.0,D,41.0,B,A,D,3,19,7,N,True,True,True
5028,Y,second,6,10,B,13.0,56.0,B,45.0,A,25.0,A,F,C,1,2,1,N,True,True,True
5029,Y,second,99,72,A,63.0,57.0,C,44.0,F,51.0,B,B,A,14,11,2,N,True,True,True
5030,N,second,20,32,F,,,,,,,,,,0,1,0,Y,False,False,False
5031,Y,second,59,97,A,33.0,69.0,A,97.0,F,11.0,A,F,F,14,5,8,N,True,True,True
5032,Y,second,12,82,A,98.0,47.0,D,72.0,C,60.0,A,D,A,17,4,5,N,True,True,True
5033,Y,third,90,66,A,55.0,5.0,B,2.0,F,62.0,A,D,D,19,5,1,N,True,True,True
5034,Y,second,6,15,B,4.0,41.0,B,42.0,A,23.0,A,C,C,0,1,1,N,True,True,True
5035,N,third,2,1,A,2.0,13.0,B,36.0,A,22.0,A,B,A,2,3,2,N,True,True,True
5036,Y,second,5,17,F,,,,,,,,,,3,0,0,Y,False,False,False
5037,N,third,67,82,A,75.0,56.0,A,36.0,F,56.0,F,F,D,8,9,3,N,True,True,True
5038,N,second,6,14,A,11.0,55.0,B,24.0,D,20.0,C,A,A,2,2,1,N,True,True,True
5039,Y,first,42,72,A,69.0,63.0,A,77.0,F,62.0,A,F,B,17,7,4,N,True,True,True
5040,N,third,5,6,A,13.0,10.0,B,24.0,A,22.0,A,D,D,3,2,1,N,True,True,True
5041,Y,first,7,83,B,24.0,14.0,F,89.0,B,76.0,A,B,F,12,3,4,N,True,True,True
5042,Y,second,27,23,F,10.0,74.0,D,18.0,D,13.0,D,A,B,15,21,5,N,True,True,True
5043,Y,second,6,12,F,6.0,34.0,C,38.0,D,26.0,B,B,D,4,2,2,N,True,True,True
5044,N,second,16,28,D,32.0,45.0,F,48.0,D,82.0,B,B,C,25,12,7,N,True,True,True
5045,N,third,7,10,B,2.0,30.0,C,40.0,B,21.0,A,A,D,0,2,1,N,True,True,True
5046,Y,first,23,0,C,6.0,70.0,D,61.0,F,,,,,2,1,1,Y,True,True,False
5047,N,third,9,21,D,21.0,32.0,D,46.0,C,29.0,A,F,D,4,18,6,N,True,True,True
5048,Y,first,58,36,D,55.0,5.0,B,20.0,D,,,,,6,2,1,Y,True,True,False
5049,Y,second,4,17,F,,,,,,,,,,3,0,1,Y,False,False,False
5050,Y,third,28,55,C,92.0,41.0,A,85.0,F,50.0,B,F,A,11,7,4,N,True,True,True
5051,Y,third,12,9,B,,,,,,,,,,2,1,0,Y,False,False,False
5052,Y,third,54,57,A,92.0,30.0,A,25.0,F,92.0,B,F,A,7,9,5,N,True,True,True
5053,N,third,34,60,A,14.0,20.0,F,31.0,B,65.0,A,F,A,14,4,6,N,True,True,True
5054,N,second,3,22,D,59.0,36.0,D,64.0,A,56.0,B,B,D,14,5,8,N,True,True,True
5055,Y,first,3,71,B,43.0,16.0,F,15.0,F,,,,,4,0,0,Y,True,True,False
5056,N,third,46,42,C,11.0,42.0,A,17.0,F,10.0,D,F,D,3,13,8,N,True,True,True
5057,Y,first,40,35,D,25.0,27.0,F,,,,,,,0,0,0,Y,True,False,False
5058,N,third,6,8,B,11.0,13.0,C,48.0,A,28.0,A,C,A,0,2,2,N,True,True,True
5059,N,second,7,6,B,6.0,36.0,D,44.0,B,25.0,C,C,B,0,2,1,N,True,True,True
5060,Y,third,73,75,A,64.0,58.0,A,44.0,C,24.0,D,F,D,8,6,1,Y,True,True,True
5061,Y,first,51,27,D,27.0,21.0,F,,,,,,,0,2,0,Y,True,False,False
5062,Y,third,54,28,D,29.0,17.0,F,,,,,,,1,1,1,Y,True,False,False
5063,Y,third,6,7,A,6.0,38.0,A,45.0,A,29.0,A,D,D,4,3,2,N,True,True,True
5064,Y,first,78,62,F,85.0,51.0,A,56.0,A,96.0,C,F,A,17,9,4,N,True,True,True
5065,Y,third,46,58,F,90.0,28.0,D,88.0,F,95.0,A,F,A,14,8,2,N,True,True,True
5066,N,third,7,14,B,6.0,41.0,B,43.0,B,29.0,B,B,D,1,3,1,N,True,True,True
5067,Y,third,53,44,C,65.0,9.0,F,,,,,,,1,1,1,Y,True,False,False
5068,Y,second,22,57,C,56.0,67.0,B,57.0,F,80.0,B,F,B,10,7,2,N,True,True,True
5069,N,second,92,19,A,8.0,24.0,A,89.0,C,,,,,0,0,1,Y,True,True,False
5070,Y,second,57,76,F,18.0,8.0,C,37.0,F,5.0,F,F,F,5,6,1,Y,True,True,True
5071,N,third,7,13,F,1.0,29.0,D,27.0,B,25.0,A,C,A,0,3,2,N,True,True,True
5072,Y,first,72,77,B,63.0,32.0,A,64.0,D,63.0,C,F,B,11,7,4,N,True,True,True
5073,N,third,15,17,D,57.0,42.0,D,49.0,C,40.0,C,B,B,19,4,8,N,True,True,True
5074,Y,first,17,8,F,,,,,,,,,,3,0,1,Y,False,False,False
5075,N,first,86,65,C,77.0,97.0,D,96.0,F,10.0,B,D,B,7,14,4,N,True,True,True
5076,N,second,8,8,A,9.0,55.0,D,36.0,B,22.0,D,C,C,1,3,1,N,True,True,True
5077,Y,first,16,25,F,21.0,43.0,D,53.0,C,56.0,B,F,C,28,11,4,N,True,True,True
5078,Y,third,67,93,B,17.0,34.0,B,54.0,D,,,,,4,0,1,Y,True,True,False
5079,Y,second,2,21,D,10.0,33.0,C,59.0,F,,,,,0,1,1,Y,True,True,False
5080,Y,second,84,50,A,72.0,52.0,F,1.0,A,7.0,F,D,F,9,6,0,Y,True,True,True
5081,N,second,7,29,D,45.0,41.0,F,71.0,D,74.0,A,C,C,14,15,5,N,True,True,True
5082,Y,first,8,7,C,,,,,,,,,,0,0,0,Y,False,False,False
5083,Y,second,27,36,B,3.0,34.0,F,,,,,,,3,1,1,Y,True,False,False
5084,Y,third,51,47,D,25.0,12.0,D,,,,,,,0,1,1,Y,True,False,False
5085,N,third,7,11,F,37.0,46.0,D,75.0,C,66.0,D,B,A,5,9,7,N,True,True,True
5086,N,third,5,29,D,21.0,32.0,D,94.0,D,74.0,B,B,C,25,8,5,N,True,True,True
5087,N,third,27,12,F,,,,,,,,,,0,0,0,Y,False,False,False
5088,Y,first,44,76,F,81.0,37.0,A,47.0,B,77.0,F,F,D,17,7,2,N,True,True,True
5089,Y,second,39,5,D,73.0,62.0,B,47.0,D,,,,,6,3,1,Y,True,True,False
5090,N,second,1,11,A,5.0,9.0,A,41.0,D,20.0,F,B,D,3,3,1,N,True,True,True
5091,Y,third,5,15,A,11.0,47.0,A,26.0,D,25.0,A,F,A,3,1,2,N,True,True,True
5092,Y,third,5,10,F,6.0,49.0,D,36.0,A,27.0,A,B,C,2,2,1,N,True,True,True
5093,N,second,2,23,F,48.0,42.0,D,83.0,F,29.0,D,B,B,15,18,5,N,True,True,True
5094,N,third,64,7,C,17.0,10.0,C,64.0,F,,,,,7,3,2,Y,True,True,False
5095,N,second,6,1,A,1.0,56.0,B,26.0,A,20.0,A,D,A,4,3,2,N,True,True,True
5096,Y,third,68,59,A,78.0,37.0,C,30.0,F,64.0,A,C,A,5,6,4,N,True,True,True
5097,Y,first,38,3,A,84.0,20.0,C,91.0,B,49.0,C,A,D,6,2,3,Y,True,True,True
5098,N,first,2,1,D,43.0,31.0,F,91.0,D,91.0,A,C,B,25,14,7,N,True,True,True
5099,N,third,69,95,B,75.0,73.0,F,66.0,F,54.0,D,A,B,0,24,2,N,True,True,True
5100,Y,third,3,3,A,5.0,46.0,C,33.0,A,25.0,F,A,A,2,3,1,N,True,True,True
5101,N,third,65,91,B,64.0,7.0,A,39.0,C,88.0,F,D,A,5,3,3,N,True,True,True
5102,Y,second,5,13,F,10.0,18.0,D,26.0,B,26.0,F,F,A,0,3,2,N,True,True,True
5103,N,third,9,5,F,2.0,48.0,A,32.0,B,25.0,B,D,C,4,3,1,N,True,True,True
5104,Y,second,35,11,B,68.0,53.0,B,36.0,C,,,,,5,0,0,Y,True,True,False
5105,N,third,10,85,D,35.0,28.0,F,1.0,A,29.0,A,B,D,13,2,6,N,True,True,True
5106,N,third,67,4,C,58.0,35.0,A,68.0,A,54.0,C,A,A,8,19,8,N,True,True,True
5107,Y,third,75,68,B,98.0,67.0,D,68.0,F,74.0,B,C,F,12,9,4,N,True,True,True
5108,Y,third,2,69,F,51.0,71.0,B,94.0,F,82.0,A,F,F,5,23,5,N,True,True,True
5109,Y,third,51,73,A,77.0,30.0,B,14.0,B,73.0,F,F,A,11,6,4,N,True,True,True
5110,Y,third,69,75,F,76.0,32.0,A,44.0,F,86.0,A,F,A,13,8,5,N,True,True,True
5111,Y,third,44,62,B,66.0,29.0,B,11.0,F,59.0,F,A,F,5,6,2,N,True,True,True
5112,N,third,89,10,A,45.0,30.0,A,79.0,F,,,,,2,3,1,Y,True,True,False
5113,Y,third,69,82,A,61.0,72.0,D,31.0,D,,,,,9,1,1,Y,True,True,False
5114,N,first,1,6,F,32.0,41.0,B,79.0,F,74.0,A,D,B,25,5,8,N,True,True,True
5115,Y,first,21,35,D,3.0,30.0,F,,,,,,,4,0,1,Y,True,False,False
5116,Y,first,53,56,B,55.0,18.0,F,,,,,,,1,2,1,Y,True,False,False
5117,N,third,7,11,F,4.0,33.0,D,37.0,A,24.0,A,B,A,0,2,2,N,True,True,True
5118,Y,first,58,22,A,24.0,95.0,D,93.0,A,17.0,C,C,B,6,4,4,N,True,True,True
5119,Y,third,33,63,F,66.0,21.0,B,61.0,D,75.0,A,C,A,15,7,2,N,True,True,True
5120,Y,first,69,85,C,51.0,21.0,A,23.0,C,16.0,F,F,F,6,3,1,Y,True,True,True
5121,Y,third,42,65,B,53.0,36.0,B,45.0,A,68.0,F,D,F,9,5,2,N,True,True,True
